
Code
Dimension   Fixed Cost    Capacity
40	1202	121
Facility	Client	Transportation Cost	Demand
1	1	0.0	6
19	1	5.7	6
21	1	7.2	6
37	1	9.4	6
2	2	0.0	33
21	2	96.4	33
19	2	105.3	33
3	2	109.0	33
3	3	0.0	30
21	3	30.4	30
1	3	57.6	30
19	3	67.4	30
4	4	0.0	10
23	4	5.9	10
6	4	7.0	10
34	4	7.3	10
5	5	0.0	23
35	5	12.4	23
12	5	44.3	23
10	5	52.4	23
6	6	0.0	23
23	6	5.5	23
34	6	5.7	23
4	6	16.0	23
7	7	0.0	31
14	7	63.2	31
15	7	68.6	31
25	7	71.4	31
8	8	0.0	16
10	8	13.5	16
33	8	20.1	16
24	8	25.5	16
9	9	0.0	10
37	9	10.6	10
19	9	13.9	10
1	9	15.7	10
10	10	0.0	27
8	10	22.8	27
33	10	35.9	27
24	10	42.6	27
11	11	0.0	10
40	11	9.8	10
7	11	25.5	10
17	11	26.5	10
12	12	0.0	24
22	12	20.5	24
5	12	46.2	24
10	12	50.4	24
13	13	0.0	26
16	13	14.4	26
38	13	30.7	26
29	13	43.5	26
14	14	0.0	35
25	14	18.5	35
15	14	46.6	35
29	14	63.9	35
15	15	0.0	24
29	15	15.1	24
25	15	22.8	24
14	15	32.0	24
16	16	0.0	12
13	16	6.6	12
29	16	17.8	12
38	16	20.1	12
17	17	0.0	24
27	17	13.9	24
28	17	19.0	24
6	17	32.3	24
18	18	0.0	20
30	18	3.4	20
36	18	11.9	20
39	18	15.9	20
19	19	0.0	16
37	19	12.2	16
1	19	15.3	16
21	19	20.0	16
20	20	0.0	20
26	20	10.8	20
4	20	15.6	20
23	20	19.0	20
21	21	0.0	8
3	21	8.1	8
1	21	9.6	8
19	21	10.0	8
22	22	0.0	9
12	22	7.7	9
8	22	15.0	9
10	22	16.3	9
23	23	0.0	19
34	23	2.6	19
6	23	4.6	19
4	23	11.3	19
24	24	0.0	23
33	24	7.9	23
29	24	19.6	23
15	24	31.6	23
25	25	0.0	29
14	25	15.3	29
15	25	27.5	29
29	25	39.0	29
26	26	0.0	8
20	26	4.3	8
23	26	5.2	8
34	26	5.3	8
27	27	0.0	7
17	27	4.0	7
6	27	6.1	7
34	27	6.9	7
28	28	0.0	16
17	28	12.6	16
31	28	13.9	16
27	28	17.3	16
29	29	0.0	17
15	29	10.7	17
24	29	14.5	17
33	29	20.1	17
30	30	0.0	24
18	30	4.1	24
39	30	17.5	24
36	30	17.7	24
31	31	0.0	33
28	31	28.7	33
17	31	54.1	33
6	31	54.7	33
32	32	0.0	18
39	32	0.8	18
30	32	13.9	18
18	32	15.1	18
33	33	0.0	29
24	33	9.9	29
29	33	34.3	29
8	33	36.4	29
34	34	0.0	25
23	34	3.4	25
6	34	6.2	25
26	34	16.6	25
35	35	0.0	33
5	35	17.7	33
10	35	63.2	33
38	35	66.0	33
36	36	0.0	23
18	36	13.7	23
30	36	16.9	23
39	36	20.9	23
37	37	0.0	7
19	37	5.3	7
9	37	7.4	7
1	37	11.0	7
38	38	0.0	23
13	38	27.2	23
10	38	37.9	23
16	38	38.6	23
39	39	0.0	35
32	39	1.6	35
30	39	25.5	35
18	39	27.9	35
40	40	0.0	7
11	40	6.8	7
17	40	11.9	7
27	40	12.8	7
