
Code
Dimension   Fixed Cost    Capacity
40	1158	113
Facility	Client	Transportation Cost	Demand
1	1	0.0	29
31	1	20.7	29
16	1	28.8	29
24	1	30.2	29
2	2	0.0	16
40	2	15.1	16
10	2	32.1	16
34	2	45.7	16
3	3	0.0	28
34	3	21.4	28
10	3	27.4	28
13	3	32.0	28
4	4	0.0	12
7	4	15.1	12
5	4	17.7	12
22	4	20.5	12
5	5	0.0	26
7	5	12.9	26
4	5	38.4	26
17	5	40.1	26
6	6	0.0	13
23	6	10.2	13
18	6	17.2	13
11	6	18.8	13
7	7	0.0	23
5	7	11.5	23
4	7	28.9	23
17	7	41.9	23
8	8	0.0	23
14	8	50.4	23
25	8	54.7	23
30	8	67.8	23
9	9	0.0	18
12	9	4.0	18
39	9	12.1	18
36	9	14.0	18
10	10	0.0	23
3	10	22.5	23
34	10	26.4	23
40	10	39.6	23
11	11	0.0	29
24	11	16.8	29
33	11	30.2	29
6	11	41.9	29
12	12	0.0	19
9	12	4.2	19
39	12	16.1	19
36	12	18.2	19
13	13	0.0	24
15	13	14.4	24
3	13	27.5	24
18	13	28.2	24
14	14	0.0	7
30	14	14.5	7
8	14	15.3	7
37	14	16.4	7
15	15	0.0	6
13	15	3.6	6
18	15	4.4	6
3	15	8.3	6
16	16	0.0	17
1	16	16.9	17
31	16	19.7	17
39	16	28.3	17
17	17	0.0	30
34	17	37.5	30
15	17	45.8	30
5	17	46.2	30
18	18	0.0	26
15	18	18.9	26
23	18	23.1	26
13	18	30.5	26
19	19	0.0	35
14	19	106.4	35
4	19	124.1	35
22	19	138.7	35
20	20	0.0	22
32	20	34.3	22
38	20	40.8	22
23	20	48.4	22
21	21	0.0	27
37	21	21.6	27
30	21	26.0	27
25	21	32.1	27
22	22	0.0	18
4	22	30.7	18
7	22	41.9	18
5	22	50.1	18
23	23	0.0	10
6	23	7.8	10
18	23	8.9	10
15	23	15.8	10
24	24	0.0	18
11	24	10.4	18
1	24	18.7	18
33	24	24.8	18
25	25	0.0	8
21	25	9.5	8
30	25	13.8	8
37	25	13.9	8
26	26	0.0	18
35	26	13.0	18
25	26	44.4	18
16	26	49.4	18
27	27	0.0	8
29	27	5.8	8
39	27	7.1	8
9	27	9.5	8
28	28	0.0	15
38	28	8.2	15
20	28	35.2	15
12	28	48.4	15
29	29	0.0	25
27	29	18.1	25
12	29	36.2	25
39	29	37.6	25
30	30	0.0	27
37	30	7.4	27
21	30	26.0	27
33	30	35.2	27
31	31	0.0	9
1	31	6.4	9
39	31	7.3	9
16	31	10.4	9
32	32	0.0	32
20	32	49.9	32
13	32	59.5	32
18	32	68.1	32
33	33	0.0	7
11	33	7.3	7
37	33	8.3	7
30	33	9.1	7
34	34	0.0	11
3	34	8.4	11
10	34	12.6	11
17	34	13.7	11
35	35	0.0	27
26	35	19.5	27
25	35	59.0	27
16	35	82.7	27
36	36	0.0	7
9	36	5.5	7
39	36	6.7	7
12	36	6.7	7
37	37	0.0	25
30	37	6.8	25
21	37	20.0	25
33	37	29.7	25
38	38	0.0	14
28	38	7.6	14
20	38	25.9	14
12	38	38.9	14
39	39	0.0	14
9	39	9.4	14
31	39	11.3	14
12	39	11.8	14
40	40	0.0	8
2	40	7.5	8
10	40	13.8	8
3	40	21.4	8
