
Code
Dimension   Fixed Cost    Capacity
40	1152	112
Facility	Client	Transportation Cost	Demand
1	1	0.0	16
22	1	11.0	16
40	1	35.2	16
39	1	38.7	16
2	2	0.0	26
36	2	27.9	26
31	2	40.7	26
37	2	46.3	26
3	3	0.0	13
11	3	8.5	13
33	3	9.2	13
16	3	10.0	13
4	4	0.0	14
6	4	14.8	14
19	4	26.6	14
23	4	29.2	14
5	5	0.0	21
28	5	39.7	21
7	5	54.5	21
25	5	55.0	21
6	6	0.0	25
4	6	26.5	25
15	6	31.2	25
32	6	41.0	25
7	7	0.0	15
25	7	3.8	15
17	7	12.4	15
32	7	12.8	15
8	8	0.0	9
29	8	2.3	9
34	8	11.7	9
36	8	14.9	9
9	9	0.0	30
13	9	16.1	30
35	9	24.2	30
12	9	46.6	30
10	10	0.0	25
24	10	31.8	25
13	10	34.4	25
12	10	36.3	25
11	11	0.0	31
16	11	3.6	31
33	11	3.7	31
3	11	20.4	31
12	12	0.0	8
26	12	4.5	8
13	12	10.8	8
38	12	11.1	8
13	13	0.0	8
9	13	4.3	8
35	13	4.6	8
12	13	10.8	8
14	14	0.0	8
18	14	7.1	8
33	14	7.4	8
11	14	8.4	8
15	15	0.0	28
17	15	15.4	28
32	15	15.7	28
25	15	17.6	28
16	16	0.0	28
11	16	3.2	28
33	16	4.6	28
3	16	21.4	28
17	17	0.0	21
32	17	0.5	21
15	17	11.5	21
25	17	14.3	21
18	18	0.0	14
30	18	7.9	14
14	18	12.4	14
3	18	12.9	14
19	19	0.0	21
4	19	39.9	21
21	19	43.4	21
6	19	59.3	21
20	20	0.0	6
39	20	2.5	6
7	20	8.0	6
25	20	9.5	6
21	21	0.0	16
27	21	32.4	16
19	21	33.1	16
34	21	53.1	16
22	22	0.0	10
1	22	6.9	10
40	22	15.3	10
30	22	26.3	10
23	23	0.0	17
4	23	35.4	17
19	23	48.1	17
6	23	48.3	17
24	24	0.0	22
16	24	27.6	22
10	24	28.0	22
11	24	29.9	22
25	25	0.0	25
7	25	6.3	25
15	25	15.7	25
17	25	17.1	25
26	26	0.0	35
12	26	19.8	35
38	26	33.0	35
10	26	53.8	35
27	27	0.0	34
34	27	45.1	34
37	27	67.4	34
21	27	68.9	34
28	28	0.0	12
24	28	16.5	12
16	28	20.7	12
33	28	21.4	12
29	29	0.0	9
8	29	2.3	9
34	29	13.0	9
36	29	16.8	9
30	30	0.0	23
18	30	13.0	23
40	30	25.3	23
14	30	29.9	23
31	31	0.0	27
37	31	25.5	27
2	31	42.3	27
36	31	57.9	27
32	32	0.0	19
17	32	0.4	19
15	32	10.6	19
25	32	13.4	19
33	33	0.0	20
11	33	2.4	20
16	33	3.3	20
3	33	14.2	20
34	34	0.0	14
8	34	18.2	14
27	34	18.6	14
29	34	20.3	14
35	35	0.0	24
13	35	13.7	24
9	35	19.4	24
10	35	37.7	24
36	36	0.0	21
2	36	22.5	21
8	36	34.8	21
37	36	38.5	21
37	37	0.0	9
31	37	8.5	9
34	37	13.6	9
2	37	16.0	9
38	38	0.0	14
26	38	13.2	14
12	38	19.4	14
10	38	34.0	14
39	39	0.0	14
20	39	5.8	14
7	39	23.9	14
25	39	27.3	14
40	40	0.0	16
30	40	17.6	16
18	40	24.4	16
22	40	24.5	16
