
Code
Dimension   Fixed Cost    Capacity
40	1207	122
Facility	Client	Transportation Cost	Demand
1	1	0.0	5
35	1	13.2	5
40	1	13.9	5
6	1	14.2	5
2	2	0.0	21
18	2	7.1	21
30	2	25.5	21
27	2	29.1	21
3	3	0.0	29
28	3	19.8	29
32	3	29.1	29
7	3	30.8	29
4	4	0.0	18
8	4	8.6	18
20	4	16.8	18
11	4	28.9	18
5	5	0.0	31
16	5	12.4	31
17	5	36.0	31
9	5	43.0	31
6	6	0.0	27
35	6	20.3	27
34	6	27.4	27
40	6	38.7	27
7	7	0.0	12
3	7	12.7	12
28	7	13.7	12
32	7	13.9	12
8	8	0.0	7
4	8	3.4	7
29	8	9.2	7
20	8	9.4	7
9	9	0.0	31
10	9	22.9	31
17	9	34.4	31
5	9	43.0	31
10	10	0.0	15
9	10	11.1	15
31	10	21.7	15
17	10	24.0	15
11	11	0.0	22
20	11	16.3	22
13	11	20.0	22
37	11	22.6	22
12	12	0.0	14
39	12	5.3	14
29	12	10.3	14
8	12	26.5	14
13	13	0.0	22
11	13	20.0	22
20	13	27.9	22
22	13	31.5	22
14	14	0.0	20
17	14	30.6	20
27	14	32.1	20
10	14	33.1	20
15	15	0.0	24
29	15	32.7	24
8	15	32.9	24
39	15	42.1	24
16	16	0.0	30
5	16	12.0	30
17	16	27.8	30
9	16	44.5	30
17	17	0.0	22
16	17	20.4	22
9	17	24.4	22
5	17	25.6	22
18	18	0.0	15
2	18	5.1	15
30	18	14.4	15
31	18	18.6	15
19	19	0.0	13
38	19	18.3	13
14	19	22.8	13
17	19	25.5	13
20	20	0.0	31
11	20	23.0	31
4	20	29.0	31
13	20	39.3	31
21	21	0.0	17
33	21	9.1	17
34	21	29.4	17
6	21	30.3	17
22	22	0.0	19
36	22	15.8	19
13	22	27.2	19
24	22	29.5	19
23	23	0.0	34
36	23	43.7	34
26	23	49.0	34
34	23	55.6	34
24	24	0.0	25
36	24	27.6	25
22	24	38.8	25
23	24	42.8	25
25	25	0.0	22
31	25	21.3	22
30	25	23.0	22
10	25	42.3	22
26	26	0.0	16
40	26	10.0	16
35	26	20.0	16
23	26	23.0	16
27	27	0.0	26
2	27	36.0	26
14	27	41.7	26
18	27	43.6	26
28	28	0.0	21
32	28	7.4	21
3	28	14.4	21
7	28	24.0	21
29	29	0.0	30
39	29	11.8	30
12	29	22.0	30
8	29	39.5	30
30	30	0.0	24
31	30	8.6	24
18	30	23.0	24
25	30	25.1	24
31	31	0.0	7
30	31	2.5	7
25	31	6.8	7
18	31	8.7	7
32	32	0.0	33
28	32	11.7	33
3	32	33.1	33
7	32	38.1	33
33	33	0.0	13
21	33	6.9	13
32	33	23.2	13
13	33	23.7	13
34	34	0.0	28
6	34	28.4	28
35	34	38.6	28
36	34	41.1	28
35	35	0.0	10
40	35	6.9	10
6	35	7.5	10
26	35	12.5	10
36	36	0.0	29
22	36	24.2	29
24	36	32.0	29
23	36	37.3	29
37	37	0.0	5
11	37	5.1	5
9	37	7.1	5
20	37	8.3	5
38	38	0.0	22
19	38	30.9	22
3	38	44.9	22
7	38	45.8	22
39	39	0.0	17
12	39	6.4	17
29	39	6.7	17
8	39	25.9	17
40	40	0.0	11
26	40	6.9	11
35	40	7.5	11
6	40	15.8	11
