
Code
Dimension   Fixed Cost    Capacity
40	1224	125
Facility	Client	Transportation Cost	Demand
1	1	0.0	28
20	1	18.3	28
28	1	46.9	28
39	1	51.3	28
2	2	0.0	28
13	2	45.9	28
25	2	51.6	28
34	2	55.1	28
3	3	0.0	28
13	3	23.9	28
21	3	48.8	28
2	3	69.8	28
4	4	0.0	29
19	4	19.6	29
36	4	28.4	29
14	4	41.5	29
5	5	0.0	14
37	5	5.4	14
22	5	8.9	14
32	5	12.4	14
6	6	0.0	27
17	6	9.8	27
29	6	16.8	27
9	6	28.7	27
7	7	0.0	9
38	7	12.8	9
21	7	13.2	9
14	7	15.3	9
8	8	0.0	27
12	8	3.9	27
40	8	20.9	27
21	8	61.9	27
9	9	0.0	23
29	9	11.5	23
17	9	17.0	23
6	9	24.4	23
10	10	0.0	20
24	10	16.7	20
31	10	23.7	20
26	10	32.5	20
11	11	0.0	18
31	11	11.4	18
23	11	19.2	18
26	11	20.6	18
12	12	0.0	19
8	12	2.8	19
40	12	17.1	19
21	12	41.4	19
13	13	0.0	21
3	13	17.9	21
21	13	30.1	21
2	13	34.4	21
14	14	0.0	23
19	14	17.9	23
38	14	24.1	23
4	14	32.9	23
15	15	0.0	18
16	15	7.9	18
9	15	20.3	18
38	15	25.9	18
16	16	0.0	19
15	16	8.3	19
9	16	20.4	19
29	16	26.8	19
17	17	0.0	9
6	17	3.3	9
29	17	3.7	9
9	17	6.6	9
18	18	0.0	24
35	18	24.4	24
32	18	30.4	24
37	18	42.9	24
19	19	0.0	28
4	19	19.0	28
14	19	21.8	28
36	19	42.6	28
20	20	0.0	30
1	20	19.6	30
28	20	30.7	30
25	20	40.0	30
21	21	0.0	17
13	21	24.4	17
7	21	25.0	17
3	21	29.6	17
22	22	0.0	22
37	22	6.5	22
32	22	13.0	22
5	22	14.0	22
23	23	0.0	22
26	23	20.4	22
11	23	23.4	22
27	23	30.1	22
24	24	0.0	7
10	24	5.8	7
31	24	13.4	7
26	24	17.0	7
25	25	0.0	26
28	25	8.8	26
34	25	25.7	26
20	25	34.6	26
26	26	0.0	5
27	26	3.5	5
23	26	4.6	5
11	26	5.7	5
27	27	0.0	29
26	27	20.5	29
23	27	39.6	29
11	27	53.6	29
28	28	0.0	22
25	28	7.4	22
20	28	22.5	22
34	28	23.5	22
29	29	0.0	20
17	29	8.1	20
9	29	10.0	20
6	29	12.5	20
30	30	0.0	14
29	30	12.7	14
6	30	16.3	14
17	30	17.0	14
31	31	0.0	13
11	31	8.3	13
10	31	15.4	13
26	31	17.4	13
32	32	0.0	23
37	32	12.6	23
22	32	13.6	23
5	32	20.3	23
33	33	0.0	20
4	33	45.5	20
19	33	51.8	20
36	33	57.1	20
34	34	0.0	6
25	34	5.9	6
28	34	6.4	6
20	34	11.7	6
35	35	0.0	28
18	35	28.5	28
30	35	61.5	28
32	35	63.0	28
36	36	0.0	35
4	36	34.2	35
19	36	53.2	35
14	36	73.8	35
37	37	0.0	20
22	37	5.9	20
5	37	7.8	20
32	37	11.0	20
38	38	0.0	27
14	38	28.3	27
7	38	38.4	27
15	38	38.9	27
39	39	0.0	26
11	39	44.0	26
23	39	45.0	26
1	39	47.6	26
40	40	0.0	10
8	40	7.8	10
12	40	9.0	10
7	40	29.6	10
