
Code
Dimension   Fixed Cost    Capacity
40	1175	115
Facility	Client	Transportation Cost	Demand
1	1	0.0	11
38	1	4.9	11
19	1	11.4	11
29	1	20.8	11
2	2	0.0	14
6	2	3.3	14
39	2	3.9	14
18	2	14.4	14
3	3	0.0	23
14	3	7.7	23
36	3	14.5	23
29	3	21.2	23
4	4	0.0	27
17	4	4.5	27
27	4	15.5	27
12	4	19.3	27
5	5	0.0	35
24	5	23.5	35
40	5	29.0	35
20	5	42.4	35
6	6	0.0	8
39	6	1.7	8
2	6	1.9	8
18	6	9.4	8
7	7	0.0	8
26	7	11.3	8
22	7	13.5	8
32	7	15.1	8
8	8	0.0	19
15	8	6.6	19
21	8	8.4	19
30	8	21.9	19
9	9	0.0	15
20	9	9.4	15
5	9	19.8	15
40	9	25.2	15
10	10	0.0	7
11	10	1.1	7
30	10	13.0	7
21	10	18.2	7
11	11	0.0	25
10	11	4.0	25
30	11	43.3	25
21	11	61.8	25
12	12	0.0	15
4	12	10.7	15
26	12	13.1	15
17	12	13.1	15
13	13	0.0	9
40	13	9.3	9
24	13	9.7	9
28	13	12.6	9
14	14	0.0	22
3	14	7.3	22
36	14	9.3	22
29	14	14.5	22
15	15	0.0	22
8	15	7.6	22
21	15	13.1	22
29	15	28.4	22
16	16	0.0	13
35	16	25.5	13
18	16	28.1	13
19	16	35.6	13
17	17	0.0	32
4	17	5.4	32
27	17	15.9	32
12	17	28.0	32
18	18	0.0	16
35	18	6.8	16
39	18	15.8	16
2	18	16.4	16
19	19	0.0	22
35	19	21.5	22
1	19	22.7	22
18	19	26.5	22
20	20	0.0	27
9	20	16.9	27
5	20	32.7	27
40	20	33.6	27
21	21	0.0	11
8	21	4.9	11
15	21	6.6	11
30	21	8.2	11
22	22	0.0	12
26	22	15.6	12
7	22	20.3	12
12	22	21.6	12
23	23	0.0	22
33	23	32.3	22
5	23	35.7	22
32	23	35.9	22
24	24	0.0	12
40	24	3.1	12
5	24	8.1	12
13	24	12.9	12
25	25	0.0	7
2	25	8.6	7
6	25	10.0	7
39	25	10.5	7
26	26	0.0	29
12	26	25.3	29
22	26	37.8	29
37	26	37.8	29
27	27	0.0	26
17	27	12.9	26
4	27	14.9	26
37	27	25.4	26
28	28	0.0	8
31	28	4.0	8
13	28	11.2	8
24	28	15.7	8
29	29	0.0	23
14	29	15.2	23
36	29	21.1	23
3	29	21.2	23
30	30	0.0	35
21	30	26.1	35
8	30	40.3	35
15	30	46.9	35
31	31	0.0	24
28	31	12.0	24
13	31	44.6	24
23	31	56.3	24
32	32	0.0	27
33	32	28.7	27
23	32	44.0	27
7	32	51.1	27
33	33	0.0	20
32	33	21.3	20
23	33	29.4	20
38	33	45.9	20
34	34	0.0	25
22	34	48.2	25
26	34	77.9	25
12	34	81.4	25
35	35	0.0	17
18	35	7.2	17
19	35	16.6	17
39	35	22.5	17
36	36	0.0	34
14	36	14.4	34
3	36	21.4	34
29	36	31.3	34
37	37	0.0	20
27	37	19.5	20
26	37	26.1	20
12	37	28.1	20
38	38	0.0	9
1	38	4.0	9
19	38	12.5	9
15	38	16.0	9
39	39	0.0	28
6	39	6.1	28
2	39	7.8	28
18	39	27.7	28
40	40	0.0	14
24	40	3.7	14
5	40	11.6	14
13	40	14.5	14
