
Code
Dimension   Fixed Cost    Capacity
40	1160	111
Facility	Client	Transportation Cost	Demand
1	1	0.0	18
8	1	4.3	18
18	1	12.0	18
35	1	16.1	18
2	2	0.0	12
38	2	6.9	12
28	2	11.5	12
16	2	12.5	12
3	3	0.0	8
9	3	6.4	8
15	3	23.6	8
11	3	28.9	8
4	4	0.0	34
26	4	14.8	34
32	4	50.0	34
37	4	79.7	34
5	5	0.0	32
18	5	33.7	32
8	5	45.4	32
1	5	50.5	32
6	6	0.0	24
25	6	28.6	24
22	6	37.5	24
33	6	41.5	24
7	7	0.0	27
35	7	28.7	27
24	7	43.4	27
1	7	51.7	27
8	8	0.0	7
1	8	1.7	7
18	8	4.5	7
35	8	7.8	7
9	9	0.0	5
3	9	4.0	5
11	9	16.9	5
15	9	17.5	5
10	10	0.0	12
33	10	13.5	12
22	10	16.3	12
14	10	26.8	12
11	11	0.0	31
30	11	30.3	31
31	11	51.5	31
12	11	60.2	31
12	12	0.0	22
40	12	9.7	22
30	12	23.3	22
39	12	24.0	22
13	13	0.0	29
14	13	20.4	29
27	13	23.2	29
29	13	74.0	29
14	14	0.0	8
13	14	5.6	8
27	14	8.6	8
10	14	17.9	8
15	15	0.0	8
2	15	17.6	8
38	15	20.7	8
16	15	21.6	8
16	16	0.0	13
38	16	7.0	13
29	16	8.6	13
28	16	8.7	13
17	17	0.0	34
39	17	16.5	34
21	17	38.9	34
12	17	49.6	34
18	18	0.0	29
8	18	18.7	29
1	18	19.4	29
5	18	30.6	29
19	19	0.0	13
25	19	27.8	13
23	19	28.3	13
24	19	38.1	13
20	20	0.0	5
7	20	11.1	5
26	20	12.4	5
4	20	12.7	5
21	21	0.0	25
17	21	28.6	25
39	21	37.9	25
22	21	42.8	25
22	22	0.0	19
33	22	4.5	19
10	22	25.8	19
6	22	29.7	19
23	23	0.0	8
34	23	9.0	8
25	23	11.8	8
24	23	15.5	8
24	24	0.0	29
34	24	39.4	29
7	24	46.7	29
35	24	49.1	29
25	25	0.0	17
6	25	20.2	17
23	25	25.1	17
19	25	36.3	17
26	26	0.0	16
4	26	7.0	16
32	26	30.4	16
20	26	39.7	16
27	27	0.0	33
13	27	26.4	33
14	27	35.6	33
29	27	60.0	33
28	28	0.0	19
38	28	8.7	19
29	28	11.9	19
36	28	12.6	19
29	29	0.0	8
28	29	5.0	8
16	29	5.3	8
36	29	6.6	8
30	30	0.0	21
11	30	20.5	21
12	30	22.2	21
40	30	27.0	21
31	31	0.0	9
37	31	9.3	9
11	31	14.9	9
30	31	20.6	9
32	32	0.0	17
4	32	25.0	17
37	32	26.5	17
18	32	26.5	17
33	33	0.0	9
22	33	2.1	9
10	33	10.1	9
21	33	15.4	9
34	34	0.0	9
23	34	10.1	9
24	34	12.2	9
35	34	15.9	9
35	35	0.0	32
1	35	28.5	32
7	35	34.0	32
8	35	35.6	32
36	36	0.0	15
28	36	9.9	15
29	36	12.4	15
38	36	16.7	15
37	37	0.0	18
31	37	18.7	18
32	37	28.1	18
5	37	32.2	18
38	38	0.0	23
28	38	10.5	23
16	38	12.3	23
2	38	13.2	23
39	39	0.0	22
17	39	10.7	22
12	39	24.0	22
40	39	28.3	22
40	40	0.0	25
12	40	11.1	25
39	40	32.2	25
30	40	32.2	25
