
Code
Dimension   Fixed Cost    Capacity
40	1224	124
Facility	Client	Transportation Cost	Demand
1	1	0.0	32
4	1	9.3	32
17	1	29.8	32
12	1	35.8	32
2	2	0.0	33
28	2	33.0	33
3	2	43.5	33
26	2	51.6	33
3	3	0.0	35
2	3	46.1	35
5	3	63.7	35
25	3	66.9	35
4	4	0.0	31
1	4	9.0	31
12	4	29.1	31
17	4	35.6	31
5	5	0.0	22
14	5	4.6	22
29	5	12.1	22
7	5	13.8	22
6	6	0.0	35
25	6	2.7	35
38	6	56.5	35
3	6	67.5	35
7	7	0.0	23
29	7	9.6	23
14	7	10.4	23
5	7	14.4	23
8	8	0.0	34
40	8	46.6	34
39	8	50.3	34
12	8	61.5	34
9	9	0.0	6
19	9	5.0	6
31	9	12.0	6
36	9	14.2	6
10	10	0.0	24
22	10	11.6	24
20	10	15.0	24
34	10	17.6	24
11	11	0.0	22
32	11	12.8	22
18	11	31.1	22
31	11	37.9	22
12	12	0.0	30
4	12	28.2	30
1	12	33.6	30
15	12	40.6	30
13	13	0.0	14
16	13	7.8	14
30	13	14.0	14
24	13	19.8	14
14	14	0.0	13
5	14	2.7	13
29	14	4.5	13
7	14	5.9	13
15	15	0.0	17
12	15	23.0	17
39	15	30.4	17
4	15	34.5	17
16	16	0.0	13
13	16	7.2	13
30	16	8.8	13
24	16	19.8	13
17	17	0.0	11
33	17	6.8	11
1	17	10.2	11
4	17	12.6	11
18	18	0.0	19
36	18	25.4	19
11	18	26.8	19
31	18	28.9	19
19	19	0.0	32
9	19	26.9	32
31	19	38.5	32
36	19	51.7	32
20	20	0.0	15
22	20	4.5	15
10	20	9.4	15
37	20	10.1	15
21	21	0.0	30
26	21	33.8	30
24	21	35.5	30
38	21	51.2	30
22	22	0.0	17
20	22	5.1	17
10	22	8.2	17
37	22	9.3	17
23	23	0.0	30
37	23	27.5	30
22	23	44.0	30
20	23	46.7	30
24	24	0.0	9
30	24	9.9	9
21	24	10.6	9
13	24	12.7	9
25	25	0.0	22
6	25	1.7	22
38	25	33.9	22
3	25	42.0	22
26	26	0.0	7
21	26	7.9	7
13	26	10.5	7
2	26	10.9	7
27	27	0.0	5
29	27	5.8	5
14	27	6.5	5
5	27	6.7	5
28	28	0.0	6
2	28	6.0	6
5	28	9.0	6
14	28	9.7	6
29	29	0.0	20
14	29	7.0	20
7	29	8.4	20
5	29	11.0	20
30	30	0.0	15
16	30	10.2	15
13	30	15.0	15
24	30	16.5	15
31	31	0.0	21
36	31	9.8	21
40	31	17.6	21
19	31	25.3	21
32	32	0.0	28
11	32	16.2	28
31	32	35.9	28
18	32	42.9	28
33	33	0.0	15
17	33	9.3	15
1	33	23.2	15
4	33	26.1	15
34	34	0.0	18
10	34	13.2	18
35	34	14.8	18
22	34	21.3	18
35	35	0.0	12
34	35	9.8	12
10	35	17.8	12
20	35	21.1	12
36	36	0.0	19
40	36	8.9	19
31	36	8.9	19
18	36	25.4	19
37	37	0.0	31
22	37	17.0	31
20	37	20.8	31
23	37	28.5	31
38	38	0.0	20
25	38	30.8	20
6	38	32.3	20
21	38	34.2	20
39	39	0.0	12
8	39	17.8	12
15	39	21.4	12
40	39	24.7	12
40	40	0.0	32
36	40	14.9	32
31	40	26.8	32
8	40	43.9	32
