
Code
Dimension   Fixed Cost    Capacity
40	1213	123
Facility	Client	Transportation Cost	Demand
1	1	0.0	30
9	1	12.7	30
24	1	15.5	30
19	1	16.7	30
2	2	0.0	18
23	2	9.2	18
35	2	9.4	18
40	2	40.7	18
3	3	0.0	6
9	3	13.2	6
17	3	13.4	6
1	3	15.0	6
4	4	0.0	18
31	4	11.6	18
13	4	18.2	18
25	4	33.9	18
5	5	0.0	25
30	5	20.8	25
38	5	24.2	25
12	5	29.7	25
6	6	0.0	30
33	6	49.8	30
22	6	61.1	30
34	6	75.4	30
7	7	0.0	13
38	7	8.5	13
32	7	10.1	13
39	7	13.2	13
8	8	0.0	11
37	8	11.4	11
17	8	17.7	11
22	8	26.2	11
9	9	0.0	29
1	9	12.3	29
16	9	22.7	29
24	9	24.7	29
10	10	0.0	18
26	10	4.2	18
33	10	30.7	18
34	10	32.7	18
11	11	0.0	11
16	11	6.7	11
9	11	15.2	11
24	11	17.0	11
12	12	0.0	7
40	12	6.1	7
38	12	6.3	7
5	12	8.3	7
13	13	0.0	34
4	13	34.4	34
31	13	47.7	34
25	13	54.0	34
14	14	0.0	24
36	14	28.0	24
20	14	38.6	24
2	14	57.6	24
15	15	0.0	23
29	15	20.8	23
21	15	20.8	23
28	15	33.6	23
16	16	0.0	27
11	16	16.3	27
9	16	21.1	27
1	16	28.0	27
17	17	0.0	14
37	17	17.9	14
27	17	20.0	14
1	17	22.0	14
18	18	0.0	31
28	18	30.3	31
29	18	31.2	31
21	18	32.1	31
19	19	0.0	23
24	19	8.7	23
1	19	12.8	23
27	19	19.2	23
20	20	0.0	29
36	20	17.4	29
14	20	46.6	29
40	20	63.9	29
21	21	0.0	24
29	21	0.8	24
15	21	21.7	24
18	21	24.8	24
22	22	0.0	15
34	22	20.2	15
6	22	30.5	15
8	22	35.8	15
23	23	0.0	12
35	23	6.1	12
2	23	6.1	12
40	23	21.6	12
24	24	0.0	15
19	24	5.7	15
1	24	7.8	15
9	24	12.8	15
25	25	0.0	21
13	25	33.3	21
31	25	33.9	21
4	25	39.5	21
26	26	0.0	31
10	26	7.2	31
34	26	51.9	31
33	26	58.2	31
27	27	0.0	20
19	27	16.7	20
24	27	24.0	20
1	27	25.9	20
28	28	0.0	25
18	28	24.5	25
29	28	33.4	25
21	28	34.2	25
29	29	0.0	6
21	29	0.2	6
15	29	5.4	6
18	29	6.0	6
30	30	0.0	8
5	30	6.6	8
40	30	6.9	8
12	30	10.0	8
31	31	0.0	28
4	31	18.0	28
13	31	39.2	28
25	31	45.2	28
32	32	0.0	15
7	32	11.6	15
38	32	21.4	15
39	32	22.0	15
33	33	0.0	19
6	33	31.6	19
10	33	32.4	19
26	33	35.7	19
34	34	0.0	22
22	34	29.7	22
26	34	36.8	22
15	34	37.8	22
35	35	0.0	29
23	35	14.7	29
2	35	15.2	29
40	35	64.8	29
36	36	0.0	29
20	36	17.4	29
14	36	33.8	29
40	36	77.4	29
37	37	0.0	15
8	37	15.6	15
17	37	19.2	15
27	37	27.2	15
38	38	0.0	35
7	38	22.9	35
12	38	31.5	35
5	38	33.9	35
39	39	0.0	14
7	39	14.2	14
38	39	15.3	14
32	39	20.5	14
40	40	0.0	16
12	40	13.8	16
30	40	13.9	16
5	40	22.2	16
