
Code
Dimension   Fixed Cost    Capacity
40	1221	126
Facility	Client	Transportation Cost	Demand
1	1	0.0	27
22	1	21.7	27
40	1	24.9	27
28	1	30.5	27
2	2	0.0	30
26	2	7.8	30
34	2	34.5	30
36	2	36.4	30
3	3	0.0	27
18	3	45.9	27
1	3	47.3	27
30	3	56.3	27
4	4	0.0	6
31	4	1.9	6
15	4	5.9	6
32	4	7.3	6
5	5	0.0	23
12	5	13.9	23
14	5	19.3	23
8	5	25.5	23
6	6	0.0	29
8	6	13.6	29
12	6	35.4	29
9	6	39.8	29
7	7	0.0	34
17	7	18.8	34
39	7	23.1	34
38	7	23.3	34
8	8	0.0	28
6	8	13.2	28
12	8	21.7	28
5	8	31.0	28
9	9	0.0	12
10	9	1.4	12
37	9	15.3	12
6	9	16.5	12
10	10	0.0	21
9	10	2.4	21
37	10	27.1	21
6	10	30.6	21
11	11	0.0	32
20	11	26.5	32
32	11	28.1	32
15	11	30.2	32
12	12	0.0	5
5	12	3.0	5
8	12	3.9	5
14	12	6.1	5
13	13	0.0	27
14	13	25.2	27
5	13	34.6	27
12	13	50.3	27
14	14	0.0	17
5	14	14.2	17
13	14	15.9	17
8	14	19.7	17
15	15	0.0	8
32	15	4.2	8
11	15	7.6	8
4	15	7.9	8
16	16	0.0	19
28	16	7.1	19
22	16	11.7	19
40	16	20.8	19
17	17	0.0	22
7	17	12.2	22
39	17	17.3	22
38	17	17.9	22
18	18	0.0	10
33	18	11.7	10
25	18	12.4	10
35	18	15.1	10
19	19	0.0	20
21	19	15.3	20
39	19	18.5	20
7	19	30.9	20
20	20	0.0	13
11	20	10.8	13
15	20	18.4	13
5	20	18.7	13
21	21	0.0	28
19	21	21.5	28
39	21	38.9	28
17	21	57.0	28
22	22	0.0	6
28	22	2.0	6
40	22	3.5	6
16	22	3.7	6
23	23	0.0	5
33	23	5.9	5
25	23	6.7	5
29	23	7.7	5
24	24	0.0	25
35	24	22.8	25
25	24	32.9	25
33	24	41.8	25
25	25	0.0	26
33	25	10.5	26
35	25	17.3	26
18	25	32.1	26
26	26	0.0	11
2	26	2.9	11
34	26	14.2	11
36	26	15.2	11
27	27	0.0	7
24	27	13.0	7
35	27	16.1	7
25	27	20.6	7
28	28	0.0	28
22	28	9.2	28
16	28	10.4	28
40	28	20.3	28
29	29	0.0	32
31	29	47.4	32
23	29	49.3	32
24	29	54.9	32
30	30	0.0	34
36	30	51.6	34
34	30	53.3	34
33	30	59.4	34
31	31	0.0	29
4	31	9.1	29
15	31	37.2	29
29	31	42.9	29
32	32	0.0	23
15	32	12.1	23
11	32	20.2	23
4	32	28.1	23
33	33	0.0	28
25	33	11.3	28
35	33	29.9	28
18	33	32.9	28
34	34	0.0	9
36	34	1.6	9
2	34	10.4	9
26	34	11.7	9
35	35	0.0	23
25	35	15.3	23
24	35	21.0	23
33	35	24.5	23
36	36	0.0	22
34	36	3.9	22
2	36	26.7	22
26	36	30.4	22
37	37	0.0	29
9	37	37.0	29
10	37	37.4	29
6	37	69.6	29
38	38	0.0	22
7	38	15.1	22
17	38	17.9	22
39	38	29.6	22
39	39	0.0	34
7	39	23.1	34
17	39	26.8	34
19	39	31.4	34
40	40	0.0	15
22	40	8.7	15
28	40	10.9	15
1	40	13.8	15
