
Code
Dimension   Fixed Cost    Capacity
40	1224	125
Facility	Client	Transportation Cost	Demand
1	1	0.0	5
19	1	4.8	5
5	1	4.9	5
38	1	5.9	5
2	2	0.0	17
30	2	5.7	17
4	2	20.6	17
29	2	27.9	17
3	3	0.0	21
40	3	23.4	21
32	3	23.4	21
17	3	25.0	21
4	4	0.0	18
2	4	21.8	18
30	4	22.5	18
13	4	25.1	18
5	5	0.0	6
38	5	2.0	6
34	5	3.6	6
21	5	3.9	6
6	6	0.0	20
16	6	27.1	20
35	6	28.7	20
23	6	30.4	20
7	7	0.0	31
18	7	35.4	31
14	7	76.6	31
3	7	77.1	31
8	8	0.0	11
23	8	14.1	11
16	8	15.9	11
2	8	18.2	11
9	9	0.0	32
37	9	5.9	32
19	9	22.2	32
22	9	32.6	32
10	10	0.0	26
15	10	7.7	26
23	10	68.2	26
6	10	77.1	26
11	11	0.0	10
22	11	5.8	10
20	11	8.0	10
27	11	11.8	10
12	12	0.0	28
19	12	27.8	28
9	12	37.2	28
37	12	37.9	28
13	13	0.0	27
37	13	37.5	27
4	13	37.7	27
9	13	38.9	27
14	14	0.0	24
40	14	9.8	24
25	14	14.7	24
3	14	32.5	24
15	15	0.0	30
10	15	8.9	30
23	15	76.9	30
6	15	82.8	30
16	16	0.0	16
35	16	10.1	16
23	16	16.2	16
6	16	21.7	16
17	17	0.0	27
3	17	32.2	27
32	17	34.9	27
35	17	39.4	27
18	18	0.0	35
7	18	39.9	35
24	18	57.3	35
3	18	70.5	35
19	19	0.0	17
37	19	9.9	17
9	19	11.8	17
1	19	16.3	17
20	20	0.0	10
27	20	6.5	10
11	20	8.0	10
33	20	12.3	10
21	21	0.0	15
38	21	5.1	15
34	21	7.6	15
5	21	9.9	15
22	22	0.0	31
11	22	18.1	31
9	22	31.5	31
37	22	36.8	31
23	23	0.0	22
16	23	22.2	22
8	23	28.2	22
6	23	33.4	22
24	24	0.0	34
18	24	55.7	34
17	24	71.1	34
3	24	79.1	34
25	25	0.0	24
40	25	7.9	24
14	25	14.7	24
32	25	29.1	24
26	26	0.0	16
31	26	3.7	16
28	26	17.1	16
39	26	30.8	16
27	27	0.0	14
33	27	9.0	14
20	27	9.1	14
11	27	16.5	14
28	28	0.0	28
26	28	30.0	28
31	28	30.8	28
39	28	48.6	28
29	29	0.0	18
30	29	24.1	18
4	29	28.6	18
2	29	29.5	18
30	30	0.0	5
2	30	1.7	5
4	30	6.3	5
29	30	6.7	5
31	31	0.0	24
26	31	5.5	24
28	31	26.4	24
39	31	41.5	24
32	32	0.0	22
3	32	24.5	22
25	32	26.7	22
40	32	27.7	22
33	33	0.0	25
27	33	16.0	25
36	33	20.4	25
20	33	30.8	25
34	34	0.0	32
38	34	11.8	32
21	34	16.3	32
5	34	19.0	32
35	35	0.0	18
16	35	11.4	18
6	35	25.8	18
17	35	26.3	18
36	36	0.0	6
33	36	4.9	6
27	36	8.7	6
20	36	11.9	6
37	37	0.0	32
9	37	5.9	32
19	37	18.7	32
22	37	38.0	32
38	38	0.0	24
5	38	8.1	24
21	38	8.2	24
34	38	8.9	24
39	39	0.0	19
31	39	32.9	19
28	39	32.9	19
26	39	36.6	19
40	40	0.0	19
25	40	6.3	19
14	40	7.8	19
3	40	21.1	19
