
Code
Dimension   Fixed Cost    Capacity
39	1153	113
Facility	Client	Transportation Cost	Demand
1	1	0.0	16
23	1	24.0	16
26	1	28.2	16
2	2	0.0	22
8	2	9.9	22
31	2	57.1	22
3	3	0.0	22
24	3	11.0	22
27	3	17.1	22
4	4	0.0	5
39	4	4.0	5
10	4	4.3	5
5	5	0.0	6
33	5	5.0	6
13	5	12.4	6
6	6	0.0	15
19	6	5.6	15
31	6	25.7	15
7	7	0.0	22
26	7	31.1	22
1	7	41.3	22
8	8	0.0	29
2	8	13.1	29
31	8	88.3	29
9	9	0.0	13
21	9	11.9	13
36	9	13.3	13
10	10	0.0	22
4	10	19.1	22
39	10	31.1	22
11	11	0.0	18
21	11	11.3	18
39	11	11.5	18
12	12	0.0	15
32	12	20.9	15
29	12	21.7	15
13	13	0.0	7
33	13	9.0	7
20	13	12.9	7
14	14	0.0	29
16	14	14.3	29
22	14	24.6	29
15	15	0.0	33
18	15	20.3	33
30	15	33.1	33
16	16	0.0	22
14	16	10.8	22
22	16	14.1	22
17	17	0.0	26
38	17	4.8	26
35	17	31.2	26
18	18	0.0	20
30	18	8.1	20
15	18	12.3	20
19	19	0.0	5
6	19	1.9	5
31	19	6.7	5
20	20	0.0	8
13	20	14.7	8
4	20	22.9	8
21	21	0.0	16
11	21	10.0	16
36	21	14.1	16
22	22	0.0	14
16	22	9.0	14
14	22	11.9	14
23	23	0.0	7
22	23	6.4	7
1	23	10.5	7
24	24	0.0	12
3	24	6.0	12
27	24	15.3	12
25	25	0.0	33
34	25	37.2	33
27	25	59.7	33
26	26	0.0	29
7	26	41.0	29
1	26	51.1	29
27	27	0.0	33
3	27	25.7	33
24	27	42.1	33
28	28	0.0	20
35	28	33.2	20
21	28	36.2	20
29	29	0.0	11
32	29	13.7	11
15	29	14.7	11
30	30	0.0	19
18	30	7.7	19
15	30	19.0	19
31	31	0.0	18
38	31	22.6	18
19	31	24.2	18
32	32	0.0	35
29	32	43.6	35
12	32	48.8	35
33	33	0.0	34
5	33	28.1	34
13	33	43.8	34
34	34	0.0	11
25	34	12.4	11
3	34	13.9	11
35	35	0.0	10
17	35	12.0	10
38	35	13.4	10
36	36	0.0	33
21	36	29.0	33
9	36	33.9	33
37	37	0.0	10
14	37	9.9	10
16	37	14.5	10
38	38	0.0	26
17	38	4.8	26
31	38	32.6	26
39	39	0.0	12
11	39	7.7	12
4	39	9.5	12
