
Code
Dimension   Fixed Cost    Capacity
43	1203	124
Facility	Client	Transportation Cost	Demand
1	1	0.0	31
33	1	10.9	31
34	1	69.0	31
27	1	69.6	31
2	2	0.0	16
30	2	17.1	16
10	2	20.0	16
20	2	27.1	16
3	3	0.0	5
5	3	4.7	5
17	3	5.2	5
12	3	13.6	5
4	4	0.0	9
42	4	3.0	9
32	4	8.4	9
11	4	11.6	9
5	5	0.0	5
17	5	2.2	5
3	5	4.7	5
12	5	9.0	5
6	6	0.0	28
19	6	18.6	28
36	6	34.6	28
12	6	35.4	28
7	7	0.0	25
43	7	5.6	25
40	7	41.2	25
24	7	45.9	25
8	8	0.0	5
39	8	1.2	5
13	8	2.3	5
21	8	2.4	5
9	9	0.0	22
29	9	29.7	22
28	9	30.6	22
11	9	34.2	22
10	10	0.0	32
20	10	14.9	32
35	10	18.6	32
30	10	24.2	32
11	11	0.0	30
42	11	28.6	30
4	11	38.6	30
32	11	41.0	30
12	12	0.0	12
6	12	15.2	12
5	12	21.5	12
19	12	22.7	12
13	13	0.0	28
39	13	12.4	28
8	13	12.7	28
41	13	20.3	28
14	14	0.0	21
36	14	17.2	21
15	14	40.0	21
32	14	41.2	21
15	15	0.0	7
27	15	11.1	7
14	15	13.3	7
35	15	15.5	7
16	16	0.0	27
28	16	25.9	27
9	16	54.6	27
29	16	65.8	27
17	17	0.0	30
5	17	13.2	30
3	17	31.5	30
12	17	58.9	30
18	18	0.0	23
11	18	33.5	23
32	18	36.9	23
9	18	40.7	23
19	19	0.0	29
6	19	19.2	29
36	19	34.4	29
12	19	54.8	29
20	20	0.0	16
35	20	3.8	16
10	20	7.5	16
23	20	16.7	16
21	21	0.0	31
39	21	14.1	31
8	21	14.6	31
26	21	24.2	31
22	22	0.0	32
41	22	34.5	32
13	22	52.6	32
31	22	61.3	32
23	23	0.0	6
20	23	6.3	6
35	23	7.1	6
37	23	7.3	6
24	24	0.0	26
34	24	23.7	26
31	24	44.3	26
40	24	44.5	26
25	25	0.0	9
19	25	17.3	9
6	25	18.0	9
17	25	18.3	9
26	26	0.0	13
38	26	6.5	13
21	26	10.1	13
8	26	15.9	13
27	27	0.0	34
35	27	43.3	34
20	27	51.4	34
15	27	53.9	34
28	28	0.0	21
16	28	20.1	21
9	28	29.2	21
11	28	41.8	21
29	29	0.0	22
9	29	29.7	22
28	29	50.9	22
16	29	53.6	22
30	30	0.0	35
10	30	26.5	35
2	30	37.4	35
20	30	40.6	35
31	31	0.0	5
24	31	8.5	5
22	31	9.6	5
13	31	10.0	5
32	32	0.0	17
42	32	14.5	17
4	32	15.8	17
11	32	23.2	17
33	33	0.0	32
1	33	11.2	32
40	33	72.7	32
34	33	73.5	32
34	34	0.0	6
24	34	5.5	6
40	34	7.3	6
7	34	13.0	6
35	35	0.0	21
20	35	5.0	21
10	35	12.2	21
23	35	24.7	21
36	36	0.0	16
14	36	13.1	16
19	36	19.0	16
6	36	19.8	16
37	37	0.0	13
23	37	15.9	13
30	37	17.1	13
20	37	19.5	13
38	38	0.0	30
26	38	15.0	30
21	38	37.2	30
39	38	50.5	30
39	39	0.0	19
8	39	4.4	19
13	39	8.4	19
21	39	8.7	19
40	40	0.0	35
34	40	42.8	35
43	40	54.4	35
7	40	57.6	35
41	41	0.0	35
13	41	25.4	35
8	41	35.7	35
22	41	37.8	35
42	42	0.0	22
4	42	7.4	22
32	42	18.8	22
11	42	21.0	22
43	43	0.0	11
7	43	2.5	11
40	43	17.1	11
24	43	21.6	11
