
Code
Dimension   Fixed Cost    Capacity
40	1240	132
Facility	Client	Transportation Cost	Demand
1	1	0.0	30
39	1	6.8	30
23	1	28.8	30
12	1	37.1	30
2	2	0.0	7
16	2	4.8	7
12	2	10.1	7
1	2	11.9	7
3	3	0.0	35
10	3	68.6	35
28	3	77.7	35
18	3	83.6	35
4	4	0.0	35
32	4	43.4	35
15	4	53.3	35
33	4	65.3	35
5	5	0.0	23
29	5	16.9	23
25	5	19.4	23
38	5	30.1	23
6	6	0.0	24
35	6	34.8	24
22	6	35.5	24
34	6	38.2	24
7	7	0.0	12
21	7	10.3	12
38	7	13.4	12
34	7	15.7	12
8	8	0.0	29
37	8	16.4	29
20	8	58.1	29
7	8	67.6	29
9	9	0.0	8
27	9	3.4	8
17	9	8.2	8
28	9	11.7	8
10	10	0.0	11
18	10	12.7	11
13	10	19.0	11
3	10	21.6	11
11	11	0.0	24
19	11	16.7	24
24	11	33.2	24
36	11	38.8	24
12	12	0.0	22
31	12	8.4	22
1	12	27.2	22
39	12	31.4	22
13	13	0.0	15
15	13	10.3	15
32	13	13.5	15
10	13	25.9	15
14	14	0.0	31
23	14	28.2	31
39	14	48.8	31
1	14	55.8	31
15	15	0.0	8
32	15	3.9	8
13	15	5.5	8
4	15	12.2	8
16	16	0.0	19
2	16	12.9	19
12	16	39.6	19
1	16	44.7	19
17	17	0.0	18
9	17	18.4	18
27	17	23.8	18
5	17	30.3	18
18	18	0.0	21
10	18	24.3	21
26	18	38.8	21
3	18	50.2	21
19	19	0.0	26
11	19	18.0	26
24	19	42.1	26
36	19	45.1	26
20	20	0.0	23
22	20	14.0	23
30	20	17.7	23
31	20	32.9	23
21	21	0.0	31
34	21	14.4	31
7	21	26.5	31
38	21	31.9	31
22	22	0.0	20
30	22	8.3	20
20	22	12.2	20
35	22	26.2	20
23	23	0.0	34
39	23	25.0	34
14	23	31.0	34
1	23	32.7	34
24	24	0.0	22
11	24	30.4	22
19	24	35.7	22
14	24	47.5	22
25	25	0.0	31
29	25	8.0	31
38	25	15.0	31
5	25	26.1	31
26	26	0.0	9
18	26	16.6	9
10	26	21.3	9
13	26	21.4	9
27	27	0.0	18
9	27	7.7	18
28	27	20.6	18
17	27	23.8	18
28	28	0.0	11
27	28	12.6	11
40	28	13.0	11
9	28	16.1	11
29	29	0.0	29
25	29	7.4	29
38	29	17.3	29
5	29	21.3	29
30	30	0.0	20
22	30	8.3	20
20	30	15.4	20
35	30	25.0	20
31	31	0.0	34
12	31	12.9	34
1	31	45.7	34
30	31	47.8	34
32	32	0.0	25
15	32	12.3	25
13	32	22.6	25
4	32	31.0	25
33	33	0.0	16
4	33	29.9	16
24	33	36.7	16
32	33	45.1	16
34	34	0.0	25
21	34	11.6	25
29	34	30.6	25
7	34	32.7	25
35	35	0.0	30
36	35	22.5	30
30	35	37.5	30
22	35	39.3	30
36	36	0.0	21
35	36	15.8	21
30	36	26.7	21
22	36	32.3	21
37	37	0.0	27
8	37	15.3	27
20	37	43.0	27
22	37	55.0	27
38	38	0.0	9
25	38	4.4	9
29	38	5.4	9
21	38	9.3	9
39	39	0.0	22
1	39	5.0	22
23	39	16.2	22
12	39	31.4	22
40	40	0.0	30
28	40	35.4	30
6	40	48.5	30
5	40	54.1	30
