
Code
Dimension   Fixed Cost    Capacity
100	1179	116
Facility	Client	Transportation Cost	Demand
1	1	0.0	31
50	1	28.4	31
95	1	31.5	31
91	1	31.6	31
68	1	35.7	31
56	1	38.0	31
7	1	53.2	31
52	1	53.8	31
26	1	54.7	31
29	1	55.2	31
2	2	0.0	19
78	2	19.0	19
44	2	19.9	19
26	2	22.9	19
84	2	24.6	19
66	2	24.9	19
76	2	28.7	19
10	2	32.1	19
28	2	35.8	19
52	2	36.8	19
3	3	0.0	24
72	3	16.6	24
21	3	23.9	24
5	3	24.0	24
15	3	25.0	24
65	3	25.1	24
16	3	26.8	24
61	3	36.4	24
88	3	45.8	24
64	3	59.5	24
4	4	0.0	6
57	4	0.9	6
39	4	3.2	6
35	4	3.8	6
86	4	5.0	6
27	4	8.3	6
49	4	9.3	6
87	4	9.3	6
47	4	11.0	6
24	4	12.1	6
5	5	0.0	35
15	5	13.7	35
65	5	24.4	35
61	5	27.7	35
3	5	35.0	35
72	5	58.9	35
88	5	68.1	35
21	5	69.6	35
60	5	72.7	35
16	5	73.5	35
6	6	0.0	19
58	6	4.6	19
75	6	6.3	19
82	6	34.8	19
98	6	35.3	19
59	6	38.6	19
62	6	38.8	19
47	6	43.0	19
79	6	44.1	19
13	6	45.7	19
7	7	0.0	28
18	7	11.7	28
52	7	17.7	28
70	7	18.4	28
10	7	25.8	28
37	7	26.7	28
20	7	26.9	28
56	7	28.4	28
55	7	31.5	28
95	7	31.5	28
8	8	0.0	10
23	8	3.0	10
81	8	4.6	10
71	8	7.0	10
83	8	9.2	10
25	8	10.7	10
85	8	12.3	10
33	8	13.7	10
62	8	13.8	10
67	8	14.0	10
9	9	0.0	8
20	9	2.7	8
56	9	4.6	8
95	9	6.2	8
50	9	7.1	8
29	9	7.9	8
7	9	9.4	8
18	9	10.8	8
25	9	10.9	8
85	9	11.2	8
10	10	0.0	23
52	10	7.2	23
84	10	10.9	23
26	10	14.6	23
70	10	20.1	23
7	10	21.2	23
18	10	23.4	23
66	10	23.6	23
44	10	24.6	23
37	10	26.6	23
11	11	0.0	22
51	11	11.7	22
59	11	12.8	22
83	11	28.8	22
33	11	47.4	22
8	11	48.8	22
23	11	49.8	22
81	11	53.5	22
58	11	53.7	22
62	11	55.9	22
12	12	0.0	22
94	12	9.3	22
19	12	16.0	22
27	12	31.9	22
22	12	37.0	22
49	12	59.3	22
57	12	60.0	22
39	12	60.0	22
4	12	60.2	22
48	12	62.4	22
13	13	0.0	20
98	13	12.0	20
41	13	16.8	20
79	13	19.4	20
34	13	21.1	20
82	13	24.9	20
32	13	26.1	20
62	13	26.1	20
45	13	29.5	20
96	13	34.1	20
14	14	0.0	33
67	14	14.4	33
85	14	28.4	33
29	14	32.4	33
17	14	35.7	33
33	14	39.6	33
81	14	44.5	33
25	14	55.0	33
8	14	59.6	33
9	14	62.7	33
15	15	0.0	12
65	15	3.9	12
5	15	4.7	12
61	15	5.9	12
3	15	12.5	12
88	15	18.8	12
72	15	19.8	12
60	15	21.0	12
21	15	23.5	12
54	15	24.0	12
16	16	0.0	33
21	16	4.9	33
72	16	14.1	33
3	16	36.9	33
53	16	53.0	33
65	16	63.2	33
64	16	67.0	33
15	16	67.5	33
5	16	69.3	33
88	16	71.6	33
17	17	0.0	13
14	17	14.1	13
29	17	15.4	13
67	17	19.0	13
91	17	21.6	13
50	17	22.3	13
85	17	22.7	13
95	17	23.7	13
1	17	24.8	13
56	17	25.2	13
18	18	0.0	9
70	18	3.0	9
7	18	3.8	9
37	18	5.0	9
55	18	6.4	9
52	18	7.4	9
10	18	9.2	9
20	18	9.5	9
77	18	11.9	9
56	18	12.0	9
19	19	0.0	27
94	19	14.9	27
12	19	19.7	27
22	19	27.6	27
27	19	45.1	27
48	19	57.4	27
49	19	61.1	27
24	19	68.3	27
74	19	69.9	27
57	19	71.8	27
20	20	0.0	10
9	20	3.4	10
56	20	7.3	10
95	20	9.4	10
7	20	9.6	10
18	20	10.5	10
50	20	10.8	10
29	20	13.2	10
70	20	13.9	10
55	20	14.4	10
21	21	0.0	12
16	21	1.8	12
72	21	3.7	12
3	21	12.0	12
53	21	21.0	12
65	21	22.2	12
15	21	23.5	12
5	21	23.9	12
64	21	25.6	12
88	21	26.2	12
22	22	0.0	28
19	22	28.7	28
94	22	37.3	28
49	22	40.3	28
74	22	44.1	28
24	22	44.3	28
48	22	45.3	28
12	22	47.1	28
27	22	53.8	28
57	22	64.9	28
23	23	0.0	5
8	23	1.5	5
71	23	3.1	5
81	23	3.7	5
83	23	4.8	5
62	23	5.4	5
25	23	5.5	5
43	23	6.7	5
85	23	7.2	5
96	23	7.7	5
24	24	0.0	6
74	24	2.8	6
49	24	3.0	6
87	24	9.3	6
22	24	9.5	6
80	24	9.9	6
45	24	11.0	6
57	24	11.2	6
38	24	12.0	6
4	24	12.1	6
