
Code
Dimension   Fixed Cost    Capacity
100	1225	127
Facility	Client	Transportation Cost	Demand
1	1	0.0	29
18	1	11.4	29
79	1	14.0	29
56	1	15.4	29
69	1	33.6	29
68	1	39.6	29
30	1	47.8	29
93	1	55.6	29
37	1	59.2	29
15	1	64.8	29
2	2	0.0	24
13	2	10.0	24
32	2	20.7	24
27	2	24.8	24
45	2	27.8	24
81	2	28.1	24
92	2	33.9	24
17	2	35.2	24
88	2	36.3	24
52	2	40.5	24
3	3	0.0	28
71	3	23.2	28
78	3	34.5	28
44	3	36.2	28
23	3	37.3	28
74	3	37.6	28
39	3	41.0	28
81	3	44.4	28
70	3	44.8	28
43	3	49.0	28
4	4	0.0	25
70	4	9.8	25
44	4	18.3	25
23	4	26.4	25
82	4	28.2	25
85	4	28.8	25
87	4	32.1	25
64	4	36.5	25
73	4	37.8	25
78	4	40.2	25
5	5	0.0	9
35	5	5.3	9
60	5	10.3	9
33	5	13.7	9
15	5	21.6	9
67	5	29.5	9
14	5	33.8	9
79	5	34.2	9
18	5	34.8	9
93	5	35.2	9
6	6	0.0	12
16	6	5.9	12
47	6	6.7	12
12	6	8.1	12
8	6	14.8	12
31	6	16.1	12
65	6	17.9	12
36	6	19.1	12
90	6	21.7	12
61	6	23.1	12
7	7	0.0	32
90	7	27.7	32
34	7	29.8	32
89	7	39.6	32
38	7	40.4	32
31	7	45.4	32
57	7	49.1	32
8	7	49.6	32
96	7	50.8	32
19	7	64.5	32
8	8	0.0	33
31	8	4.3	33
90	8	23.7	33
47	8	26.9	33
12	8	29.4	33
16	8	30.4	33
6	8	40.6	33
34	8	47.7	33
7	8	51.1	33
36	8	57.3	33
9	9	0.0	23
10	9	9.6	23
66	9	21.0	23
68	9	24.6	23
69	9	26.1	23
52	9	27.7	23
30	9	29.8	23
40	9	34.7	23
76	9	34.9	23
41	9	38.1	23
10	10	0.0	25
9	10	10.5	25
66	10	18.9	25
40	10	27.3	25
52	10	31.8	25
76	10	33.5	25
68	10	36.4	25
41	10	36.5	25
69	10	38.6	25
30	10	40.2	25
11	11	0.0	8
40	11	6.5	8
19	11	9.3	8
87	11	12.1	8
66	11	14.2	8
10	11	15.1	8
54	11	15.2	8
64	11	15.9	8
92	11	16.9	8
41	11	17.4	8
12	12	0.0	14
16	12	2.6	14
6	12	9.5	14
47	12	10.9	14
8	12	12.5	14
31	12	14.3	14
90	12	22.4	14
36	12	28.2	14
65	12	30.4	14
34	12	31.1	14
13	13	0.0	27
2	13	11.3	27
27	13	16.7	27
45	13	21.6	27
17	13	29.0	27
88	13	29.9	27
32	13	34.5	27
59	13	37.3	27
81	13	37.8	27
29	13	48.0	27
14	14	0.0	31
