
Code
Dimension   Fixed Cost    Capacity
100	1189	118
Facility	Client	Transportation Cost	Demand
1	1	0.0	34
91	1	6.4	34
2	1	14.2	34
81	1	21.3	34
98	1	27.5	34
6	1	39.7	34
82	1	45.3	34
65	1	51.7	34
14	1	52.3	34
18	1	57.2	34
2	2	0.0	13
1	2	5.4	13
91	2	5.7	13
98	2	6.9	13
81	2	13.5	13
6	2	14.3	13
14	2	18.4	13
82	2	22.5	13
43	2	22.6	13
18	2	24.9	13
3	3	0.0	15
69	3	15.1	15
96	3	16.5	15
9	3	22.2	15
68	3	23.5	15
28	3	23.6	15
25	3	25.8	15
74	3	26.6	15
35	3	27.5	15
61	3	33.5	15
4	4	0.0	12
67	4	2.1	12
40	4	7.1	12
32	4	20.7	12
11	4	22.2	12
64	4	26.8	12
87	4	28.4	12
53	4	36.2	12
95	4	36.9	12
85	4	39.0	12
5	5	0.0	29
27	5	11.0	29
94	5	18.7	29
37	5	34.8	29
10	5	38.6	29
31	5	40.6	29
83	5	41.0	29
90	5	48.1	29
71	5	49.0	29
51	5	50.7	29
6	6	0.0	12
14	6	4.6	12
98	6	8.0	12
43	6	8.7	12
2	6	13.2	12
1	6	14.0	12
89	6	16.0	12
91	6	16.1	12
81	6	18.9	12
82	6	21.5	12
7	7	0.0	20
39	7	10.9	20
86	7	12.9	20
22	7	13.7	20
26	7	14.9	20
44	7	21.1	20
19	7	22.0	20
13	7	23.0	20
18	7	24.9	20
17	7	25.3	20
8	8	0.0	17
12	8	15.1	17
78	8	15.2	17
90	8	20.4	17
34	8	20.7	17
49	8	20.7	17
79	8	21.2	17
10	8	24.0	17
73	8	25.0	17
20	8	26.7	17
9	9	0.0	28
28	9	6.5	28
35	9	20.0	28
74	9	38.2	28
3	9	41.4	28
76	9	41.8	28
68	9	47.8	28
47	9	49.4	28
96	9	58.3	28
42	9	61.8	28
10	10	0.0	14
90	10	5.6	14
49	10	7.8	14
12	10	9.5	14
27	10	16.1	14
5	10	18.6	14
78	10	19.3	14
8	10	19.7	14
