
Code
Dimension   Fixed Cost    Capacity
100	1201	122
Facility	Client	Transportation Cost	Demand
1	1	0.0	31
15	1	3.5	31
26	1	10.0	31
43	1	19.2	31
92	1	24.2	31
56	1	30.7	31
31	1	33.8	31
86	1	41.0	31
28	1	41.1	31
24	1	49.3	31
2	2	0.0	29
25	2	5.5	29
13	2	26.8	29
34	2	32.8	29
90	2	39.0	29
32	2	43.4	29
36	2	43.4	29
30	2	45.5	29
51	2	45.8	29
64	2	49.0	29
3	3	0.0	31
55	3	9.9	31
88	3	14.1	31
68	3	15.7	31
45	3	27.9	31
100	3	32.0	31
93	3	35.2	31
30	3	41.1	31
51	3	41.1	31
14	3	47.3	31
4	4	0.0	17
29	4	3.7	17
28	4	6.6	17
61	4	6.7	17
86	4	11.5	17
38	4	15.0	17
42	4	15.0	17
43	4	19.6	17
21	4	24.4	17
8	4	25.8	17
5	5	0.0	31
54	5	7.1	31
78	5	11.0	31
73	5	30.3	31
7	5	37.9	31
6	5	38.4	31
52	5	43.8	31
65	5	51.1	31
66	5	53.8	31
72	5	58.1	31
6	6	0.0	23
66	6	12.5	23
47	6	24.5	23
5	6	28.5	23
54	6	33.7	23
7	6	34.9	23
78	6	35.8	23
9	6	39.4	23
10	6	44.2	23
52	6	48.6	23
7	7	0.0	31
10	7	21.6	31
52	7	21.6	31
70	7	30.3	31
72	7	36.4	31
5	7	37.9	31
54	7	40.7	31
47	7	45.9	31
78	7	46.1	31
6	7	47.0	31
8	8	0.0	31
22	8	10.5	31
12	8	20.0	31
21	8	21.3	31
23	8	28.3	31
42	8	38.3	31
61	8	39.1	31
38	8	39.4	31
40	8	45.8	31
4	8	47.0	31
9	9	0.0	29
83	9	22.8	29
47	9	24.1	29
66	9	34.5	29
46	9	38.8	29
6	9	49.7	29
37	9	52.9	29
10	9	61.2	29
70	9	62.5	29
7	9	66.2	29
10	10	0.0	5
70	10	1.4	5
7	10	3.5	5
52	10	5.4	5
72	10	6.8	5
24	10	6.9	5
47	10	7.3	5
5	10	9.5	5
6	10	9.6	5
66	10	9.6	5
11	11	0.0	14
35	11	5.5	14
20	11	9.2	14
82	11	16.6	14
96	11	20.6	14
87	11	20.8	14
98	11	20.9	14
18	11	22.4	14
58	11	23.0	14
81	11	23.3	14
12	12	0.0	13
8	12	8.4	13
22	12	10.7	13
40	12	11.7	13
23	12	12.8	13
37	12	13.8	13
21	12	17.0	13
42	12	18.7	13
38	12	19.1	13
53	12	19.2	13
13	13	0.0	15
25	13	11.1	15
64	13	13.7	15
2	13	13.9	15
36	13	16.7	15
50	13	19.2	15
16	13	20.3	15
48	13	22.7	15
67	13	24.9	15
51	13	26.4	15
14	14	0.0	13
45	14	8.5	13
51	14	9.4	13
36	14	10.3	13
48	14	12.8	13
100	14	14.4	13
68	14	15.7	13
55	14	18.1	13
30	14	19.0	13
3	14	19.8	13
15	15	0.0	24
1	15	2.7	24
26	15	9.0	24
43	15	13.0	24
92	15	20.0	24
56	15	25.7	24
31	15	28.9	24
28	15	29.3	24
86	15	29.8	24
4	15	38.6	24
16	16	0.0	31
67	16	13.4	31
50	16	33.5	31
64	16	37.1	31
48	16	37.4	31
69	16	39.3	31
13	16	42.0	31
95	16	45.2	31
36	16	45.6	31
27	16	61.1	31
17	17	0.0	16
91	17	11.7	16
97	17	23.2	16
59	17	25.8	16
21	17	27.5	16
80	17	27.8	16
35	17	28.8	16
98	17	30.2	16
11	17	31.1	16
96	17	32.6	16
18	18	0.0	11
87	18	3.1	11
82	18	7.2	11
20	18	11.5	11
11	18	17.6	11
77	18	17.9	11
62	18	19.5	11
35	18	20.5	11
81	18	25.3	11
96	18	25.4	11
19	19	0.0	13
71	19	3.4	13
63	19	7.5	13
84	19	21.0	13
88	19	25.8	13
74	19	26.2	13
100	19	26.9	13
77	19	27.3	13
55	19	28.5	13
3	19	31.3	13
20	20	0.0	17
11	20	11.2	17
87	20	14.9	17
82	20	15.0	17
35	20	17.4	17
18	20	17.8	17
96	20	23.9	17
58	20	25.3	17
98	20	25.6	17
99	20	32.8	17
21	21	0.0	33
22	21	17.6	33
8	21	22.6	33
91	21	32.6	33
61	21	35.1	33
23	21	35.6	33
59	21	39.6	33
12	21	43.3	33
29	21	44.1	33
4	21	47.4	33
22	22	0.0	20
8	22	6.8	20
21	22	10.7	20
23	22	13.2	20
12	22	16.5	20
59	22	25.6	20
61	22	28.0	20
91	22	29.6	20
40	22	30.4	20
42	22	31.0	20
23	23	0.0	5
22	23	3.3	5
8	23	4.6	5
12	23	4.9	5
21	23	5.4	5
33	23	5.5	5
59	23	5.5	5
40	23	6.2	5
97	23	7.4	5
75	23	8.4	5
24	24	0.0	8
41	24	7.2	8
72	24	8.0	8
39	24	9.4	8
70	24	10.3	8
52	24	10.5	8
10	24	11.0	8
31	24	11.4	8
60	24	12.3	8
1	24	12.7	8
