
Code
Dimension   Fixed Cost    Capacity
50	1225	125
Facility	Client	Transportation Cost	Demand
1	1	0.0	8
26	1	3.1	8
18	1	8.5	8
21	1	12.5	8
22	1	13.5	8
2	2	0.0	16
9	2	11.1	16
16	2	14.9	16
14	2	25.3	16
37	2	26.0	16
3	3	0.0	19
20	3	9.5	19
17	3	14.6	19
7	3	15.9	19
35	3	30.0	19
4	4	0.0	5
25	4	2.0	5
50	4	4.8	5
6	4	16.2	5
30	4	16.8	5
5	5	0.0	16
47	5	11.5	16
18	5	18.3	16
30	5	19.4	16
26	5	21.0	16
6	6	0.0	29
39	6	16.2	29
30	6	22.6	29
19	6	23.3	29
47	6	29.6	29
7	7	0.0	9
17	7	1.5	9
3	7	7.5	9
49	7	8.3	9
44	7	11.4	9
8	8	0.0	28
45	8	14.0	28
32	8	54.1	28
29	8	67.8	28
40	8	76.9	28
9	9	0.0	12
16	9	5.8	12
2	9	8.3	12
37	9	11.4	12
14	9	14.1	12
10	10	0.0	20
23	10	14.6	20
27	10	22.5	20
29	10	33.3	20
39	10	34.7	20
11	11	0.0	12
35	11	8.0	12
34	11	8.2	12
13	11	8.5	12
40	11	13.3	12
12	12	0.0	5
28	12	5.7	5
2	12	8.4	5
14	12	9.3	5
38	12	9.6	5
13	13	0.0	19
34	13	2.6	19
11	13	13.4	19
40	13	20.7	19
35	13	22.0	19
14	14	0.0	29
42	14	3.4	29
33	14	4.4	29
37	14	26.9	29
9	14	34.0	29
15	15	0.0	34
48	15	35.0	34
44	15	40.9	34
36	15	55.3	34
7	15	65.1	34
16	16	0.0	5
9	16	2.4	5
2	16	4.7	5
37	16	5.4	5
21	16	6.5	5
17	17	0.0	29
7	17	4.8	29
3	17	22.3	29
49	17	29.2	29
20	17	33.9	29
18	18	0.0	25
26	18	21.2	25
1	18	26.5	25
5	18	28.7	25
47	18	46.6	25
19	19	0.0	20
39	19	10.0	20
6	19	16.1	20
30	19	31.7	20
47	19	34.9	20
20	20	0.0	32
3	20	15.9	32
17	20	37.4	32
7	20	40.8	32
27	20	41.2	32
21	21	0.0	35
22	21	20.4	35
37	21	22.6	35
16	21	45.6	35
9	21	49.0	35
22	22	0.0	30
21	22	17.5	30
46	22	33.3	30
37	22	36.8	30
26	22	44.3	30
23	23	0.0	19
10	23	13.9	19
29	23	20.7	19
27	23	30.8	19
40	23	43.8	19
24	24	0.0	31
48	24	37.8	31
36	24	53.3	31
43	24	54.5	31
15	24	61.2	31
25	25	0.0	22
4	25	8.7	22
50	25	14.3	22
6	25	68.9	22
30	25	69.7	22
26	26	0.0	32
1	26	12.5	32
18	26	27.2	32
5	26	41.9	32
22	26	47.3	32
27	27	0.0	14
10	27	15.7	14
20	27	18.0	14
23	27	22.7	14
3	27	24.9	14
28	28	0.0	14
38	28	11.7	14
12	28	15.9	14
14	28	37.1	14
42	28	37.9	14
29	29	0.0	13
23	29	14.2	13
40	29	16.6	13
32	29	18.9	13
10	29	21.6	13
30	30	0.0	12
47	30	6.0	12
6	30	9.4	12
46	30	11.4	12
5	30	14.5	12
31	31	0.0	25
41	31	25.8	25
43	31	32.3	25
36	31	34.6	25
48	31	54.3	25
32	32	0.0	23
40	32	20.6	23
13	32	33.2	23
29	32	33.5	23
45	32	36.0	23
33	33	0.0	27
42	33	1.9	27
14	33	4.1	27
37	33	23.3	27
9	33	33.5	27
34	34	0.0	34
13	34	4.6	34
11	34	23.1	34
35	34	40.8	34
40	34	41.1	34
35	35	0.0	27
11	35	17.9	27
40	35	21.7	27
13	35	31.3	27
34	35	32.4	27
36	36	0.0	24
43	36	8.1	24
48	36	19.6	24
31	36	33.2	24
15	36	39.1	24
37	37	0.0	28
21	37	18.1	28
33	37	24.1	28
42	37	25.9	28
14	37	26.0	28
38	38	0.0	29
28	38	24.2	29
12	38	55.7	29
14	38	100.8	29
42	38	102.4	29
39	39	0.0	32
19	39	16.0	32
6	39	17.8	32
30	39	39.9	32
47	39	41.8	32
40	40	0.0	28
35	40	22.5	28
32	40	25.0	28
13	40	30.6	28
11	40	31.1	28
41	41	0.0	25
31	41	25.8	25
36	41	46.2	25
43	41	48.6	25
48	41	60.9	25
42	42	0.0	21
33	42	1.4	21
14	42	2.5	21
37	42	19.5	21
9	42	26.5	21
43	43	0.0	10
36	43	3.4	10
48	43	10.7	10
31	43	12.9	10
24	43	17.6	10
44	44	0.0	12
49	44	10.3	12
15	44	14.4	12
7	44	15.3	12
17	44	17.2	12
45	45	0.0	12
8	45	6.0	12
32	45	18.8	12
29	45	23.1	12
40	45	27.8	12
46	46	0.0	19
30	46	18.1	19
47	46	20.8	19
22	46	21.1	19
5	46	29.1	19
47	47	0.0	28
30	47	13.9	28
5	47	20.1	28
6	47	28.5	28
46	47	30.7	28
48	48	0.0	9
36	48	7.4	9
15	48	9.3	9
43	48	9.6	9
24	48	11.0	9
49	49	0.0	15
44	49	12.9	15
7	49	13.8	15
17	49	15.1	15
11	49	20.8	15
50	50	0.0	21
25	50	13.6	21
4	50	20.2	21
46	50	53.3	21
30	50	53.6	21
