
Code
Dimension   Fixed Cost    Capacity
50	1179	118
Facility	Client	Transportation Cost	Demand
1	1	0.0	23
19	1	9.0	23
17	1	24.9	23
39	1	31.4	23
12	1	45.4	23
2	2	0.0	32
36	2	34.6	32
16	2	36.1	32
4	2	53.8	32
44	2	55.6	32
3	3	0.0	6
46	3	1.1	6
23	3	6.3	6
5	3	7.4	6
24	3	9.3	6
4	4	0.0	25
44	4	2.4	25
16	4	18.4	25
36	4	23.9	25
11	4	28.9	25
5	5	0.0	10
46	5	11.1	10
3	5	12.3	10
26	5	15.2	10
27	5	18.6	10
6	6	0.0	35
9	6	41.1	35
21	6	43.0	35
45	6	43.9	35
29	6	47.4	35
7	7	0.0	13
10	7	6.1	13
24	7	12.4	13
23	7	18.6	13
22	7	18.7	13
8	8	0.0	28
17	8	57.6	28
1	8	76.5	28
48	8	77.9	28
19	8	80.0	28
9	9	0.0	15
6	9	17.6	15
45	9	20.2	15
29	9	31.3	15
21	9	33.2	15
10	10	0.0	30
7	10	14.1	30
22	10	29.2	30
24	10	38.5	30
43	10	39.2	30
11	11	0.0	26
44	11	28.8	26
4	11	30.1	26
35	11	34.2	26
15	11	42.3	26
12	12	0.0	21
32	12	10.0	21
39	12	26.1	21
20	12	40.9	21
1	12	41.4	21
13	13	0.0	16
30	13	12.0	16
38	13	14.1	16
40	13	14.6	16
14	13	27.3	16
14	14	0.0	16
38	14	16.7	16
30	14	21.5	16
13	14	27.3	16
6	14	35.7	16
15	15	0.0	26
35	15	14.8	26
11	15	42.3	26
32	15	47.2	26
12	15	58.5	26
16	16	0.0	20
4	16	14.7	20
44	16	16.5	20
36	16	19.5	20
2	16	22.6	20
17	17	0.0	5
19	17	4.8	5
1	17	5.4	5
48	17	8.6	5
8	17	10.3	5
18	18	0.0	19
41	18	5.0	19
49	18	20.1	19
36	18	31.8	19
31	18	32.5	19
19	19	0.0	7
1	19	2.8	7
17	19	6.8	7
39	19	11.0	7
22	19	12.7	7
20	20	0.0	11
39	20	18.8	11
12	20	21.4	11
34	20	22.9	11
18	20	23.4	11
21	21	0.0	21
29	21	11.3	21
50	21	19.0	21
34	21	19.3	21
6	21	25.8	21
22	22	0.0	33
10	22	32.1	33
43	22	45.5	33
7	22	47.5	33
42	22	58.2	33
23	23	0.0	15
24	23	11.9	15
3	23	15.8	15
43	23	16.8	15
46	23	18.3	15
24	24	0.0	26
23	24	20.6	26
7	24	24.9	26
10	24	33.3	26
37	24	33.7	26
25	25	0.0	28
33	25	16.0	28
42	25	44.4	28
48	25	50.7	28
22	25	63.6	28
26	26	0.0	31
27	26	13.2	31
5	26	47.0	31
46	26	49.5	31
3	26	55.3	31
27	27	0.0	18
26	27	7.7	18
5	27	33.6	18
46	27	36.4	18
3	27	39.8	18
28	28	0.0	20
40	28	18.5	20
31	28	25.7	20
47	28	28.6	20
13	28	35.4	20
29	29	0.0	10
21	29	5.4	10
45	29	9.8	10
37	29	11.9	10
34	29	12.4	10
30	30	0.0	13
38	30	3.9	13
13	30	9.8	13
14	30	17.5	13
40	30	18.7	13
31	31	0.0	21
49	31	16.5	21
47	31	18.8	21
28	31	26.9	21
18	31	35.9	21
32	32	0.0	23
12	32	10.9	23
39	32	39.4	23
15	32	41.7	23
1	32	52.2	23
33	33	0.0	19
25	33	10.8	19
42	33	23.3	19
43	33	44.7	19
22	33	45.0	19
34	34	0.0	5
50	34	3.4	5
21	34	4.6	5
29	34	6.2	5
37	34	7.0	5
35	35	0.0	35
15	35	19.9	35
11	35	46.0	35
44	35	78.6	35
4	35	81.3	35
36	36	0.0	8
44	36	7.7	8
4	36	7.7	8
16	36	7.8	8
2	36	8.6	8
37	37	0.0	27
29	37	32.1	27
24	37	35.0	27
34	37	37.8	27
21	37	40.0	27
38	38	0.0	8
30	38	2.4	8
13	38	7.1	8
14	38	8.3	8
40	38	13.4	8
39	39	0.0	23
12	39	28.6	23
1	39	31.4	23
19	39	36.2	23
20	39	39.3	23
40	40	0.0	14
13	40	12.8	14
28	40	13.0	14
30	40	20.1	14
38	40	23.5	14
41	41	0.0	21
18	41	5.6	21
49	41	22.7	21
36	41	30.2	21
2	41	37.6	21
42	42	0.0	10
43	42	11.9	10
33	42	12.2	10
25	42	15.9	10
22	42	17.6	10
43	43	0.0	23
23	43	25.7	23
42	43	27.3	23
10	43	30.1	23
22	43	31.7	23
44	44	0.0	34
4	44	3.3	34
16	44	28.0	34
36	44	32.5	34
11	44	37.6	34
45	45	0.0	23
29	45	22.5	23
6	45	28.9	23
9	45	30.9	23
21	45	31.6	23
46	46	0.0	31
3	46	5.8	31
5	46	34.5	31
23	46	37.8	31
26	46	49.5	31
47	47	0.0	9
31	47	8.1	9
49	47	12.0	9
28	47	12.9	9
40	47	18.6	9
48	48	0.0	19
17	48	32.5	19
25	48	34.4	19
33	48	45.3	19
19	48	45.9	19
49	49	0.0	26
31	49	20.4	26
18	49	27.6	26
41	49	28.1	26
47	49	34.7	26
50	50	0.0	10
34	50	6.9	10
21	50	9.0	10
29	50	14.2	10
6	50	17.6	10
