
Code
Dimension   Fixed Cost    Capacity
50	1167	113
Facility	Client	Transportation Cost	Demand
1	1	0.0	33
9	1	11.3	33
39	1	17.9	33
37	1	29.8	33
36	1	33.1	33
2	2	0.0	10
34	2	18.5	10
6	2	25.2	10
23	2	26.3	10
25	2	35.8	10
3	3	0.0	5
16	3	2.6	5
33	3	4.4	5
50	3	5.0	5
44	3	5.5	5
4	4	0.0	12
14	4	3.5	12
40	4	4.9	12
33	4	10.8	12
3	4	16.0	12
5	5	0.0	33
35	5	16.0	33
30	5	34.0	33
47	5	45.9	33
22	5	49.7	33
6	6	0.0	8
48	6	15.4	8
34	6	15.9	8
2	6	20.2	8
15	6	23.1	8
7	7	0.0	16
21	7	15.7	16
12	7	18.1	16
42	7	22.9	16
45	7	27.0	16
8	8	0.0	30
19	8	36.5	30
17	8	38.8	30
43	8	39.5	30
45	8	45.6	30
9	9	0.0	20
1	9	6.8	20
39	9	16.6	20
37	9	22.3	20
36	9	25.7	20
10	10	0.0	15
13	10	8.8	15
40	10	18.8	15
4	10	20.7	15
46	10	23.8	15
11	11	0.0	15
46	11	37.8	15
38	11	39.7	15
24	11	42.7	15
13	11	51.1	15
12	12	0.0	29
41	12	32.8	29
7	12	32.8	29
45	12	35.3	29
19	12	42.8	29
13	13	0.0	7
10	13	4.1	7
46	13	7.0	7
24	13	8.3	7
40	13	10.7	7
14	14	0.0	17
4	14	4.9	17
40	14	11.4	17
33	14	16.0	17
3	14	19.7	17
15	15	0.0	6
32	15	3.2	6
48	15	6.4	6
29	15	6.4	6
31	15	10.5	6
16	16	0.0	25
50	16	11.8	25
3	16	13.0	25
44	16	18.9	25
33	16	27.0	25
17	17	0.0	35
43	17	39.9	35
26	17	44.5	35
8	17	45.2	35
31	17	46.7	35
18	18	0.0	21
20	18	12.4	21
30	18	15.4	21
35	18	27.5	21
22	18	33.5	21
19	19	0.0	9
45	19	3.0	9
43	19	3.3	9
8	19	10.9	9
17	19	12.6	9
20	20	0.0	21
18	20	12.4	21
30	20	19.6	21
35	20	29.7	21
5	20	36.7	21
21	21	0.0	30
7	21	29.5	30
12	21	56.3	30
42	21	62.7	30
45	21	79.9	30
22	22	0.0	35
27	22	28.7	35
36	22	36.3	35
35	22	40.3	35
30	22	41.4	35
23	23	0.0	9
25	23	17.1	9
34	23	18.4	9
28	23	18.7	9
49	23	22.9	9
24	24	0.0	15
46	24	8.5	15
13	24	17.7	15
49	24	19.9	15
38	24	24.8	15
25	25	0.0	14
28	25	2.7	14
50	25	17.2	14
16	25	23.0	14
44	25	24.7	14
26	26	0.0	17
44	26	14.9	17
17	26	21.6	17
31	26	22.7	17
16	26	23.9	17
27	27	0.0	28
22	27	23.0	28
36	27	38.1	28
37	27	40.1	28
30	27	50.8	28
28	28	0.0	10
25	28	1.9	10
50	28	10.4	10
16	28	14.6	10
44	28	15.8	10
29	29	0.0	10
32	29	5.4	10
15	29	10.7	10
48	29	13.1	10
41	29	15.2	10
30	30	0.0	16
35	30	9.2	16
18	30	11.7	16
20	30	14.9	16
5	30	16.5	16
31	31	0.0	23
44	31	26.7	23
26	31	30.6	23
17	31	30.7	23
50	31	37.8	23
32	32	0.0	15
15	32	7.9	15
29	32	8.1	15
48	32	15.8	15
41	32	24.6	15
33	33	0.0	14
40	33	10.6	14
3	33	12.4	14
4	33	12.6	14
14	33	13.2	14
34	34	0.0	25
2	34	46.2	25
25	34	48.6	25
6	34	49.7	25
23	34	51.0	25
35	35	0.0	16
5	35	7.8	16
30	35	9.2	16
22	35	18.4	16
18	35	21.0	16
36	36	0.0	6
37	36	2.1	6
1	36	6.0	6
22	36	6.2	6
39	36	6.4	6
37	37	0.0	18
36	37	6.2	18
1	37	16.2	18
9	37	20.0	18
39	37	20.5	18
38	38	0.0	9
24	38	14.9	9
49	38	17.3	9
46	38	17.8	9
11	38	23.8	9
39	39	0.0	32
1	39	17.4	32
9	39	26.6	32
36	39	34.2	32
37	39	36.5	32
40	40	0.0	5
4	40	2.1	5
14	40	3.3	5
33	40	3.8	5
10	40	6.3	5
41	41	0.0	26
12	41	29.4	26
45	41	37.1	26
29	41	39.6	26
43	41	40.3	26
42	42	0.0	30
7	42	42.9	30
19	42	48.0	30
45	42	54.2	30
8	42	55.4	30
43	43	0.0	11
45	43	3.7	11
19	43	4.1	11
17	43	12.5	11
8	43	14.5	11
44	44	0.0	32
50	44	21.9	32
16	44	24.2	32
26	44	28.1	32
3	44	35.0	32
45	45	0.0	16
19	45	5.3	16
43	45	5.3	16
12	45	19.5	16
41	45	22.9	16
46	46	0.0	17
24	46	9.7	17
13	46	17.1	17
10	46	27.0	17
49	46	31.9	17
47	47	0.0	30
5	47	41.7	30
39	47	44.1	30
35	47	54.4	30
1	47	60.4	30
48	48	0.0	29
32	48	30.6	29
15	48	31.0	29
29	48	37.9	29
6	48	55.8	29
49	49	0.0	21
24	49	27.8	21
33	49	29.8	21
40	49	33.6	21
46	49	39.4	21
50	50	0.0	22
16	50	10.4	22
44	50	15.1	22
3	50	21.8	22
28	50	22.8	22
