
Code
Dimension   Fixed Cost    Capacity
50	1153	112
Facility	Client	Transportation Cost	Demand
1	1	0.0	12
2	1	6.7	12
19	1	8.3	12
49	1	11.2	12
35	1	16.5	12
2	2	0.0	12
1	2	6.7	12
19	2	8.1	12
49	2	9.2	12
43	2	15.4	12
3	3	0.0	21
6	3	11.3	21
50	3	31.9	21
18	3	35.0	21
34	3	47.5	21
4	4	0.0	7
40	4	4.9	7
26	4	5.3	7
14	4	9.8	7
22	4	11.1	7
5	5	0.0	32
35	5	26.8	32
24	5	37.3	32
42	5	43.7	32
49	5	44.4	32
6	6	0.0	33
3	6	17.8	33
50	6	48.8	33
18	6	55.8	33
34	6	56.9	33
7	7	0.0	8
24	7	5.6	8
25	7	10.7	8
45	7	11.3	8
16	7	11.3	8
8	8	0.0	32
47	8	8.6	32
28	8	30.3	32
48	8	39.7	32
33	8	45.4	32
9	9	0.0	16
10	9	7.6	16
37	9	24.8	16
15	9	27.6	16
27	9	35.3	16
10	10	0.0	29
9	10	13.8	29
37	10	48.3	29
15	10	60.4	29
27	10	76.3	29
11	11	0.0	6
27	11	3.1	6
41	11	5.1	6
21	11	6.5	6
38	11	9.1	6
12	12	0.0	31
20	12	24.6	31
30	12	46.0	31
13	12	46.7	31
42	12	52.4	31
13	13	0.0	12
42	13	2.3	12
22	13	12.2	12
5	13	16.9	12
16	13	16.9	12
14	14	0.0	34
39	14	18.3	34
26	14	42.2	34
4	14	47.6	34
40	14	53.2	34
15	15	0.0	25
32	15	36.8	25
9	15	43.2	25
10	15	52.1	25
27	15	61.0	25
16	16	0.0	8
45	16	1.9	8
25	16	3.3	8
24	16	9.7	8
42	16	9.8	8
17	17	0.0	15
19	17	28.0	15
34	17	28.2	15
1	17	36.5	15
2	17	38.1	15
18	18	0.0	26
50	18	6.9	26
3	18	43.4	26
6	18	44.0	26
37	18	54.9	26
19	19	0.0	5
2	19	3.4	5
1	19	3.4	5
49	19	7.0	5
43	19	8.9	5
20	20	0.0	8
12	20	6.4	8
40	20	8.2	8
4	20	12.8	8
13	20	13.2	8
21	21	0.0	20
41	21	6.1	20
31	21	13.8	20
11	21	21.7	20
38	21	22.8	20
22	22	0.0	26
42	22	25.5	26
13	22	26.5	26
16	22	34.2	26
45	22	37.2	26
23	23	0.0	19
7	23	39.3	19
43	23	44.4	19
24	23	47.6	19
49	23	58.4	19
24	24	0.0	24
7	24	16.7	24
5	24	27.9	24
16	24	29.1	24
45	24	31.8	24
25	25	0.0	9
45	25	1.8	9
16	25	3.7	9
7	25	12.1	9
24	25	12.1	9
26	26	0.0	9
4	26	6.8	9
14	26	11.2	9
36	26	12.3	9
40	26	12.7	9
27	27	0.0	12
11	27	6.3	12
41	27	15.9	12
21	27	19.1	12
37	27	21.9	12
28	28	0.0	34
47	28	23.5	34
48	28	27.7	34
8	28	32.2	34
39	28	49.3	34
29	29	0.0	34
1	29	49.4	34
35	29	55.3	34
30	29	55.4	34
19	29	64.1	34
30	30	0.0	27
38	30	18.3	27
12	30	40.0	27
29	30	44.0	27
21	30	49.1	27
31	31	0.0	30
21	31	20.7	30
41	31	28.6	30
48	31	34.0	30
38	31	42.0	30
32	32	0.0	18
33	32	26.3	18
15	32	26.5	18
48	32	44.0	18
41	32	46.5	18
33	33	0.0	13
48	33	17.9	13
8	33	18.4	13
32	33	19.0	13
47	33	20.3	13
34	34	0.0	10
46	34	12.6	10
6	34	17.2	10
17	34	18.8	10
3	34	22.6	10
35	35	0.0	29
5	35	24.3	29
49	35	31.2	29
1	35	39.9	29
2	35	47.0	29
36	36	0.0	6
26	36	8.2	6
14	36	11.7	6
4	36	12.7	6
39	36	14.7	6
37	37	0.0	21
9	37	32.5	21
10	37	35.0	21
27	37	38.3	21
50	37	44.1	21
38	38	0.0	12
30	38	8.2	12
21	38	13.7	12
41	38	15.8	12
31	38	16.8	12
39	39	0.0	14
14	39	7.5	14
44	39	18.8	14
28	39	20.3	14
47	39	24.0	14
40	40	0.0	35
4	40	24.4	35
20	40	35.8	35
26	40	49.3	35
14	40	54.8	35
41	41	0.0	19
21	41	5.8	19
11	41	16.1	19
31	41	18.1	19
38	41	25.0	19
42	42	0.0	13
13	42	2.5	13
22	42	12.7	13
16	42	15.9	13
5	42	17.7	13
43	43	0.0	16
2	43	20.5	16
49	43	21.1	16
19	43	28.6	16
1	43	29.2	16
44	44	0.0	34
39	44	45.7	34
14	44	54.6	34
47	44	64.5	34
8	44	66.9	34
45	45	0.0	12
25	45	2.4	12
16	45	2.8	12
24	45	15.9	12
7	45	17.0	12
46	46	0.0	22
34	46	27.6	22
29	46	42.5	22
30	46	47.1	22
37	46	52.9	22
47	47	0.0	6
8	47	1.6	6
28	47	4.2	6
48	47	6.7	6
33	47	9.4	6
48	48	0.0	12
28	48	9.8	12
47	48	13.4	12
31	48	13.6	12
8	48	14.9	12
49	49	0.0	23
2	49	17.5	23
1	49	21.5	23
35	49	24.7	23
43	49	30.4	23
50	50	0.0	8
18	50	2.1	8
6	50	11.8	8
3	50	12.2	8
37	50	16.8	8
