
Code
Dimension   Fixed Cost    Capacity
80	1148	109
Facility	Client	Transportation Cost	Demand
1	1	0.0	9
44	1	11.9	9
8	1	15.2	9
27	1	16.0	9
49	1	16.4	9
31	1	17.4	9
37	1	22.9	9
34	1	23.0	9
2	2	0.0	5
73	2	1.2	5
38	2	4.0	5
18	2	6.0	5
36	2	6.2	5
62	2	6.3	5
57	2	8.1	5
76	2	8.5	5
3	3	0.0	12
70	3	3.0	12
46	3	7.2	12
21	3	12.8	12
43	3	14.1	12
6	3	14.2	12
60	3	14.7	12
50	3	18.0	12
4	4	0.0	17
32	4	13.9	17
48	4	15.7	17
59	4	26.6	17
50	4	28.5	17
45	4	28.5	17
46	4	30.9	17
3	4	32.3	17
5	5	0.0	5
79	5	1.3	5
61	5	2.7	5
36	5	4.6	5
22	5	4.7	5
77	5	4.8	5
47	5	5.5	5
33	5	7.0	5
6	6	0.0	5
60	6	0.6	5
21	6	0.7	5
46	6	3.0	5
50	6	3.4	5
65	6	4.2	5
12	6	5.2	5
43	6	5.5	5
7	7	0.0	12
16	7	10.1	12
31	7	23.3	12
44	7	25.1	12
23	7	25.8	12
1	7	31.4	12
8	7	38.4	12
80	7	43.4	12
8	8	0.0	29
49	8	19.0	29
27	8	20.2	29
34	8	25.2	29
44	8	32.0	29
37	8	37.8	29
71	8	40.3	29
67	8	40.3	29
9	9	0.0	22
66	9	18.2	22
59	9	25.7	22
41	9	26.2	22
39	9	26.9	22
40	9	28.0	22
55	9	30.6	22
57	9	41.6	22
10	10	0.0	17
13	10	11.0	17
69	10	19.8	17
14	10	23.8	17
12	10	24.5	17
75	10	26.6	17
65	10	29.5	17
52	10	33.5	17
11	11	0.0	25
25	11	14.8	25
33	11	22.8	25
76	11	28.4	25
63	11	29.0	25
72	11	29.3	25
67	11	43.9	25
68	11	50.0	25
12	12	0.0	23
65	12	6.7	23
13	12	18.6	23
6	12	23.8	23
60	12	25.3	23
17	12	27.0	23
21	12	27.0	23
14	12	29.3	23
13	13	0.0	5
10	13	3.2	5
12	13	4.0	5
14	13	5.3	5
65	13	5.5	5
69	13	8.4	5
6	13	8.6	5
60	13	8.7	5
14	14	0.0	7
53	14	6.9	7
13	14	7.5	7
54	14	8.1	7
12	14	8.9	7
10	14	9.8	7
65	14	10.2	7
17	14	12.8	7
15	15	0.0	11
78	15	2.4	11
75	15	17.0	11
53	15	20.5	11
14	15	20.8	11
54	15	26.0	11
10	15	28.4	11
13	15	29.5	11
16	16	0.0	5
7	16	4.2	5
23	16	6.5	5
31	16	9.7	5
44	16	11.6	5
75	16	14.0	5
24	16	15.4	5
1	16	15.9	5
17	17	0.0	15
43	17	5.0	15
65	17	13.9	15
12	17	17.6	15
6	17	19.2	15
21	17	19.9	15
70	17	20.0	15
46	17	20.7	15
18	18	0.0	23
2	18	27.5	23
38	18	27.6	23
73	18	33.2	23
64	18	40.5	23
56	18	45.2	23
20	18	49.1	23
51	18	49.7	23
19	19	0.0	19
47	19	15.0	19
26	19	16.4	19
52	19	20.9	19
61	19	23.4	19
42	19	24.8	19
79	19	27.2	19
69	19	30.2	19
20	20	0.0	7
28	20	7.0	7
35	20	7.7	7
64	20	9.4	7
76	20	9.7	7
25	20	11.0	7
63	20	11.5	7
56	20	11.7	7
21	21	0.0	28
6	21	4.0	28
60	21	4.6	28
46	21	13.2	28
50	21	18.3	28
65	21	27.3	28
3	21	29.8	28
43	21	31.5	28
22	22	0.0	20
77	22	2.9	20
39	22	16.8	20
57	22	17.3	20
61	22	18.7	20
5	22	18.8	20
79	22	21.7	20
36	22	21.8	20
23	23	0.0	15
16	23	19.6	15
75	23	22.7	15
7	23	32.2	15
69	23	38.3	15
31	23	38.5	15
24	23	38.9	15
10	23	40.1	15
24	24	0.0	26
30	24	17.8	26
80	24	18.3	26
52	24	28.3	26
26	24	37.1	26
69	24	44.8	26
19	24	48.5	26
33	24	57.2	26
25	25	0.0	28
11	25	16.6	28
76	25	16.7	28
63	25	31.2	28
33	25	35.2	28
20	25	44.0	28
72	25	46.4	28
28	25	59.2	28
26	26	0.0	25
19	26	21.6	25
30	26	23.7	25
33	26	29.8	25
52	26	31.5	25
47	26	32.0	25
79	26	33.2	25
61	26	34.7	25
27	27	0.0	26
49	27	1.8	26
8	27	18.1	26
37	27	20.5	26
71	27	27.4	26
34	27	30.6	26
68	27	33.5	26
67	27	40.6	26
28	28	0.0	27
35	28	11.2	27
20	28	27.1	27
63	28	42.6	27
64	28	48.0	27
56	28	53.3	27
25	28	57.1	27
76	28	58.9	27
29	29	0.0	13
58	29	2.6	13
74	29	9.4	13
48	29	15.8	13
45	29	20.0	13
55	29	22.1	13
4	29	27.8	13
41	29	31.1	13
30	30	0.0	11
80	30	7.3	11
24	30	7.5	11
26	30	10.4	11
52	30	14.5	11
33	30	16.7	11
19	30	18.1	11
72	30	20.5	11
31	31	0.0	18
44	31	11.2	18
8	31	25.7	18
34	31	32.4	18
1	31	34.8	18
7	31	35.0	18
16	31	35.0	18
80	31	35.1	18
32	32	0.0	9
4	32	7.3	9
59	32	8.7	9
48	32	13.7	9
50	32	14.4	9
42	32	16.6	9
39	32	16.9	9
9	32	18.3	9
33	33	0.0	6
11	33	5.5	6
26	33	7.2	6
25	33	7.5	6
79	33	7.8	6
5	33	8.5	6
76	33	9.0	6
30	33	9.1	6
34	34	0.0	31
67	34	16.7	31
68	34	25.2	31
8	34	26.9	31
71	34	32.8	31
49	34	34.3	31
72	34	34.7	31
27	34	36.5	31
35	35	0.0	35
28	35	14.5	35
20	35	38.6	35
64	35	52.9	35
56	35	57.9	35
63	35	69.5	35
51	35	81.2	35
76	35	84.9	35
36	36	0.0	26
57	36	23.1	26
5	36	24.1	26
77	36	25.5	26
73	36	26.0	26
62	36	26.4	26
22	36	28.4	26
79	36	30.6	26
37	37	0.0	5
71	37	2.0	5
49	37	3.8	5
27	37	3.9	5
68	37	4.1	5
34	37	6.2	5
8	37	6.5	5
67	37	6.8	5
38	38	0.0	5
2	38	4.0	5
73	38	4.4	5
18	38	6.0	5
62	38	6.0	5
57	38	8.6	5
36	38	8.7	5
77	38	11.9	5
39	39	0.0	9
77	39	7.5	9
22	39	7.5	9
57	39	8.7	9
59	39	9.0	9
9	39	11.0	9
62	39	12.7	9
66	39	14.2	9
40	40	0.0	24
41	40	5.4	24
55	40	21.8	24
66	40	23.6	24
9	40	30.5	24
74	40	46.1	24
59	40	57.8	24
39	40	57.8	24
41	41	0.0	16
40	41	3.6	16
55	41	11.1	16
66	41	16.9	16
9	41	19.0	16
74	41	27.3	16
59	41	36.5	16
39	41	38.0	16
42	42	0.0	26
19	42	33.9	26
50	42	35.9	26
47	42	36.6	26
69	42	44.4	26
60	42	46.7	26
52	42	47.7	26
32	42	48.0	26
43	43	0.0	22
17	43	7.4	22
70	43	22.0	22
65	43	22.2	22
46	43	24.0	22
6	43	24.4	22
21	43	24.8	22
3	43	25.9	22
44	44	0.0	22
31	44	13.7	22
8	44	24.3	22
1	44	29.2	22
49	44	36.8	22
27	44	37.1	22
34	44	38.6	22
7	44	46.1	22
45	45	0.0	12
48	45	15.5	12
58	45	17.7	12
29	45	18.4	12
4	45	20.1	12
3	45	24.0	12
70	45	26.1	12
74	45	26.4	12
46	46	0.0	21
21	46	9.9	21
6	46	12.6	21
3	46	12.7	21
60	46	13.1	21
70	46	15.0	21
50	46	19.7	21
43	46	22.9	21
47	47	0.0	20
61	47	11.4	20
19	47	15.8	20
79	47	18.3	20
5	47	21.9	20
26	47	25.6	20
22	47	26.1	20
42	47	28.1	20
48	48	0.0	25
4	48	23.1	25
29	48	30.4	25
45	48	32.3	25
58	48	33.4	25
74	48	37.5	25
32	48	38.1	25
59	48	45.8	25
49	49	0.0	23
27	49	1.6	23
8	49	15.0	23
37	49	17.7	23
71	49	23.3	23
34	49	25.5	23
68	49	28.3	23
67	49	34.3	23
50	50	0.0	9
60	50	5.0	9
21	50	5.9	9
6	50	6.1	9
46	50	8.4	9
42	50	12.4	9
65	50	12.6	9
12	50	13.5	9
51	51	0.0	22
56	51	15.8	22
