
Code
Dimension   Fixed Cost    Capacity
80	1165	115
Facility	Client	Transportation Cost	Demand
1	1	0.0	30
15	1	25.2	30
8	1	34.3	30
27	1	61.0	30
46	1	63.1	30
59	1	89.9	30
47	1	90.0	30
35	1	98.8	30
2	2	0.0	5
38	2	3.7	5
45	2	3.8	5
75	2	4.2	5
4	2	5.6	5
65	2	5.7	5
12	2	5.8	5
67	2	9.3	5
3	3	0.0	34
33	3	27.3	34
80	3	41.4	34
71	3	42.1	34
6	3	58.4	34
53	3	60.5	34
54	3	62.2	34
40	3	76.6	34
4	4	0.0	19
12	4	5.3	19
38	4	7.3	19
45	4	12.6	19
65	4	15.0	19
2	4	21.3	19
75	4	22.9	19
30	4	26.5	19
5	5	0.0	12
16	5	5.9	12
74	5	7.0	12
73	5	7.7	12
55	5	9.4	12
7	5	15.5	12
19	5	19.3	12
36	5	20.5	12
6	6	0.0	34
21	6	30.8	34
61	6	35.4	34
52	6	48.7	34
22	6	50.4	34
80	6	56.6	34
3	6	58.4	34
24	6	61.9	34
7	7	0.0	31
73	7	20.4	31
74	7	35.3	31
5	7	40.0	31
62	7	41.0	31
55	7	45.4	31
19	7	51.8	31
16	7	55.1	31
8	8	0.0	34
1	8	38.8	34
15	8	53.6	34
27	8	98.9	34
46	8	110.3	34
59	8	117.1	34
47	8	136.2	34
35	8	144.7	34
9	9	0.0	27
68	9	7.8	27
39	9	11.6	27
26	9	12.2	27
20	9	13.9	27
48	9	33.0	27
60	9	45.3	27
75	9	48.1	27
10	10	0.0	21
72	10	4.5	21
14	10	5.9	21
13	10	11.7	21
34	10	12.4	21
63	10	12.8	21
36	10	14.5	21
55	10	31.2	21
11	11	0.0	12
53	11	15.3	12
40	11	22.0	12
43	11	22.5	12
54	11	24.4	12
32	11	25.1	12
25	11	28.2	12
58	11	31.6	12
12	12	0.0	5
4	12	1.4	5
38	12	2.5	5
45	12	4.4	5
65	12	5.3	5
2	12	5.8	5
30	12	5.8	5
75	12	7.0	5
13	13	0.0	24
63	13	2.2	24
10	13	13.4	24
14	13	16.5	24
72	13	17.6	24
36	13	20.3	24
34	13	27.4	24
55	13	29.7	24
14	14	0.0	27
10	14	7.6	27
72	14	11.4	27
36	14	11.8	27
34	14	14.0	27
13	14	18.6	27
63	14	20.6	27
55	14	36.0	27
15	15	0.0	12
1	15	10.1	12
8	15	18.9	12
46	15	25.7	12
59	15	25.9	12
27	15	31.3	12
35	15	32.2	12
51	15	33.7	12
16	16	0.0	14
5	16	6.9	14
74	16	12.1	14
55	16	14.4	14
73	16	15.9	14
19	16	24.6	14
7	16	24.9	14
70	16	26.3	14
17	17	0.0	16
28	17	10.6	16
50	17	11.1	16
29	17	11.4	16
78	17	11.5	16
42	17	16.2	16
79	17	21.6	16
56	17	24.8	16
18	18	0.0	20
48	18	11.6	20
62	18	24.5	20
20	18	25.7	20
64	18	25.7	20
68	18	30.1	20
9	18	35.8	20
7	18	37.8	20
19	19	0.0	5
74	19	5.2	5
57	19	7.1	5
73	19	7.9	5
5	19	8.0	5
60	19	8.3	5
7	19	8.3	5
16	19	8.8	5
20	20	0.0	8
68	20	2.1	8
9	20	4.1	8
39	20	5.4	8
48	20	5.9	8
26	20	7.7	8
18	20	10.3	8
60	20	16.1	8
21	21	0.0	31
22	21	17.9	31
52	21	19.5	31
6	21	28.1	31
61	21	29.1	31
37	21	53.8	31
31	21	69.8	31
49	21	70.2	31
22	22	0.0	7
52	22	2.6	7
21	22	4.0	7
61	22	8.5	7
37	22	9.7	7
6	22	10.4	7
49	22	13.3	7
31	22	13.4	7
23	23	0.0	28
56	23	18.7	28
24	23	21.8	28
78	23	26.5	28
77	23	27.4	28
41	23	36.4	28
54	23	40.5	28
43	23	40.5	28
24	24	0.0	21
