
Code
Dimension   Fixed Cost    Capacity
80	1234	128
Facility	Client	Transportation Cost	Demand
1	1	0.0	27
68	1	5.6	27
22	1	12.3	27
63	1	13.8	27
26	1	29.7	27
47	1	36.6	27
39	1	39.4	27
3	1	40.3	27
2	2	0.0	22
32	2	14.9	22
75	2	18.1	22
73	2	22.5	22
5	2	24.1	22
49	2	28.6	22
6	2	39.0	22
46	2	42.0	22
3	3	0.0	29
26	3	13.6	29
78	3	22.5	29
30	3	37.2	29
63	3	42.7	29
1	3	43.3	29
9	3	46.9	29
68	3	47.2	29
4	4	0.0	27
69	4	21.4	27
78	4	39.0	27
43	4	59.7	27
3	4	59.9	27
80	4	63.6	27
9	4	66.1	27
26	4	69.3	27
5	5	0.0	7
75	5	3.4	7
49	5	5.2	7
2	5	7.7	7
77	5	8.0	7
73	5	9.8	7
32	5	11.9	7
17	5	14.2	7
6	6	0.0	8
73	6	7.5	8
17	6	10.7	8
42	6	11.3	8
44	6	12.7	8
13	6	12.7	8
55	6	13.4	8
27	6	13.5	8
7	7	0.0	32
52	7	23.9	32
18	7	26.0	32
22	7	50.2	32
12	7	55.0	32
68	7	57.7	32
1	7	63.4	32
54	7	63.7	32
8	8	0.0	11
67	8	3.6	11
77	8	10.6	11
17	8	15.1	11
49	8	16.8	11
44	8	19.2	11
50	8	20.6	11
5	8	23.0	11
9	9	0.0	9
11	9	9.7	9
26	9	12.7	9
43	9	13.2	9
78	9	14.2	9
3	9	14.6	9
80	9	17.4	9
58	9	17.9	9
10	10	0.0	6
15	10	6.0	6
38	10	7.2	6
21	10	8.0	6
31	10	8.3	6
76	10	9.0	6
64	10	9.4	6
16	10	11.9	6
11	11	0.0	33
9	11	35.6	33
68	11	48.6	33
26	11	52.8	33
1	11	53.0	33
22	11	57.3	33
3	11	66.5	33
63	11	69.0	33
12	12	0.0	32
23	12	19.3	32
54	12	20.9	32
19	12	26.2	32
71	12	31.4	32
18	12	37.7	32
25	12	38.0	32
74	12	39.7	32
13	13	0.0	18
62	13	3.0	18
79	13	4.0	18
42	13	9.3	18
55	13	12.0	18
41	13	18.1	18
28	13	23.1	18
27	13	23.4	18
14	14	0.0	26
51	14	9.1	26
48	14	16.0	26
45	14	21.2	26
76	14	30.4	26
16	14	30.9	26
70	14	31.3	26
34	14	60.5	26
15	15	0.0	35
38	15	11.2	35
64	15	19.9	35
10	15	35.0	35
31	15	41.9	35
21	15	43.9	35
46	15	58.2	35
76	15	81.2	35
16	16	0.0	26
76	16	20.4	26
48	16	21.7	26
45	16	27.1	26
51	16	28.0	26
14	16	30.9	26
34	16	32.5	26
70	16	33.9	26
17	17	0.0	8
44	17	6.0	8
27	17	9.1	8
73	17	9.6	8
49	17	10.3	8
6	17	10.7	8
8	17	11.0	8
67	17	11.7	8
18	18	0.0	13
7	18	10.5	13
12	18	15.3	13
22	18	16.6	13
52	18	16.6	13
39	18	19.2	13
19	18	19.6	13
68	18	21.1	13
19	19	0.0	21
57	19	12.7	21
74	19	13.7	21
12	19	17.2	21
23	19	19.5	21
36	19	26.2	21
71	19	27.6	21
54	19	28.5	21
20	20	0.0	17
53	20	6.5	17
59	20	7.6	17
72	20	7.7	17
61	20	8.1	17
33	20	16.9	17
28	20	20.1	17
40	20	20.7	17
21	21	0.0	15
38	21	16.2	15
15	21	18.8	15
10	21	20.0	15
34	21	21.7	15
64	21	22.8	15
16	21	23.2	15
46	21	23.3	15
22	22	0.0	32
68	22	11.8	32
1	22	14.6	32
63	22	24.2	32
39	22	40.4	32
18	22	40.9	32
47	22	49.0	32
26	22	49.6	32
23	23	0.0	18
71	23	7.5	18
54	23	10.2	18
12	23	10.9	18
19	23	16.7	18
