
Code
Dimension   Fixed Cost    Capacity
80	1171	115
Facility	Client	Transportation Cost	Demand
1	1	0.0	8
57	1	0.6	8
54	1	4.8	8
59	1	8.8	8
75	1	10.0	8
4	1	18.0	8
67	1	18.5	8
10	1	24.7	8
2	2	0.0	13
16	2	11.1	13
40	2	12.4	13
63	2	15.5	13
45	2	16.3	13
14	2	20.0	13
64	2	20.6	13
23	2	20.8	13
3	3	0.0	15
17	3	18.3	15
29	3	26.1	15
70	3	26.1	15
72	3	27.6	15
68	3	34.3	15
28	3	34.5	15
76	3	34.7	15
4	4	0.0	23
75	4	23.4	23
1	4	51.9	23
57	4	52.9	23
54	4	53.8	23
20	4	55.8	23
39	4	71.1	23
59	4	72.9	23
5	5	0.0	22
50	5	9.5	22
51	5	24.0	22
58	5	26.8	22
53	5	29.5	22
46	5	32.4	22
33	5	34.1	22
9	5	41.6	22
6	6	0.0	9
15	6	0.8	9
10	6	2.8	9
8	6	3.3	9
43	6	7.5	9
21	6	11.7	9
56	6	11.7	9
30	6	12.3	9
7	7	0.0	13
49	7	11.1	13
62	7	12.1	13
18	7	16.7	13
38	7	19.2	13
19	7	20.2	13
25	7	20.6	13
47	7	20.7	13
8	8	0.0	5
15	8	1.6	5
6	8	1.8	5
10	8	3.3	5
43	8	5.0	5
30	8	5.8	5
56	8	5.9	5
21	8	6.3	5
9	9	0.0	8
13	9	9.0	8
34	9	9.4	8
60	9	12.8	8
62	9	14.8	8
5	9	15.1	8
49	9	17.0	8
58	9	17.8	8
10	10	0.0	33
6	10	10.2	33
15	10	11.2	33
8	10	21.6	33
43	10	31.6	33
21	10	50.2	33
56	10	51.9	33
30	10	54.6	33
11	11	0.0	15
73	11	6.5	15
79	11	11.2	15
32	11	13.5	15
24	11	16.2	15
63	11	18.1	15
22	11	19.2	15
14	11	20.6	15
12	12	0.0	33
31	12	11.0	33
36	12	39.2	33
67	12	44.9	33
43	12	63.8	33
29	12	65.8	33
10	12	70.2	33
6	12	76.3	33
13	13	0.0	7
60	13	3.6	7
9	13	7.9	7
34	13	8.0	7
62	13	10.0	7
49	13	11.2	7
7	13	16.4	7
35	13	17.9	7
14	14	0.0	31
24	14	9.8	31
32	14	19.7	31
16	14	23.4	31
63	14	26.4	31
76	14	27.7	31
79	14	28.9	31
73	14	29.3	31
15	15	0.0	6
6	15	0.5	6
8	15	1.9	6
10	15	2.0	6
