
Code
Dimension   Fixed Cost    Capacity
35	1257	134
Facility	Client	Transportation Cost	Demand
1	1	0.0	18
5	1	3.3	18
8	1	16.8	18
2	2	0.0	32
23	2	18.3	32
24	2	45.2	32
3	3	0.0	17
27	3	18.7	17
14	3	20.9	17
4	4	0.0	24
7	4	19.2	24
20	4	35.4	24
5	5	0.0	27
1	5	4.9	27
15	5	23.5	27
6	6	0.0	29
35	6	35.3	29
9	6	62.2	29
7	7	0.0	14
4	7	11.2	14
20	7	31.8	14
8	8	0.0	5
15	8	3.1	5
25	8	4.6	5
9	9	0.0	5
26	9	2.5	5
34	9	6.4	5
10	10	0.0	30
11	10	15.5	30
17	10	33.1	30
11	11	0.0	21
10	11	10.8	21
17	11	31.8	21
12	12	0.0	24
33	12	22.5	24
8	12	35.9	24
13	13	0.0	14
19	13	9.0	14
34	13	11.0	14
14	14	0.0	26
27	14	9.5	26
23	14	26.1	26
15	15	0.0	22
8	15	13.6	22
5	15	19.1	22
16	16	0.0	34
30	16	30.7	34
31	16	34.2	34
17	17	0.0	30
13	17	27.0	30
19	17	32.7	30
18	18	0.0	30
25	18	21.4	30
28	18	21.9	30
19	19	0.0	32
13	19	20.5	32
34	19	25.4	32
20	20	0.0	26
4	20	38.4	26
35	20	46.9	26
21	21	0.0	33
7	21	112.4	33
6	21	118.2	33
22	22	0.0	19
16	22	31.7	19
15	22	35.4	19
23	23	0.0	17
2	23	9.7	17
14	23	17.1	17
24	24	0.0	5
32	24	3.4	5
33	24	5.3	5
25	25	0.0	6
28	25	1.1	6
18	25	4.3	6
26	26	0.0	13
9	26	6.6	13
34	26	10.7	13
27	27	0.0	19
14	27	7.0	19
3	27	20.9	19
28	28	0.0	25
25	28	4.5	25
18	28	18.2	25
29	29	0.0	33
20	29	63.0	33
4	29	66.8	33
30	30	0.0	32
16	30	28.9	32
31	30	51.0	32
31	31	0.0	24
16	31	24.2	24
30	31	38.3	24
32	32	0.0	26
24	32	17.8	26
17	32	39.4	26
33	33	0.0	28
12	33	26.2	28
24	33	29.5	28
34	34	0.0	22
13	34	17.3	22
19	34	17.5	22
35	35	0.0	21
6	35	25.6	21
9	35	28.2	21
