
Code
Dimension   Fixed Cost    Capacity
35	1161	112
Facility	Client	Transportation Cost	Demand
1	1	0.0	20
11	1	24.0	20
7	1	54.4	20
2	2	0.0	10
3	2	2.9	10
35	2	3.9	10
3	3	0.0	8
2	3	2.3	8
34	3	2.5	8
4	4	0.0	35
18	4	39.8	35
22	4	45.1	35
5	5	0.0	9
2	5	8.7	9
3	5	8.7	9
6	6	0.0	16
17	6	42.7	16
13	6	61.0	16
7	7	0.0	28
16	7	45.5	28
15	7	47.1	28
8	8	0.0	32
29	8	29.5	32
9	8	54.0	32
9	9	0.0	21
26	9	29.5	21
29	9	35.4	21
10	10	0.0	6
28	10	12.3	6
33	10	12.7	6
11	11	0.0	12
1	11	14.4	12
21	11	45.3	12
12	12	0.0	28
33	12	20.1	28
21	12	27.0	28
13	13	0.0	25
16	13	22.5	25
15	13	34.9	25
14	14	0.0	31
22	14	22.7	31
18	14	30.7	31
15	15	0.0	5
16	15	2.5	5
13	15	7.0	5
16	16	0.0	7
15	16	3.5	7
13	16	6.3	7
17	17	0.0	24
26	17	37.6	24
30	17	41.7	24
18	18	0.0	9
22	18	2.7	9
14	18	8.9	9
19	19	0.0	16
24	19	10.0	16
31	19	27.6	16
20	20	0.0	17
32	20	14.7	17
28	20	20.7	17
21	21	0.0	28
12	21	27.0	28
33	21	28.4	28
22	22	0.0	18
18	22	5.5	18
14	22	13.2	18
23	23	0.0	11
35	23	8.8	11
2	23	9.0	11
24	24	0.0	12
19	24	7.5	12
27	24	17.8	12
25	25	0.0	20
5	25	27.3	20
23	25	33.7	20
26	26	0.0	19
30	26	17.2	19
9	26	26.7	19
27	27	0.0	18
35	27	23.7	18
34	27	26.5	18
28	28	0.0	33
20	28	40.2	33
32	28	55.5	33
29	29	0.0	6
8	29	5.5	6
20	29	7.8	6
30	30	0.0	9
26	30	8.2	9
17	30	15.6	9
31	31	0.0	32
19	31	55.2	32
24	31	70.8	32
32	32	0.0	15
20	32	13.0	15
28	32	25.2	15
33	33	0.0	29
12	33	20.8	29
21	33	29.4	29
34	34	0.0	27
3	34	8.3	27
35	34	13.4	27
35	35	0.0	20
2	35	7.8	20
3	35	9.5	20
