
Code
Dimension   Fixed Cost    Capacity
35	1175	114
Facility	Client	Transportation Cost	Demand
1	1	0.0	29
28	1	23.5	29
31	1	33.0	29
2	2	0.0	9
14	2	12.8	9
12	2	17.4	9
3	3	0.0	34
23	3	44.3	34
7	3	78.2	34
4	4	0.0	35
12	4	53.0	35
14	4	62.0	35
5	5	0.0	8
20	5	5.4	8
3	5	20.2	8
6	6	0.0	5
18	6	2.0	5
10	6	3.9	5
7	7	0.0	31
22	7	20.3	31
13	7	41.0	31
8	8	0.0	16
10	8	4.6	16
6	8	14.6	16
9	9	0.0	8
24	9	12.1	8
25	9	13.1	8
10	10	0.0	8
8	10	2.3	8
6	10	6.2	8
11	11	0.0	34
1	11	71.2	34
22	11	78.7	34
12	12	0.0	12
14	12	6.5	12
4	12	18.2	12
13	13	0.0	18
22	13	18.3	18
7	13	23.8	18
14	14	0.0	17
12	14	9.2	17
2	14	24.2	17
15	15	0.0	29
13	15	48.1	29
25	15	59.4	29
16	16	0.0	22
34	16	20.2	22
1	16	26.7	22
17	17	0.0	33
35	17	15.8	33
30	17	29.4	33
18	18	0.0	18
6	18	7.3	18
10	18	19.2	18
19	19	0.0	28
27	19	27.7	28
8	19	48.2	28
20	20	0.0	30
5	20	20.4	30
3	20	73.6	30
21	21	0.0	19
12	21	28.8	19
27	21	31.0	19
22	22	0.0	19
7	22	12.4	19
13	22	19.4	19
23	23	0.0	5
3	23	6.5	5
5	23	14.7	5
24	24	0.0	20
18	24	22.4	20
8	24	25.8	20
25	25	0.0	25
9	25	40.8	25
24	25	47.8	25
26	26	0.0	6
2	26	11.7	6
34	26	12.5	6
27	27	0.0	16
19	27	15.8	16
8	27	21.3	16
28	28	0.0	18
31	28	7.2	18
1	28	14.6	18
29	29	0.0	17
16	29	22.8	17
13	29	27.2	17
30	30	0.0	16
17	30	14.3	16
35	30	21.7	16
31	31	0.0	9
28	31	3.6	9
32	31	7.1	9
32	32	0.0	11
31	32	8.6	11
28	32	12.4	11
33	33	0.0	18
18	33	33.3	18
25	33	37.8	18
34	34	0.0	31
16	34	28.4	31
1	34	37.7	31
35	35	0.0	12
17	35	5.8	12
6	35	15.6	12
