
Code
Dimension   Fixed Cost    Capacity
35	1230	126
Facility	Client	Transportation Cost	Demand
1	1	0.0	11
14	1	9.9	11
26	1	13.0	11
2	2	0.0	30
6	2	43.9	30
8	2	58.1	30
3	3	0.0	25
13	3	19.1	25
21	3	23.2	25
4	4	0.0	20
32	4	28.2	20
25	4	38.5	20
5	5	0.0	27
24	5	6.6	27
33	5	36.0	27
6	6	0.0	15
24	6	20.6	15
2	6	22.0	15
7	7	0.0	34
31	7	38.4	34
25	7	55.3	34
8	8	0.0	30
12	8	14.9	30
25	8	34.1	30
9	9	0.0	16
18	9	12.2	16
30	9	20.9	16
10	10	0.0	31
28	10	61.4	31
8	10	63.1	31
11	11	0.0	23
20	11	10.0	23
16	11	23.2	23
12	12	0.0	21
8	12	10.4	21
25	12	16.8	21
13	13	0.0	29
21	13	7.6	29
3	13	22.1	29
14	14	0.0	25
1	14	22.5	25
9	14	37.1	25
15	15	0.0	10
32	15	25.7	10
4	15	26.9	10
16	16	0.0	20
11	16	20.2	20
20	16	23.1	20
17	17	0.0	7
18	17	9.8	7
19	17	11.6	7
18	18	0.0	23
9	18	17.6	23
3	18	25.9	23
19	19	0.0	29
17	19	48.0	29
16	19	48.3	29
20	20	0.0	13
11	20	5.7	13
23	20	11.1	13
21	21	0.0	26
13	21	6.8	26
3	21	24.1	26
22	22	0.0	6
23	22	7.1	6
20	22	7.6	6
23	23	0.0	27
20	23	23.0	27
22	23	31.8	27
24	24	0.0	34
5	24	8.3	34
6	24	46.7	34
25	25	0.0	27
12	25	21.6	27
8	25	30.7	27
26	26	0.0	8
1	26	9.5	8
14	26	12.4	8
27	27	0.0	30
33	27	16.4	30
28	27	20.3	30
28	28	0.0	23
27	28	15.6	23
33	28	19.4	23
29	29	0.0	35
2	29	96.1	35
6	29	105.3	35
30	30	0.0	19
35	30	22.5	19
9	30	24.8	19
31	31	0.0	9
35	31	6.8	9
7	31	10.2	9
32	32	0.0	22
4	32	31.0	22
25	32	35.6	22
33	33	0.0	14
27	33	7.7	14
28	33	11.8	14
34	34	0.0	10
30	34	25.1	10
7	34	26.5	10
35	35	0.0	6
31	35	4.6	6
3	35	5.8	6
