
Code
Dimension   Fixed Cost    Capacity
80	1159	113
Facility	Client	Transportation Cost	Demand
1	1	0.0	28
3	1	13.7	28
28	1	30.8	28
77	1	33.1	28
46	1	34.6	28
5	1	34.7	28
13	1	47.6	28
35	1	48.0	28
2	2	0.0	35
12	2	43.3	35
16	2	45.7	35
57	2	51.4	35
65	2	60.3	35
4	2	68.0	35
64	2	73.5	35
43	2	75.6	35
3	3	0.0	32
1	3	15.7	32
77	3	29.3	32
5	3	36.3	32
28	3	36.7	32
46	3	39.3	32
60	3	48.3	32
71	3	52.0	32
4	4	0.0	27
43	4	8.3	27
76	4	18.4	27
73	4	26.7	27
12	4	33.6	27
74	4	33.6	27
79	4	39.3	27
23	4	42.6	27
5	5	0.0	7
46	5	1.8	7
77	5	2.9	7
13	5	4.2	7
60	5	6.7	7
3	5	7.9	7
71	5	8.6	7
1	5	8.7	7
6	6	0.0	19
9	6	2.3	19
63	6	17.4	19
34	6	17.7	19
33	6	25.2	19
26	6	32.2	19
22	6	40.9	19
75	6	41.6	19
7	7	0.0	11
64	7	4.8	11
57	7	11.8	11
54	7	12.4	11
17	7	14.4	11
39	7	17.9	11
67	7	18.4	11
27	7	19.4	11
8	8	0.0	15
39	8	10.4	15
16	8	19.3	15
12	8	21.6	15
76	8	25.9	15
43	8	29.7	15
57	8	30.2	15
64	8	31.6	15
9	9	0.0	28
6	9	3.4	28
34	9	23.4	28
63	9	29.0	28
33	9	40.4	28
26	9	44.4	28
14	9	59.0	28
75	9	59.5	28
10	10	0.0	33
15	10	6.7	33
53	10	19.3	33
19	10	27.9	33
30	10	32.4	33
56	10	33.3	33
22	10	49.8	33
11	10	50.7	33
11	11	0.0	18
42	11	17.4	18
25	11	21.3	18
69	11	23.9	18
30	11	25.1	18
56	11	26.7	18
10	11	27.7	18
15	11	27.8	18
12	12	0.0	17
16	12	6.3	17
2	12	21.0	17
4	12	21.1	17
43	12	22.1	17
39	12	22.9	17
76	12	23.1	17
8	12	24.5	17
13	13	0.0	7
46	13	3.3	7
5	13	4.2	7
77	13	7.0	7
35	13	8.8	7
60	13	9.2	7
71	13	11.2	7
3	13	11.9	7
14	14	0.0	10
52	14	5.2	10
26	14	5.2	10
45	14	12.3	10
34	14	13.4	10
31	14	19.5	10
61	14	19.5	10
9	14	21.1	10
15	15	0.0	21
10	15	4.2	21
53	15	8.1	21
19	15	13.7	21
30	15	16.9	21
56	15	25.1	21
22	15	27.7	21
11	15	32.5	21
16	16	0.0	11
12	16	4.1	11
39	16	11.5	11
57	16	13.0	11
8	16	14.1	11
2	16	14.3	11
4	16	17.6	11
43	16	18.0	11
17	17	0.0	9
67	17	5.4	9
44	17	6.6	9
37	17	8.9	9
7	17	11.8	9
64	17	15.0	9
39	17	17.9	9
57	17	20.3	9
18	18	0.0	15
29	18	8.7	15
50	18	14.2	15
58	18	15.7	15
21	18	16.8	15
62	18	18.6	15
20	18	18.8	15
51	18	19.7	15
19	19	0.0	28
53	19	7.6	28
15	19	18.3	28
30	19	18.4	28
22	19	18.7	28
10	19	23.7	28
38	19	41.7	28
33	19	47.6	28
20	20	0.0	20
50	20	6.2	20
51	20	10.6	20
28	20	23.0	20
36	20	24.2	20
18	20	25.0	20
29	20	26.7	20
78	20	27.0	20
21	21	0.0	17
80	21	3.8	17
72	21	9.5	17
62	21	13.9	17
18	21	19.0	17
78	21	22.9	17
32	21	23.8	17
36	21	24.7	17
22	22	0.0	17
19	22	11.3	17
53	22	15.9	17
33	22	17.8	17
30	22	18.0	17
38	22	18.6	17
15	22	22.4	17
10	22	25.7	17
23	23	0.0	35
73	23	25.5	35
48	23	29.0	35
76	23	44.2	35
61	23	46.0	35
43	23	47.6	35
4	23	55.2	35
31	23	58.9	35
24	24	0.0	12
49	24	7.0	12
55	24	14.2	12
41	24	19.1	12
22	24	19.5	12
75	24	19.8	12
19	24	20.4	12
53	24	22.0	12
25	25	0.0	8
42	25	7.6	8
11	25	9.4	8
66	25	11.5	8
40	25	12.3	8
68	25	12.8	8
