
Code
Dimension   Fixed Cost    Capacity
30	1103	102
Facility	Client	Transportation Cost	Demand
1	1	0.0	26
3	1	49.1	26
9	1	59.5	26
2	2	0.0	9
30	2	22.5	9
14	2	25.5	9
3	3	0.0	6
22	3	9.9	6
1	3	11.3	6
4	4	0.0	16
29	4	20.7	16
16	4	23.5	16
5	5	0.0	12
15	5	7.2	12
13	5	12.9	12
6	6	0.0	26
28	6	34.5	26
24	6	44.6	26
7	7	0.0	21
27	7	5.8	21
12	7	16.7	21
8	8	0.0	18
15	8	18.6	18
5	8	26.0	18
9	9	0.0	28
10	9	17.5	28
16	9	41.8	28
10	10	0.0	25
9	10	15.6	25
16	10	21.6	25
11	11	0.0	20
23	11	22.4	20
30	11	40.5	20
12	12	0.0	14
21	12	0.9	14
24	12	7.4	14
13	13	0.0	7
5	13	7.5	7
26	13	8.1	7
14	14	0.0	18
4	14	29.8	18
16	14	44.0	18
15	15	0.0	15
5	15	9.0	15
8	15	15.5	15
16	16	0.0	25
10	16	21.6	25
4	16	36.8	25
17	17	0.0	15
22	17	9.9	15
27	17	27.5	15
18	18	0.0	20
29	18	12.7	20
9	18	33.6	20
19	19	0.0	9
26	19	17.9	9
13	19	24.0	9
20	20	0.0	7
25	20	3.8	7
28	20	8.7	7
21	21	0.0	12
12	21	0.8	12
24	21	5.6	12
22	22	0.0	16
17	22	10.5	16
3	22	26.4	16
23	23	0.0	7
11	23	7.8	7
30	23	8.4	7
24	24	0.0	24
21	24	11.2	24
12	24	12.6	24
25	25	0.0	27
20	25	14.7	27
28	25	36.5	27
26	26	0.0	11
13	26	12.8	11
5	26	16.6	11
27	27	0.0	8
7	27	2.2	8
12	27	8.5	8
28	28	0.0	31
20	28	38.4	31
6	28	41.2	31
29	29	0.0	11
18	29	7.0	11
4	29	14.2	11
30	30	0.0	27
23	30	32.4	27
11	30	54.7	27
