
Code
Dimension   Fixed Cost    Capacity
40	1174	117
Facility	Client	Transportation Cost	Demand
1	1	0.0	27
2	1	39.0	27
30	1	44.7	27
17	1	52.1	27
2	2	0.0	15
17	2	13.1	15
1	2	21.7	15
12	2	32.8	15
3	3	0.0	33
32	3	44.2	33
13	3	52.8	33
25	3	59.9	33
4	4	0.0	35
32	4	26.6	35
25	4	27.4	35
35	4	36.8	35
5	5	0.0	32
10	5	15.8	32
30	5	37.8	32
39	5	61.9	32
6	6	0.0	25
34	6	21.1	25
9	6	21.9	25
26	6	33.0	25
7	7	0.0	21
31	7	12.7	21
19	7	34.0	21
21	7	36.4	21
8	8	0.0	12
38	8	2.3	12
28	8	2.6	12
22	8	8.9	12
9	9	0.0	19
26	9	10.1	19
6	9	16.7	19
34	9	24.7	19
10	10	0.0	11
5	10	5.4	11
30	10	7.6	11
1	10	23.4	11
11	11	0.0	20
19	11	12.0	20
21	11	20.4	20
7	11	40.7	20
12	12	0.0	14
17	12	21.4	14
20	12	26.9	14
8	12	28.4	14
13	13	0.0	6
14	13	3.8	6
39	13	8.0	6
3	13	9.6	6
14	14	0.0	5
13	14	3.2	5
39	14	3.6	5
23	14	7.9	5
15	15	0.0	13
20	15	5.8	13
22	15	10.6	13
8	15	18.0	13
16	16	0.0	7
4	16	7.9	7
23	16	8.6	7
35	16	12.2	7
17	17	0.0	22
2	17	19.2	22
12	17	33.6	22
1	17	42.4	22
18	18	0.0	12
37	18	3.2	12
29	18	12.6	12
40	18	17.9	12
19	19	0.0	32
21	19	15.8	32
11	19	19.2	32
7	19	51.8	32
20	20	0.0	20
15	20	8.9	20
22	20	24.8	20
8	20	34.5	20
21	21	0.0	35
19	21	17.3	35
11	21	35.7	35
7	21	60.7	35
22	22	0.0	25
8	22	18.6	25
38	22	19.2	25
28	22	20.0	25
23	23	0.0	13
39	23	14.5	13
16	23	16.0	13
14	23	20.6	13
24	24	0.0	9
29	24	11.1	9
15	24	13.7	9
22	24	14.9	9
25	25	0.0	21
32	25	11.5	21
4	25	16.4	21
35	25	19.5	21
26	26	0.0	32
9	26	17.1	32
6	26	42.2	32
34	26	47.0	32
27	27	0.0	20
34	27	16.0	20
36	27	18.3	20
6	27	28.1	20
28	28	0.0	5
38	28	0.2	5
8	28	1.1	5
22	28	4.0	5
29	29	0.0	21
18	29	22.1	21
22	29	22.5	21
24	29	25.9	21
30	30	0.0	22
10	30	15.2	22
5	30	26.0	22
1	30	36.4	22
31	31	0.0	22
7	31	13.3	22
21	31	45.6	22
19	31	45.7	22
32	32	0.0	31
25	32	17.0	31
4	32	23.6	31
3	32	41.5	31
33	33	0.0	21
7	33	50.1	21
36	33	51.4	21
31	33	52.4	21
34	34	0.0	25
27	34	19.9	25
6	34	21.1	25
9	34	32.5	25
35	35	0.0	7
25	35	6.5	7
4	35	7.4	7
32	35	9.8	7
36	36	0.0	22
27	36	20.2	22
34	36	33.8	22
6	36	38.3	22
37	37	0.0	15
18	37	4.0	15
29	37	18.7	15
40	37	19.6	15
38	38	0.0	16
28	38	0.6	16
8	38	3.0	16
22	38	12.3	16
39	39	0.0	26
14	39	18.6	26
23	39	29.1	26
13	39	34.6	26
40	40	0.0	11
37	40	14.3	11
18	40	16.4	11
23	40	19.7	11
