
Code
Dimension   Fixed Cost    Capacity
40	1118	105
Facility	Client	Transportation Cost	Demand
1	1	0.0	13
39	1	3.5	13
20	1	9.9	13
33	1	13.4	13
2	2	0.0	30
23	2	28.0	30
18	2	32.8	30
32	2	37.4	30
3	3	0.0	5
40	3	6.5	5
34	3	6.8	5
4	3	10.0	5
4	4	0.0	15
31	4	9.4	15
40	4	11.0	15
17	4	14.9	15
5	5	0.0	16
10	5	16.5	16
19	5	18.5	16
36	5	38.8	16
6	6	0.0	5
33	6	3.5	5
20	6	4.3	5
39	6	7.1	5
7	7	0.0	6
22	7	6.2	6
29	7	12.0	6
35	7	13.7	6
8	8	0.0	8
1	8	12.1	8
20	8	13.3	8
39	8	13.3	8
9	9	0.0	33
31	9	26.8	33
17	9	31.1	33
15	9	34.8	33
10	10	0.0	21
19	10	4.5	21
5	10	21.7	21
36	10	36.4	21
11	11	0.0	9
28	11	16.1	9
30	11	21.5	9
26	11	23.0	9
12	12	0.0	27
27	12	14.2	27
39	12	65.5	27
1	12	66.5	27
13	13	0.0	18
18	13	5.2	18
30	13	13.0	18
38	13	13.8	18
14	14	0.0	23
32	14	18.5	23
17	14	32.4	23
23	14	33.4	23
15	15	0.0	12
9	15	12.7	12
31	15	20.6	12
37	15	21.0	12
16	16	0.0	11
32	16	14.1	11
14	16	16.7	11
17	16	16.8	11
17	17	0.0	8
31	17	6.6	8
9	17	7.5	8
4	17	7.9	8
18	18	0.0	23
13	18	6.7	23
38	18	21.2	23
30	18	23.3	23
19	19	0.0	19
10	19	4.1	19
5	19	22.0	19
36	19	28.8	19
20	20	0.0	14
33	20	4.6	14
39	20	7.7	14
1	20	10.6	14
21	21	0.0	14
15	21	27.1	14
26	21	28.7	14
9	21	34.0	14
22	22	0.0	21
7	22	21.6	21
29	22	23.2	21
36	22	42.4	21
23	23	0.0	10
32	23	6.6	10
2	23	9.3	10
14	23	14.5	10
24	24	0.0	22
26	24	29.5	22
21	24	66.3	22
11	24	66.5	22
25	25	0.0	26
35	25	39.1	26
33	25	58.1	26
6	25	61.9	26
26	26	0.0	14
24	26	18.8	14
21	26	28.7	14
11	26	35.7	14
27	27	0.0	24
12	27	12.7	24
39	27	47.3	24
1	27	47.5	24
28	28	0.0	11
30	28	13.7	11
11	28	19.7	11
13	28	21.4	11
29	29	0.0	17
36	29	16.4	17
22	29	18.8	17
19	29	33.5	17
30	30	0.0	9
13	30	6.5	9
38	30	7.7	9
18	30	9.1	9
31	31	0.0	21
4	31	13.2	21
9	31	17.1	21
17	31	17.4	21
32	32	0.0	17
23	32	11.2	17
14	32	13.7	17
2	32	21.2	17
33	33	0.0	6
20	33	2.0	6
6	33	4.2	6
39	33	4.7	6
34	34	0.0	25
3	34	34.0	25
40	34	39.4	25
37	34	42.0	25
35	35	0.0	24
25	35	36.0	24
6	35	38.5	24
33	35	46.6	24
36	36	0.0	34
29	36	32.9	34
19	36	51.5	34
10	36	58.9	34
37	37	0.0	24
31	37	20.1	24
4	37	27.4	24
40	37	27.9	24
38	38	0.0	29
13	38	22.3	29
30	38	24.8	29
18	38	26.8	29
39	39	0.0	10
1	39	2.7	10
20	39	5.5	10
33	39	7.8	10
40	40	0.0	26
4	40	19.0	26
37	40	30.3	26
31	40	30.6	26
