
Code
Dimension   Fixed Cost    Capacity
40	1171	115
Facility	Client	Transportation Cost	Demand
1	1	0.0	7
12	1	5.3	7
6	1	7.7	7
11	1	15.6	7
2	2	0.0	14
24	2	14.3	14
5	2	16.3	14
34	2	17.4	14
3	3	0.0	21
15	3	2.3	21
8	3	9.2	21
5	3	10.7	21
4	4	0.0	18
31	4	24.3	18
2	4	24.5	18
34	4	31.3	18
5	5	0.0	14
3	5	7.2	14
15	5	7.7	14
8	5	9.5	14
6	6	0.0	5
1	6	5.5	5
12	6	5.6	5
11	6	9.0	5
7	7	0.0	25
38	7	16.5	25
18	7	21.5	25
21	7	36.3	25
8	8	0.0	15
15	8	5.0	15
3	8	6.6	15
32	8	7.8	15
9	9	0.0	31
35	9	21.4	31
32	9	29.9	31
8	9	39.7	31
10	10	0.0	29
17	10	41.0	29
13	10	73.8	29
27	10	77.0	29
11	11	0.0	21
9	11	32.9	21
22	11	34.5	21
6	11	37.8	21
12	12	0.0	6
1	12	4.5	6
6	12	6.7	6
11	12	16.3	6
13	13	0.0	31
19	13	4.1	31
33	13	35.0	31
17	13	35.3	31
14	14	0.0	8
37	14	1.9	8
25	14	11.2	8
30	14	21.9	8
15	15	0.0	15
3	15	1.6	15
8	15	5.0	15
5	15	8.3	15
16	16	0.0	9
29	16	5.4	9
38	16	11.4	9
7	16	14.6	9
17	17	0.0	21
13	17	23.9	21
19	17	26.4	21
10	17	29.7	21
18	18	0.0	34
7	18	29.3	34
38	18	29.6	34
21	18	37.2	34
19	19	0.0	19
13	19	2.5	19
33	19	18.9	19
20	19	22.3	19
20	20	0.0	18
27	20	13.7	18
28	20	15.5	18
13	20	20.9	18
21	21	0.0	28
18	21	30.6	28
20	21	32.8	28
27	21	33.9	28
22	22	0.0	20
31	22	29.7	20
11	22	32.8	20
15	22	43.9	20
23	23	0.0	8
26	23	15.3	8
36	23	17.8	8
18	23	18.5	8
24	24	0.0	30
34	24	20.6	30
2	24	30.6	30
5	24	46.1	30
25	25	0.0	13
14	25	18.2	13
37	25	20.0	13
6	25	36.5	13
26	26	0.0	35
23	26	67.1	35
36	26	70.6	35
10	26	93.9	35
27	27	0.0	5
20	27	3.8	5
36	27	5.7	5
13	27	5.8	5
28	28	0.0	22
20	28	19.0	22
40	28	27.2	22
21	28	28.7	22
29	29	0.0	7
16	29	4.2	7
39	29	7.9	7
38	29	10.5	7
30	30	0.0	10
37	30	26.0	10
14	30	27.4	10
10	30	41.0	10
31	31	0.0	14
2	31	18.7	14
4	31	18.9	14
3	31	20.7	14
32	32	0.0	34
8	32	17.8	34
15	32	29.2	34
35	32	32.2	34
33	33	0.0	9
19	33	9.0	9
13	33	10.2	9
20	33	15.2	9
34	34	0.0	25
24	34	17.2	25
2	34	31.0	25
39	34	39.6	25
35	35	0.0	24
9	35	16.5	24
32	35	22.7	24
8	35	34.7	24
36	36	0.0	29
27	36	32.9	29
21	36	38.2	29
20	36	51.2	29
37	37	0.0	25
14	37	6.0	25
25	37	38.5	25
30	37	65.0	25
38	38	0.0	20
7	38	13.2	20
18	38	17.4	20
16	38	25.2	20
39	39	0.0	20
29	39	22.6	20
34	39	31.7	20
16	39	33.1	20
40	40	0.0	29
28	40	35.9	29
5	40	42.6	29
32	40	48.1	29
