
Code
Dimension   Fixed Cost    Capacity
40	1155	110
Facility	Client	Transportation Cost	Demand
1	1	0.0	7
12	1	5.3	7
21	1	14.0	7
40	1	14.8	7
2	2	0.0	18
17	2	2.2	18
34	2	16.1	18
37	2	17.0	18
3	3	0.0	8
6	3	3.3	8
33	3	4.6	8
11	3	7.0	8
4	4	0.0	25
18	4	39.7	25
29	4	48.4	25
2	4	55.0	25
5	5	0.0	30
22	5	52.3	30
38	5	61.1	30
32	5	65.3	30
6	6	0.0	14
33	6	3.9	14
3	6	5.8	14
11	6	14.4	14
7	7	0.0	34
40	7	29.2	34
13	7	38.1	34
30	7	46.0	34
8	8	0.0	8
35	8	4.9	8
25	8	7.2	8
39	8	9.7	8
9	9	0.0	5
16	9	6.3	5
10	9	7.7	5
19	9	7.7	5
10	10	0.0	32
19	10	6.0	32
16	10	22.2	32
9	10	49.2	32
11	11	0.0	13
3	11	11.4	13
33	11	11.6	13
6	11	13.3	13
12	12	0.0	11
1	12	8.3	11
18	12	19.1	11
40	12	19.3	11
13	13	0.0	5
7	13	5.6	5
26	13	6.5	5
14	13	8.9	5
14	14	0.0	23
28	14	16.8	23
31	14	33.5	23
13	14	41.0	23
15	15	0.0	7
31	15	9.3	7
21	15	11.9	7
27	15	12.4	7
16	16	0.0	15
10	16	10.4	15
19	16	12.8	15
9	16	19.0	15
17	17	0.0	10
2	17	1.2	10
34	17	7.7	10
37	17	9.3	10
18	18	0.0	5
30	18	7.0	5
40	18	7.5	5
4	18	7.9	5
19	19	0.0	28
10	19	5.3	28
16	19	23.9	28
9	19	43.4	28
20	20	0.0	12
39	20	15.7	12
25	20	23.6	12
8	20	24.9	12
21	21	0.0	5
27	21	5.8	5
15	21	8.5	5
1	21	10.0	5
22	22	0.0	34
38	22	17.6	34
32	22	30.9	34
28	22	53.9	34
23	23	0.0	34
29	23	27.6	34
4	23	92.0	34
18	23	129.5	34
24	24	0.0	16
37	24	16.3	16
2	24	30.5	16
17	24	30.8	16
25	25	0.0	26
39	25	18.0	26
8	25	23.3	26
31	25	25.7	26
26	26	0.0	20
30	26	21.7	20
13	26	26.1	20
7	26	28.7	20
27	27	0.0	6
21	27	7.0	6
15	27	10.7	6
31	27	11.3	6
28	28	0.0	35
14	28	25.6	35
38	28	41.2	35
22	28	55.5	35
29	29	0.0	19
23	29	15.5	19
4	29	36.8	19
18	29	60.5	19
30	30	0.0	35
40	30	26.0	35
26	30	38.0	35
7	30	47.3	35
31	31	0.0	9
25	31	8.9	9
39	31	11.3	9
15	31	12.0	9
32	32	0.0	27
22	32	24.6	27
38	32	35.9	27
35	32	44.7	27
33	33	0.0	18
6	33	5.0	18
3	33	10.4	18
11	33	16.0	18
34	34	0.0	16
17	34	12.4	16
2	34	14.3	16
37	34	16.9	16
35	35	0.0	13
8	35	8.0	13
25	35	13.9	13
39	35	21.2	13
36	36	0.0	24
3	36	48.3	24
6	36	53.2	24
34	36	54.2	24
37	37	0.0	23
17	37	21.4	23
2	37	21.7	23
24	37	23.5	23
38	38	0.0	24
22	38	12.4	24
28	38	28.3	24
32	38	31.9	24
39	39	0.0	29
25	39	20.1	29
8	39	35.1	29
31	39	36.3	29
40	40	0.0	12
30	40	8.9	12
7	40	10.3	12
26	40	17.7	12
