
Code
Dimension   Fixed Cost    Capacity
40	1130	108
Facility	Client	Transportation Cost	Demand
1	1	0.0	6
22	1	7.5	6
4	1	11.2	6
2	1	13.0	6
2	2	0.0	16
22	2	16.9	16
14	2	21.0	16
11	2	22.1	16
3	3	0.0	6
40	3	3.1	6
30	3	19.7	6
20	3	25.0	6
4	4	0.0	16
26	4	21.1	16
23	4	24.2	16
27	4	26.8	16
5	5	0.0	9
19	5	3.3	9
6	5	5.0	9
33	5	5.2	9
6	6	0.0	28
33	6	4.2	28
5	6	15.5	28
19	6	20.4	28
7	7	0.0	10
11	7	7.6	10
32	7	8.4	10
12	7	13.5	10
8	8	0.0	9
13	8	2.6	9
15	8	8.2	9
34	8	12.6	9
9	9	0.0	32
20	9	43.8	32
38	9	47.5	32
30	9	54.5	32
10	10	0.0	34
5	10	22.9	34
19	10	32.3	34
17	10	34.2	34
11	11	0.0	16
7	11	12.1	16
12	11	14.9	16
32	11	20.6	16
12	12	0.0	23
11	12	21.5	23
36	12	23.6	23
32	12	28.9	23
13	13	0.0	12
8	13	3.4	12
15	13	14.3	12
34	13	15.1	12
14	14	0.0	20
31	14	18.8	20
16	14	23.5	20
37	14	25.0	20
15	15	0.0	21
8	15	19.1	21
13	15	25.0	21
24	15	37.4	21
16	16	0.0	21
37	16	4.3	21
31	16	14.1	21
14	16	24.7	21
17	17	0.0	21
10	17	21.1	21
20	17	29.2	21
5	17	34.4	21
18	18	0.0	5
35	18	3.0	5
25	18	5.2	5
19	18	9.5	5
19	19	0.0	12
5	19	4.4	12
33	19	8.1	12
6	19	8.7	12
20	20	0.0	12
30	20	14.1	12
9	20	16.4	12
17	20	16.7	12
21	21	0.0	35
29	21	58.2	35
24	21	60.9	35
15	21	104.9	35
22	22	0.0	21
2	22	22.2	21
1	22	26.3	21
11	22	30.5	21
23	23	0.0	32
39	23	29.1	32
27	23	32.7	32
26	23	41.6	32
24	24	0.0	19
21	24	33.0	19
29	24	33.3	19
15	24	33.9	19
25	25	0.0	24
19	25	22.1	24
18	25	25.1	24
5	25	28.6	24
26	26	0.0	7
23	26	9.1	7
4	26	9.2	7
39	26	11.6	7
27	27	0.0	13
23	27	13.3	13
4	27	21.8	13
39	27	22.7	13
28	28	0.0	13
38	28	12.4	13
39	28	19.1	13
23	28	29.3	13
29	29	0.0	35
21	29	58.2	35
24	29	61.3	35
15	29	123.5	35
30	30	0.0	10
20	30	11.7	10
9	30	17.0	10
17	30	25.5	10
31	31	0.0	15
16	31	10.1	15
37	31	13.0	15
14	31	14.1	15
32	32	0.0	18
7	32	15.2	18
12	32	22.6	18
11	32	23.2	18
33	33	0.0	10
6	33	1.5	10
5	33	5.8	10
19	33	6.8	10
34	34	0.0	25
36	34	23.5	25
13	34	31.5	25
8	34	35.1	25
35	35	0.0	18
18	35	10.8	18
25	35	29.5	18
13	35	34.6	18
36	36	0.0	16
34	36	15.0	16
33	36	15.3	16
12	36	16.4	16
37	37	0.0	22
16	37	4.5	22
31	37	19.0	22
14	37	27.5	22
38	38	0.0	17
28	38	16.3	17
9	38	25.2	17
39	38	38.1	17
39	39	0.0	34
23	39	30.9	34
28	39	49.9	34
26	39	56.3	34
40	40	0.0	13
3	40	6.7	13
30	40	37.3	13
20	40	48.1	13
