
Code
Dimension   Fixed Cost    Capacity
40	1141	109
Facility	Client	Transportation Cost	Demand
1	1	0.0	11
32	1	16.1	11
12	1	21.1	11
40	1	23.4	11
2	2	0.0	27
6	2	16.7	27
35	2	17.2	27
21	2	35.5	27
3	3	0.0	6
26	3	5.2	6
22	3	8.9	6
34	3	11.4	6
4	4	0.0	5
13	4	3.9	5
26	4	8.4	5
3	4	9.8	5
5	5	0.0	6
36	5	4.0	6
8	5	7.6	6
19	5	8.7	6
6	6	0.0	30
35	6	4.0	30
2	6	18.6	30
21	6	46.1	30
7	7	0.0	15
39	7	7.7	15
15	7	9.0	15
27	7	18.0	15
8	8	0.0	5
5	8	6.3	5
19	8	6.8	5
36	8	8.4	5
9	9	0.0	18
31	9	17.3	18
18	9	18.1	18
35	9	28.1	18
10	10	0.0	12
33	10	13.4	12
29	10	21.9	12
19	10	34.8	12
11	11	0.0	27
38	11	18.7	27
16	11	22.7	27
19	11	26.4	27
12	12	0.0	25
39	12	28.0	25
7	12	37.4	25
1	12	47.9	25
13	13	0.0	12
4	13	9.3	12
27	13	25.4	12
3	13	26.2	12
14	14	0.0	11
28	14	5.8	11
30	14	6.6	11
20	14	6.9	11
15	15	0.0	20
7	15	11.9	20
27	15	14.8	20
39	15	22.0	20
16	16	0.0	34
11	16	28.6	34
38	16	36.3	34
19	16	48.5	34
17	17	0.0	5
38	17	4.5	5
11	17	7.8	5
16	17	7.9	5
18	18	0.0	19
31	18	1.7	19
9	18	19.1	19
24	18	27.1	19
19	19	0.0	18
11	19	17.6	18
29	19	21.0	18
36	19	22.3	18
20	20	0.0	12
14	20	7.5	12
30	20	12.3	12
28	20	13.8	12
21	21	0.0	27
30	21	7.9	27
28	21	19.9	27
14	21	22.3	27
22	22	0.0	31
25	22	42.0	31
3	22	46.1	31
34	22	57.1	31
23	23	0.0	7
34	23	4.1	7
26	23	10.8	7
3	23	13.4	7
24	24	0.0	12
18	24	17.1	12
30	24	17.2	12
21	24	17.3	12
25	25	0.0	26
32	25	23.2	26
22	25	35.3	26
1	25	60.9	26
26	26	0.0	14
3	26	12.2	14
23	26	21.7	14
4	26	23.5	14
27	27	0.0	34
15	27	25.2	34
7	27	40.8	34
39	27	57.6	34
28	28	0.0	5
14	28	2.6	5
30	28	3.5	5
21	28	3.7	5
29	29	0.0	20
19	29	23.3	20
16	29	33.4	20
11	29	36.2	20
30	30	0.0	30
21	30	8.8	30
14	30	17.9	30
28	30	20.8	30
31	31	0.0	29
18	31	2.6	29
9	31	27.8	29
24	31	43.5	29
32	32	0.0	31
25	32	27.7	31
1	32	45.3	31
22	32	63.2	31
33	33	0.0	11
10	33	12.3	11
37	33	28.6	11
29	33	31.7	11
34	34	0.0	18
23	34	10.6	18
26	34	32.5	18
22	34	33.2	18
35	35	0.0	31
6	35	4.2	31
2	35	19.7	31
21	35	44.2	31
36	36	0.0	14
5	36	9.3	14
11	36	15.5	14
19	36	17.4	14
37	37	0.0	12
40	37	13.9	12
1	37	27.5	12
33	37	31.2	12
38	38	0.0	16
11	38	11.1	16
17	38	14.3	16
16	38	17.1	16
39	39	0.0	17
7	39	8.7	17
15	39	18.7	17
12	39	19.1	17
40	40	0.0	28
37	40	32.4	28
1	40	59.5	28
12	40	70.3	28
