
Code
Dimension   Fixed Cost    Capacity
40	1259	135
Facility	Client	Transportation Cost	Demand
1	1	0.0	21
18	1	18.0	21
17	1	29.5	21
28	1	31.9	21
2	2	0.0	35
39	2	21.0	35
33	2	33.9	35
13	2	38.4	35
3	3	0.0	25
24	3	8.8	25
11	3	51.4	25
34	3	59.3	25
4	4	0.0	27
27	4	9.1	27
19	4	24.5	27
29	4	24.8	27
5	5	0.0	24
6	5	11.2	24
38	5	43.3	24
1	5	47.3	24
6	6	0.0	10
5	6	4.7	10
1	6	19.4	10
38	6	21.3	10
7	7	0.0	28
38	7	7.3	28
22	7	31.5	28
30	7	42.6	28
8	8	0.0	21
14	8	23.8	21
22	8	33.9	21
29	8	40.5	21
9	9	0.0	22
32	9	17.3	22
19	9	25.3	22
4	9	32.2	22
10	10	0.0	10
30	10	10.8	10
7	10	24.2	10
38	10	25.6	10
11	11	0.0	26
15	11	45.8	26
37	11	50.2	26
3	11	53.5	26
12	12	0.0	26
36	12	16.0	26
40	12	25.8	26
20	12	27.3	26
13	13	0.0	20
2	13	22.0	20
39	13	33.3	20
33	13	41.3	20
14	14	0.0	9
27	14	7.9	9
4	14	9.5	9
8	14	10.2	9
15	15	0.0	11
16	15	15.0	11
11	15	19.4	11
12	15	19.7	11
16	16	0.0	23
18	16	29.2	23
15	16	31.4	23
1	16	43.9	23
17	17	0.0	32
28	17	16.3	32
37	17	18.3	32
1	17	45.0	32
18	18	0.0	13
1	18	11.1	13
16	18	16.5	13
37	18	16.9	13
19	19	0.0	21
32	19	8.1	21
27	19	16.8	21
4	19	19.0	21
20	20	0.0	33
40	20	13.1	33
36	20	27.8	33
12	20	34.6	33
21	21	0.0	11
33	21	5.1	11
39	21	8.6	11
2	21	12.1	11
22	22	0.0	28
7	22	31.5	28
38	22	37.5	28
8	22	45.2	28
23	23	0.0	19
26	23	35.5	19
16	23	42.3	19
6	23	51.3	19
24	24	0.0	25
3	24	8.8	25
12	24	52.6	25
40	24	53.2	25
25	25	0.0	31
31	25	24.2	31
21	25	36.3	31
35	25	36.8	31
26	26	0.0	23
36	26	41.6	23
23	26	43.0	23
12	26	52.9	23
27	27	0.0	27
4	27	9.1	27
19	27	21.6	27
14	27	23.6	27
28	28	0.0	9
17	28	4.6	9
37	28	9.7	9
1	28	13.7	9
29	29	0.0	19
4	29	17.4	19
27	29	22.4	19
14	29	25.3	19
30	30	0.0	9
10	30	9.7	9
7	30	13.7	9
38	30	14.4	9
31	31	0.0	27
25	31	21.1	27
35	31	26.4	27
21	31	44.6	27
32	32	0.0	29
19	32	11.2	29
9	32	22.8	29
4	32	31.2	29
33	33	0.0	23
39	33	10.2	23
21	33	10.7	23
2	33	22.3	23
34	34	0.0	25
33	34	39.6	25
21	34	43.8	25
39	34	48.3	25
35	35	0.0	28
31	35	27.3	28
25	35	33.2	28
21	35	65.7	28
36	36	0.0	22
12	36	13.6	22
20	36	18.5	22
40	36	22.6	22
37	37	0.0	34
17	37	19.5	34
28	37	36.7	34
18	37	44.1	34
38	38	0.0	20
7	38	5.2	20
22	38	26.8	20
1	38	31.6	20
39	39	0.0	29
33	39	12.9	29
2	39	17.4	29
21	39	22.8	29
40	40	0.0	25
20	40	9.9	25
12	40	24.8	25
36	40	25.7	25
