
Code
Dimension   Fixed Cost    Capacity
40	1183	119
Facility	Client	Transportation Cost	Demand
1	1	0.0	5
6	1	3.3	5
28	1	3.9	5
9	1	6.1	5
2	2	0.0	28
9	2	30.0	28
36	2	31.5	28
24	2	39.9	28
3	3	0.0	33
27	3	31.0	33
18	3	43.0	33
38	3	46.4	33
4	4	0.0	17
8	4	3.1	17
25	4	8.2	17
26	4	16.9	17
5	5	0.0	32
34	5	35.0	32
33	5	69.0	32
18	5	83.9	32
6	6	0.0	28
28	6	3.4	28
1	6	18.5	28
38	6	25.6	28
7	7	0.0	28
22	7	23.3	28
12	7	26.6	28
17	7	47.2	28
8	8	0.0	9
4	8	1.6	9
25	8	5.2	9
26	8	10.4	9
9	9	0.0	10
36	9	7.8	10
2	9	10.7	10
1	9	12.1	10
10	10	0.0	5
20	10	2.8	5
31	10	4.9	5
30	10	6.5	5
11	11	0.0	15
19	11	3.2	15
40	11	17.0	15
28	11	26.1	15
12	12	0.0	15
7	12	14.3	15
17	12	24.6	15
22	12	26.2	15
13	13	0.0	28
15	13	19.3	28
23	13	26.1	28
16	13	69.4	28
14	14	0.0	8
18	14	9.3	8
3	14	12.5	8
27	14	18.5	8
15	15	0.0	11
13	15	7.6	11
23	15	17.8	11
16	15	29.4	11
16	16	0.0	8
29	16	8.2	8
13	16	19.8	8
23	16	20.0	8
17	17	0.0	10
21	17	9.8	10
12	17	16.4	10
7	17	16.9	10
18	18	0.0	21
14	18	24.4	21
3	18	27.4	21
27	18	32.7	21
19	19	0.0	24
11	19	5.1	24
40	19	27.6	24
28	19	38.2	24
20	20	0.0	8
10	20	4.4	8
30	20	7.1	8
31	20	7.3	8
21	21	0.0	11
17	21	10.8	11
35	21	18.5	11
24	21	23.5	11
22	22	0.0	18
7	22	15.0	18
12	22	31.5	18
17	22	41.9	18
23	23	0.0	8
13	23	7.5	8
15	23	13.0	8
33	23	15.6	8
24	24	0.0	22
37	24	21.1	22
32	24	29.2	22
2	24	31.4	22
25	25	0.0	15
4	25	7.2	15
8	25	8.7	15
26	25	17.0	15
26	26	0.0	35
4	26	34.7	35
25	26	39.7	35
8	26	40.5	35
27	27	0.0	32
38	27	20.8	32
3	27	30.1	32
28	27	40.9	32
28	28	0.0	24
6	28	2.9	24
1	28	18.8	24
38	28	20.4	24
29	29	0.0	31
16	29	31.6	31
39	29	69.5	31
30	29	69.6	31
30	30	0.0	32
33	30	15.1	32
20	30	28.3	32
10	30	41.8	32
31	31	0.0	33
20	31	30.0	33
10	31	32.4	33
32	31	50.4	33
32	32	0.0	26
24	32	34.5	26
31	32	39.7	26
10	32	44.6	26
33	33	0.0	27
30	33	12.8	27
20	33	25.8	27
10	33	40.0	27
34	34	0.0	12
5	34	13.1	12
31	34	20.3	12
33	34	20.6	12
35	35	0.0	24
21	35	40.5	24
17	35	45.7	24
37	35	65.3	24
36	36	0.0	22
9	36	17.1	22
37	36	24.2	22
2	36	24.8	22
37	37	0.0	29
24	37	27.8	29
36	37	31.9	29
2	37	43.7	29
38	38	0.0	21
27	38	13.7	21
28	38	17.8	21
6	38	19.2	21
39	39	0.0	12
10	39	22.1	12
20	39	26.7	12
29	39	26.9	12
40	40	0.0	17
11	40	19.3	17
19	40	19.6	17
9	40	21.2	17
