
Code
Dimension   Fixed Cost    Capacity
40	1211	124
Facility	Client	Transportation Cost	Demand
1	1	0.0	33
3	1	24.7	33
10	1	34.0	33
9	1	71.2	33
2	2	0.0	13
29	2	16.1	13
16	2	20.4	13
27	2	21.4	13
3	3	0.0	5
1	3	3.7	5
9	3	7.3	5
35	3	8.0	5
4	4	0.0	32
6	4	3.2	32
31	4	11.1	32
24	4	21.3	32
5	5	0.0	10
11	5	24.4	10
15	5	26.9	10
21	5	27.6	10
6	6	0.0	29
4	6	2.9	29
31	6	12.2	29
24	6	21.1	29
7	7	0.0	33
13	7	30.0	33
30	7	31.4	33
34	7	47.5	33
8	8	0.0	16
33	8	7.8	16
29	8	19.7	16
27	8	24.1	16
9	9	0.0	19
35	9	7.9	19
3	9	27.6	19
1	9	41.0	19
10	10	0.0	22
1	10	22.7	22
3	10	38.7	22
8	10	54.6	22
11	11	0.0	8
39	11	7.1	8
21	11	8.0	8
18	11	12.8	8
12	12	0.0	33
23	12	13.4	33
22	12	17.0	33
26	12	25.8	33
13	13	0.0	25
7	13	22.8	25
30	13	24.2	25
34	13	41.4	25
14	14	0.0	29
15	14	39.0	29
16	14	61.4	29
11	14	65.6	29
15	15	0.0	22
16	15	21.5	22
14	15	29.6	22
2	15	47.4	22
16	16	0.0	7
15	16	6.9	7
2	16	11.0	7
14	16	14.8	7
17	17	0.0	19
40	17	6.6	19
26	17	9.0	19
37	17	10.0	19
18	18	0.0	14
39	18	11.5	14
32	18	19.6	14
11	18	22.4	14
19	19	0.0	19
28	19	15.9	19
25	19	26.0	19
13	19	42.2	19
20	20	0.0	29
22	20	13.7	29
38	20	24.7	29
12	20	28.5	29
21	21	0.0	8
39	21	7.0	8
11	21	8.0	8
18	21	13.1	8
22	22	0.0	11
20	22	5.2	11
12	22	5.7	11
23	22	8.8	11
23	23	0.0	6
12	23	2.4	6
37	23	3.4	6
26	23	4.1	6
24	24	0.0	8
4	24	5.3	8
6	24	5.8	8
31	24	6.6	8
25	25	0.0	19
28	25	20.0	19
19	25	26.0	19
33	25	27.2	19
26	26	0.0	23
40	26	2.9	23
37	26	6.4	23
17	26	10.8	23
27	27	0.0	16
29	27	13.7	16
33	27	22.5	16
8	27	24.1	16
28	28	0.0	23
19	28	19.3	23
25	28	24.2	23
33	28	51.4	23
29	29	0.0	33
27	29	28.2	33
8	29	40.7	33
2	29	40.8	33
30	30	0.0	34
34	30	23.4	34
7	30	32.3	34
13	30	32.9	34
31	31	0.0	12
4	31	4.2	12
6	31	5.0	12
24	31	9.9	12
32	32	0.0	13
18	32	18.2	13
39	32	28.2	13
21	32	37.2	13
33	33	0.0	30
8	33	14.7	30
27	33	42.1	30
29	33	42.9	30
34	34	0.0	33
30	34	22.7	33
24	34	36.1	33
7	34	47.5	33
35	35	0.0	35
9	35	14.5	35
3	35	55.9	35
1	35	81.8	35
36	36	0.0	17
35	36	47.2	17
9	36	54.2	17
3	36	64.6	17
37	37	0.0	23
26	37	6.4	23
40	37	6.7	23
17	37	12.1	23
38	38	0.0	16
20	38	13.6	16
22	38	18.1	16
12	38	23.6	16
39	39	0.0	35
18	39	28.7	35
21	39	30.5	35
11	39	31.0	35
40	40	0.0	19
26	40	2.4	19
37	40	5.5	19
17	40	6.6	19
