
Code
Dimension   Fixed Cost    Capacity
40	1214	124
Facility	Client	Transportation Cost	Demand
1	1	0.0	12
10	1	9.2	12
33	1	14.5	12
11	1	19.6	12
2	2	0.0	20
18	2	9.1	20
6	2	17.0	20
10	2	32.8	20
3	3	0.0	7
5	3	5.3	7
36	3	7.0	7
15	3	10.0	7
4	4	0.0	15
40	4	19.3	15
31	4	29.1	15
22	4	42.2	15
5	5	0.0	25
3	5	18.9	25
15	5	33.2	25
36	5	37.2	25
6	6	0.0	11
18	6	4.6	11
22	6	9.0	11
2	6	9.3	11
7	7	0.0	14
38	7	14.2	14
36	7	15.9	14
34	7	17.1	14
8	8	0.0	33
13	8	42.4	33
37	8	46.2	33
17	8	69.0	33
9	9	0.0	13
16	9	3.7	13
20	9	13.0	13
11	9	18.5	13
10	10	0.0	29
1	10	22.2	29
18	10	47.4	29
2	10	47.5	29
11	11	0.0	32
29	11	7.1	32
20	11	13.6	32
9	11	45.6	32
12	12	0.0	33
32	12	44.4	33
17	12	80.4	33
21	12	87.6	33
13	13	0.0	6
37	13	4.5	6
25	13	5.7	6
8	13	7.7	6
14	14	0.0	13
27	14	11.9	13
17	14	24.4	13
32	14	26.2	13
15	15	0.0	7
38	15	2.6	7
36	15	7.4	7
5	15	9.3	7
16	16	0.0	20
9	16	5.6	20
20	16	25.3	20
11	16	33.8	20
17	17	0.0	22
24	17	24.7	22
13	17	35.7	22
14	17	41.3	22
18	18	0.0	13
6	18	5.5	13
2	18	5.9	13
22	18	16.1	13
19	19	0.0	23
21	19	28.8	23
24	19	35.6	23
26	19	41.1	23
20	20	0.0	33
11	20	14.0	33
29	20	17.2	33
9	20	33.1	33
21	21	0.0	26
23	21	32.2	26
19	21	32.6	26
24	21	67.2	26
22	22	0.0	28
6	22	23.0	28
31	22	25.7	28
18	22	34.7	28
23	23	0.0	35
21	23	43.3	35
19	23	87.1	35
12	23	99.2	35
24	24	0.0	5
25	24	4.9	5
17	24	5.6	5
13	24	6.6	5
25	25	0.0	30
26	25	28.5	30
13	25	28.6	30
24	25	29.3	30
26	26	0.0	5
25	26	4.7	5
24	26	7.4	5
19	26	8.9	5
27	27	0.0	24
14	27	21.9	24
32	27	43.1	24
17	27	65.3	24
28	28	0.0	34
3	28	64.6	34
5	28	67.3	34
36	28	97.5	34
29	29	0.0	32
11	29	7.1	32
20	29	16.7	32
9	29	47.1	32
30	30	0.0	20
39	30	6.8	20
9	30	57.5	20
16	30	58.4	20
31	31	0.0	33
22	31	30.3	33
6	31	47.6	33
18	31	57.9	33
32	32	0.0	10
12	32	13.4	10
27	32	17.9	10
14	32	20.1	10
33	33	0.0	12
1	33	14.5	12
11	33	18.8	12
29	33	20.6	12
34	34	0.0	17
35	34	4.4	17
36	34	13.9	17
7	34	20.8	17
35	35	0.0	9
34	35	2.3	9
36	35	9.6	9
7	35	11.9	9
36	36	0.0	24
34	36	19.6	24
38	36	22.4	24
3	36	24.1	24
37	37	0.0	34
13	37	25.4	34
25	37	42.8	34
8	37	47.6	34
38	38	0.0	35
15	38	13.1	35
36	38	32.6	35
7	38	35.5	35
39	39	0.0	21
30	39	7.2	21
23	39	64.5	21
9	39	65.9	21
40	40	0.0	13
4	40	16.7	13
33	40	23.9	13
31	40	31.8	13
