
Code
Dimension   Fixed Cost    Capacity
40	1167	114
Facility	Client	Transportation Cost	Demand
1	1	0.0	16
4	1	10.3	16
39	1	17.2	16
15	1	21.9	16
2	2	0.0	14
12	2	15.7	14
40	2	16.6	14
34	2	22.2	14
3	3	0.0	18
8	3	16.3	18
38	3	22.6	18
9	3	30.0	18
4	4	0.0	18
1	4	11.5	18
30	4	19.8	18
27	4	22.7	18
5	5	0.0	12
34	5	19.9	12
35	5	23.1	12
11	5	25.4	12
6	6	0.0	20
13	6	18.2	20
19	6	24.6	20
33	6	42.5	20
7	7	0.0	17
36	7	13.9	17
14	7	34.8	17
10	7	43.0	17
8	8	0.0	5
38	8	3.6	5
9	8	4.3	5
3	8	4.5	5
9	9	0.0	29
17	9	13.9	29
30	9	18.0	29
8	9	25.1	29
10	10	0.0	8
14	10	7.0	8
28	10	7.6	8
37	10	8.3	8
11	11	0.0	13
35	11	13.1	13
5	11	27.5	13
38	11	33.9	13
12	12	0.0	29
2	12	32.5	29
40	12	33.9	29
31	12	37.9	29
13	13	0.0	34
6	13	30.9	34
20	13	56.7	34
19	13	65.9	34
14	14	0.0	7
10	14	6.1	7
21	14	8.2	7
28	14	9.0	7
15	15	0.0	17
18	15	22.7	17
1	15	23.3	17
4	15	30.8	17
16	16	0.0	23
24	16	19.4	23
27	16	33.1	23
29	16	34.2	23
17	17	0.0	30
9	17	14.3	30
29	17	30.9	30
30	17	31.0	30
18	18	0.0	16
39	18	16.0	16
15	18	21.3	16
1	18	24.4	16
19	19	0.0	20
31	19	23.7	20
6	19	24.6	20
33	19	38.1	20
20	20	0.0	16
33	20	18.6	16
13	20	26.7	16
6	20	36.9	16
21	21	0.0	30
32	21	19.2	30
28	21	27.3	30
14	21	35.1	30
22	22	0.0	9
33	22	12.6	9
25	22	15.2	9
20	22	20.8	9
23	23	0.0	33
40	23	27.5	33
17	23	45.3	33
38	23	53.3	33
24	24	0.0	25
16	24	21.0	25
37	24	47.7	25
28	24	52.0	25
25	25	0.0	19
22	25	32.0	19
32	25	34.8	19
21	25	41.6	19
26	26	0.0	24
37	26	44.7	24
24	26	63.8	24
10	26	69.6	24
27	27	0.0	6
29	27	2.4	6
30	27	5.7	6
9	27	7.3	6
28	28	0.0	22
21	28	20.0	22
10	28	20.8	22
14	28	28.3	22
29	29	0.0	30
27	29	11.9	30
17	29	30.9	30
30	29	31.4	30
30	30	0.0	14
9	30	8.7	14
27	30	13.4	14
17	30	14.5	14
31	31	0.0	16
19	31	19.0	16
12	31	20.9	16
2	31	31.0	16
32	32	0.0	15
21	32	9.6	15
28	32	19.8	15
14	32	27.0	15
33	33	0.0	20
20	33	23.3	20
22	33	28.1	20
19	33	38.1	20
34	34	0.0	6
2	34	9.5	6
5	34	10.0	6
12	34	15.8	6
35	35	0.0	27
11	35	27.1	27
5	35	52.0	27
38	35	96.1	27
36	36	0.0	19
7	36	15.5	19
14	36	44.7	19
37	36	45.2	19
37	37	0.0	32
10	37	33.1	32
14	37	56.2	32
28	37	59.0	32
38	38	0.0	23
8	38	16.7	23
3	38	28.8	23
9	38	31.6	23
39	39	0.0	16
18	39	16.0	16
1	39	17.2	16
4	39	25.9	16
40	40	0.0	17
23	40	14.2	17
12	40	19.9	17
2	40	20.2	17
