
Code
Dimension   Fixed Cost    Capacity
40	1188	120
Facility	Client	Transportation Cost	Demand
1	1	0.0	23
29	1	25.2	23
8	1	27.7	23
39	1	32.1	23
2	2	0.0	25
5	2	47.0	25
31	2	49.6	25
18	2	54.4	25
3	3	0.0	6
27	3	14.3	6
2	3	14.3	6
31	3	14.4	6
4	4	0.0	19
6	4	20.2	19
40	4	36.1	19
23	4	38.9	19
5	5	0.0	10
12	5	7.8	10
18	5	10.4	10
2	5	18.8	10
6	6	0.0	22
4	6	23.4	22
23	6	61.0	22
40	6	64.2	22
7	7	0.0	14
9	7	15.4	14
37	7	18.2	14
24	7	20.2	14
8	8	0.0	23
11	8	14.3	23
29	8	25.7	23
1	8	27.7	23
9	9	0.0	12
24	9	4.7	12
20	9	7.5	12
7	9	13.2	12
10	10	0.0	27
39	10	39.4	27
14	10	66.1	27
1	10	68.9	27
11	11	0.0	29
8	11	18.1	29
29	11	39.4	29
1	11	51.8	29
12	12	0.0	8
5	12	6.2	8
18	12	10.3	8
25	12	13.8	8
13	13	0.0	5
22	13	5.6	5
15	13	5.6	5
16	13	8.6	5
14	14	0.0	9
19	14	7.6	9
33	14	13.6	9
39	14	14.4	9
15	15	0.0	31
22	15	30.6	31
13	15	35.0	31
35	15	36.9	31
16	16	0.0	22
22	16	13.6	22
15	16	32.8	22
13	16	37.7	22
17	17	0.0	35
37	17	44.0	35
20	17	66.8	35
7	17	71.3	35
18	18	0.0	30
5	18	31.2	30
12	18	38.8	30
28	18	47.1	30
19	19	0.0	30
33	19	20.3	30
14	19	25.5	30
39	19	38.8	30
20	20	0.0	21
9	20	13.1	21
24	20	14.7	21
7	20	32.8	21
21	21	0.0	9
28	21	4.9	9
18	21	14.5	9
27	21	18.0	9
22	22	0.0	22
16	22	13.6	22
15	22	21.7	22
13	22	24.6	22
23	23	0.0	24
25	23	21.6	24
38	23	24.4	24
40	23	30.0	24
24	24	0.0	14
9	24	5.4	14
20	24	9.8	14
7	24	20.2	14
25	25	0.0	28
23	25	25.2	28
38	25	25.9	28
12	25	48.2	28
26	26	0.0	20
30	26	11.2	20
34	26	13.1	20
36	26	23.4	20
27	27	0.0	12
33	27	21.0	12
21	27	24.1	12
19	27	26.1	12
28	28	0.0	25
21	28	13.7	25
18	28	39.2	25
25	28	49.1	25
29	29	0.0	25
1	29	27.4	25
8	29	28.0	25
11	29	33.9	25
30	30	0.0	25
34	30	2.8	25
26	30	14.0	25
36	30	29.5	25
31	31	0.0	19
35	31	35.9	19
2	31	37.7	19
3	31	45.6	19
32	32	0.0	9
36	32	3.8	9
26	32	14.3	9
30	32	14.4	9
33	33	0.0	29
19	33	19.6	29
39	33	35.4	29
1	33	40.6	29
34	34	0.0	13
30	34	1.4	13
26	34	8.5	13
36	34	16.5	13
35	35	0.0	15
15	35	17.9	15
13	35	26.7	15
31	35	28.3	15
36	36	0.0	17
32	36	7.2	17
26	36	19.9	17
30	36	20.1	17
37	37	0.0	34
17	37	42.7	34
7	37	44.2	34
26	37	50.0	34
38	38	0.0	18
25	38	16.6	18
23	38	18.3	18
28	38	38.5	18
39	39	0.0	13
33	39	15.9	13
19	39	16.8	13
1	39	18.1	13
40	40	0.0	28
23	40	35.0	28
25	40	48.5	28
4	40	53.1	28
