
Code
Dimension   Fixed Cost    Capacity
40	1205	124
Facility	Client	Transportation Cost	Demand
1	1	0.0	7
2	1	8.4	7
16	1	9.0	7
6	1	10.1	7
2	2	0.0	27
33	2	18.4	27
22	2	30.1	27
1	2	32.3	27
3	3	0.0	30
18	3	27.1	30
37	3	29.6	30
34	3	53.0	30
4	4	0.0	13
21	4	8.7	13
17	4	12.6	13
11	4	15.0	13
5	5	0.0	27
9	5	9.2	27
30	5	42.2	27
23	5	55.9	27
6	6	0.0	12
14	6	8.1	12
1	6	17.3	12
2	6	23.2	12
7	7	0.0	8
25	7	3.1	8
36	7	4.8	8
29	7	12.1	8
8	8	0.0	32
19	8	10.7	32
11	8	32.7	32
4	8	53.1	32
9	9	0.0	25
5	9	8.5	25
30	9	30.7	25
23	9	43.7	25
10	10	0.0	8
15	10	17.8	8
31	10	18.2	8
7	10	19.1	8
11	11	0.0	16
19	11	12.7	16
21	11	15.5	16
8	11	16.4	16
12	12	0.0	25
16	12	32.0	25
1	12	36.3	25
18	12	38.2	25
13	13	0.0	24
34	13	45.5	24
24	13	46.6	24
39	13	48.2	24
14	14	0.0	18
6	14	12.2	18
1	14	30.9	18
12	14	31.7	18
15	15	0.0	6
14	15	11.8	6
32	15	12.9	6
10	15	13.3	6
16	16	0.0	32
12	16	41.0	32
1	16	41.3	32
28	16	64.1	32
17	17	0.0	11
21	17	6.6	11
28	17	8.1	11
4	17	10.6	11
18	18	0.0	12
3	18	10.9	12
34	18	11.4	12
37	18	15.1	12
19	19	0.0	27
8	19	9.0	27
11	19	21.5	27
4	19	44.6	27
20	20	0.0	23
38	20	9.5	23
22	20	33.8	23
35	20	34.5	23
21	21	0.0	23
17	21	13.8	23
4	21	15.4	23
11	21	22.3	23
22	22	0.0	11
33	22	6.1	11
35	22	10.8	11
2	22	12.3	11
23	23	0.0	27
30	23	14.8	27
38	23	37.1	27
20	23	41.1	27
24	24	0.0	18
32	24	9.2	18
13	24	35.0	18
39	24	45.6	18
25	25	0.0	9
36	25	2.7	9
7	25	3.5	9
29	25	12.7	9
26	26	0.0	33
28	26	25.8	33
17	26	49.7	33
40	26	59.0	33
27	27	0.0	35
31	27	8.1	35
5	27	83.6	35
10	27	87.2	35
28	28	0.0	10
17	28	7.4	10
26	28	7.8	10
21	28	13.0	10
29	29	0.0	14
36	29	16.1	14
25	29	19.8	14
38	29	19.9	14
30	30	0.0	13
23	30	7.1	13
9	30	16.0	13
5	30	20.3	13
31	31	0.0	23
27	31	5.3	23
10	31	52.5	23
5	31	59.5	23
32	32	0.0	13
24	32	6.7	13
15	32	28.0	13
13	32	30.3	13
33	33	0.0	26
22	33	14.5	26
2	33	17.7	26
38	33	39.8	26
34	34	0.0	23
18	34	21.9	23
39	34	26.8	23
37	34	37.2	23
35	35	0.0	33
22	35	32.5	33
20	35	49.4	33
33	35	50.9	33
36	36	0.0	27
25	36	8.1	27
7	36	16.2	27
29	36	31.1	27
37	37	0.0	27
3	37	26.7	27
18	37	34.1	27
34	37	43.7	27
38	38	0.0	34
20	38	14.1	34
23	38	46.7	34
22	38	47.2	34
39	39	0.0	15
34	39	17.5	15
18	39	24.6	15
14	39	29.3	15
40	40	0.0	30
26	40	53.6	30
28	40	59.7	30
17	40	76.3	30
