
Code
Dimension   Fixed Cost    Capacity
40	1231	127
Facility	Client	Transportation Cost	Demand
1	1	0.0	30
27	1	30.4	30
40	1	36.5	30
20	1	45.4	30
2	2	0.0	34
35	2	17.6	34
25	2	57.6	34
31	2	57.8	34
3	3	0.0	11
26	3	8.9	11
21	3	14.8	11
18	3	20.8	11
4	4	0.0	28
24	4	21.0	28
14	4	46.2	28
23	4	56.7	28
5	5	0.0	5
32	5	0.3	5
33	5	2.1	5
16	5	7.9	5
6	6	0.0	20
25	6	23.4	20
15	6	25.3	20
23	6	39.2	20
7	7	0.0	14
37	7	15.1	14
10	7	26.5	14
19	7	32.0	14
8	8	0.0	24
28	8	32.0	24
20	8	34.8	24
31	8	38.5	24
9	9	0.0	25
15	9	31.9	25
25	9	39.1	25
10	9	41.6	25
10	10	0.0	33
9	10	54.9	33
7	10	62.4	33
37	10	68.4	33
11	11	0.0	25
19	11	23.4	25
32	11	42.4	25
5	11	43.2	25
12	12	0.0	12
16	12	11.5	12
22	12	19.1	12
29	12	21.7	12
13	13	0.0	27
38	13	42.6	27
2	13	54.9	27
9	13	61.2	27
14	14	0.0	23
4	14	37.9	23
24	14	51.7	23
18	14	54.6	23
15	15	0.0	22
25	15	20.3	22
6	15	27.9	22
9	15	28.1	22
16	16	0.0	5
12	16	4.8	5
32	16	7.6	5
5	16	7.9	5
17	17	0.0	10
39	17	15.5	10
38	17	21.9	10
13	17	37.6	10
18	18	0.0	35
26	18	39.9	35
21	18	45.1	35
29	18	46.5	35
19	19	0.0	6
11	19	5.6	6
16	19	13.5	6
7	19	13.7	6
20	20	0.0	10
27	20	13.7	10
8	20	14.5	10
1	20	15.1	10
21	21	0.0	27
26	21	31.4	27
18	21	34.8	27
3	21	36.3	27
22	22	0.0	27
30	22	23.1	27
34	22	29.3	27
33	22	33.1	27
23	23	0.0	34
36	23	14.6	34
40	23	29.0	34
28	23	45.0	34
24	24	0.0	14
4	24	10.5	14
1	24	21.9	14
40	24	27.7	14
25	25	0.0	29
15	25	26.8	29
6	25	33.9	29
35	25	38.1	29
26	26	0.0	26
3	26	21.1	26
18	26	29.6	26
21	26	30.3	26
27	27	0.0	20
1	27	20.3	20
20	27	27.4	20
24	27	43.6	20
28	28	0.0	28
31	28	8.7	28
36	28	29.2	28
23	28	37.1	28
29	29	0.0	27
18	29	35.8	27
15	29	37.3	27
12	29	48.7	27
30	30	0.0	6
34	30	2.1	6
22	30	5.1	6
33	30	9.3	6
31	31	0.0	6
28	31	1.9	6
36	31	6.3	6
23	31	8.4	6
32	32	0.0	27
5	32	1.7	27
33	32	12.0	27
16	32	41.1	27
33	33	0.0	22
5	33	9.1	22
32	33	9.8	22
22	33	27.0	22
34	34	0.0	35
30	34	12.5	35
22	34	37.9	35
21	34	52.7	35
35	35	0.0	20
2	35	10.3	20
25	35	26.3	20
36	35	31.1	20
36	36	0.0	33
23	36	14.2	33
28	36	34.4	33
31	36	34.8	33
37	37	0.0	30
7	37	32.4	30
10	37	62.2	30
13	37	88.7	30
38	38	0.0	25
13	38	39.4	25
39	38	49.2	25
17	38	54.7	25
39	39	0.0	6
17	39	9.3	6
38	39	11.8	6
13	39	19.3	6
40	40	0.0	7
23	40	6.0	7
36	40	7.7	7
1	40	8.5	7
