
Code
Dimension   Fixed Cost    Capacity
40	1116	103
Facility	Client	Transportation Cost	Demand
1	1	0.0	25
3	1	28.5	25
39	1	41.7	25
29	1	65.5	25
2	2	0.0	10
21	2	7.1	10
15	2	7.7	10
13	2	18.0	10
3	3	0.0	9
1	3	10.2	9
39	3	11.5	9
29	3	14.0	9
4	4	0.0	16
10	4	6.3	16
22	4	8.1	16
28	4	8.6	16
5	5	0.0	32
15	5	47.4	32
2	5	63.5	32
21	5	68.5	32
6	6	0.0	14
32	6	3.6	14
26	6	18.2	14
14	6	23.2	14
7	7	0.0	21
27	7	19.0	21
8	7	31.6	21
16	7	35.3	21
8	8	0.0	23
24	8	24.6	23
30	8	28.7	23
27	8	34.1	23
9	9	0.0	13
28	9	11.0	13
4	9	13.8	13
10	9	17.7	13
10	10	0.0	10
22	10	1.3	10
4	10	4.0	10
30	10	7.8	10
11	11	0.0	7
37	11	8.8	7
17	11	10.0	7
36	11	12.7	7
12	12	0.0	7
37	12	6.1	7
34	12	6.6	7
40	12	8.8	7
13	13	0.0	24
21	13	26.7	24
15	13	31.1	24
9	13	36.0	24
14	14	0.0	31
18	14	31.0	31
35	14	47.5	31
6	14	51.4	31
15	15	0.0	23
21	15	15.2	23
2	15	17.8	23
13	15	29.8	23
16	16	0.0	21
29	16	15.4	21
27	16	20.3	21
7	16	35.3	21
17	17	0.0	9
37	17	12.6	9
11	17	12.9	9
28	17	14.3	9
18	18	0.0	13
35	18	11.6	13
14	18	13.0	13
39	18	28.3	13
19	19	0.0	16
34	19	11.1	16
31	19	11.6	16
40	19	20.1	16
20	20	0.0	11
33	20	8.5	11
13	20	18.0	11
30	20	18.7	11
21	21	0.0	35
15	21	23.1	35
2	21	24.9	35
13	21	39.0	35
22	22	0.0	18
10	22	2.3	18
4	22	9.1	18
30	22	12.9	18
23	23	0.0	23
36	23	37.9	23
29	23	71.3	23
11	23	77.6	23
24	24	0.0	9
8	24	9.6	9
30	24	15.9	9
20	24	16.7	9
25	25	0.0	7
38	25	8.4	7
28	25	13.7	7
9	25	14.0	7
26	26	0.0	23
32	26	24.1	23
6	26	29.9	23
14	26	52.8	23
27	27	0.0	15
7	27	13.6	15
16	27	14.5	15
8	27	22.2	15
28	28	0.0	14
4	28	7.5	14
9	28	11.8	14
10	28	13.1	14
29	29	0.0	27
16	29	19.8	27
3	29	42.0	27
27	29	43.1	27
30	30	0.0	19
22	30	13.6	19
10	30	14.8	19
4	30	21.8	19
31	31	0.0	17
40	31	10.3	17
19	31	12.3	17
34	31	15.0	17
32	32	0.0	16
6	32	4.1	16
26	32	16.7	16
14	32	27.9	16
33	33	0.0	24
20	33	18.5	24
13	33	45.3	24
24	33	55.1	24
34	34	0.0	15
19	34	10.4	15
31	34	13.2	15
12	34	14.2	15
35	35	0.0	10
18	35	8.9	10
14	35	15.3	10
7	35	21.9	10
36	36	0.0	30
23	36	49.4	30
11	36	54.6	30
29	36	63.3	30
37	37	0.0	8
12	37	6.9	8
11	37	10.1	8
17	37	11.2	8
38	38	0.0	21
25	38	25.3	21
21	38	42.7	21
2	38	43.1	21
39	39	0.0	12
3	39	15.3	12
1	39	20.0	12
18	39	26.2	12
40	40	0.0	11
31	40	6.6	11
34	40	12.0	11
19	40	13.8	11
