
Code
Dimension   Fixed Cost    Capacity
40	1176	118
Facility	Client	Transportation Cost	Demand
1	1	0.0	25
7	1	20.1	25
27	1	21.0	25
22	1	42.8	25
2	2	0.0	20
33	2	11.0	20
16	2	12.2	20
4	2	33.3	20
3	3	0.0	34
23	3	13.3	34
32	3	22.3	34
39	3	29.3	34
4	4	0.0	23
15	4	25.2	23
10	4	36.5	23
2	4	38.3	23
5	5	0.0	19
31	5	15.9	19
25	5	16.0	19
14	5	22.4	19
6	6	0.0	14
36	6	19.6	14
28	6	33.8	14
8	6	35.2	14
7	7	0.0	27
1	7	21.7	27
22	7	26.5	27
27	7	40.4	27
8	8	0.0	17
26	8	18.9	17
36	8	19.0	17
19	8	19.2	17
9	9	0.0	10
34	9	10.9	10
20	9	12.0	10
32	9	13.6	10
10	10	0.0	6
4	10	9.5	6
14	10	11.5	6
25	10	11.8	6
11	11	0.0	9
24	11	7.5	9
27	11	10.2	9
31	11	15.5	9
12	12	0.0	35
19	12	21.7	35
29	12	44.4	35
8	12	55.0	35
13	13	0.0	18
9	13	25.8	18
33	13	26.1	18
16	13	28.3	18
14	14	0.0	19
31	14	7.6	19
5	14	22.4	19
25	14	24.7	19
15	15	0.0	24
4	15	26.3	24
29	15	29.2	24
12	15	46.3	24
16	16	0.0	13
2	16	7.9	13
33	16	11.3	13
13	16	20.4	13
17	17	0.0	9
18	17	2.6	9
30	17	10.1	9
37	17	22.5	9
18	18	0.0	15
17	18	4.3	15
30	18	21.0	15
40	18	36.5	15
19	19	0.0	16
12	19	9.9	16
8	19	18.1	16
29	19	22.6	16
20	20	0.0	25
34	20	2.9	25
9	20	29.9	25
13	20	47.5	25
21	21	0.0	28
39	21	10.4	28
3	21	34.3	28
23	21	41.0	28
22	22	0.0	16
7	22	15.7	16
1	22	27.4	16
27	22	39.5	16
23	23	0.0	22
32	23	5.9	22
3	23	8.6	22
39	23	24.0	22
24	24	0.0	6
11	24	5.0	6
27	24	5.8	6
1	24	10.9	6
25	25	0.0	10
5	25	8.4	10
31	25	11.9	10
14	25	13.0	10
26	26	0.0	9
8	26	10.0	9
36	26	15.3	9
29	26	15.5	9
27	27	0.0	14
1	27	11.7	14
24	27	13.6	14
11	27	15.8	14
28	28	0.0	19
19	28	35.4	19
36	28	39.1	19
12	28	43.4	19
29	29	0.0	23
15	29	28.0	23
12	29	29.2	23
8	29	30.3	23
30	30	0.0	32
17	30	36.0	32
37	30	44.1	32
18	30	44.9	32
31	31	0.0	20
14	31	8.0	20
5	31	16.8	20
25	31	23.9	20
32	32	0.0	25
23	32	6.7	25
3	32	16.4	25
39	32	32.6	25
33	33	0.0	19
2	33	10.4	19
16	33	16.5	19
13	33	27.6	19
34	34	0.0	25
20	34	2.9	25
9	34	27.2	25
13	34	45.1	25
35	35	0.0	25
40	35	36.6	25
3	35	44.4	25
23	35	52.4	25
36	36	0.0	24
8	36	26.8	24
6	36	33.6	24
26	36	40.8	24
37	37	0.0	10
30	37	13.8	10
26	37	17.8	10
17	37	25.0	10
38	38	0.0	32
40	38	49.7	32
21	38	56.5	32
39	38	65.3	32
39	39	0.0	27
21	39	10.1	27
3	39	23.2	27
23	39	29.5	27
40	40	0.0	27
35	40	39.5	27
38	40	41.9	27
18	40	65.7	27
