
Code
Dimension   Fixed Cost    Capacity
40	1204	124
Facility	Client	Transportation Cost	Demand
1	1	0.0	33
24	1	28.1	33
8	1	36.6	33
33	1	44.1	33
2	2	0.0	9
5	2	2.3	9
27	2	9.4	9
8	2	9.6	9
3	3	0.0	6
10	3	7.6	6
17	3	11.7	6
11	3	12.2	6
4	4	0.0	34
28	4	25.3	34
30	4	35.2	34
23	4	53.8	34
5	5	0.0	20
2	5	5.2	20
8	5	16.4	20
27	5	20.2	20
6	6	0.0	32
39	6	39.9	32
31	6	51.5	32
34	6	80.4	32
7	7	0.0	8
33	7	10.6	8
21	7	12.5	8
24	7	14.6	8
8	8	0.0	11
5	8	9.0	11
2	8	11.7	11
24	8	11.7	11
9	9	0.0	29
40	9	9.8	29
25	9	21.8	29
15	9	65.0	29
10	10	0.0	8
37	10	8.7	8
3	10	10.1	8
27	10	14.3	8
11	11	0.0	18
17	11	16.9	18
34	11	17.6	18
36	11	20.0	18
12	12	0.0	19
32	12	21.8	19
22	12	22.7	19
23	12	23.2	19
13	13	0.0	28
38	13	27.0	28
1	13	50.0	28
8	13	65.8	28
14	14	0.0	26
31	14	34.7	26
3	14	73.9	26
6	14	74.8	26
15	15	0.0	16
25	15	24.8	16
7	15	31.1	16
9	15	35.9	16
16	16	0.0	26
23	16	13.1	26
28	16	40.0	26
4	16	42.4	26
17	17	0.0	20
36	17	16.0	20
11	17	18.8	20
22	17	21.8	20
18	18	0.0	19
27	18	7.5	19
5	18	24.6	19
2	18	26.3	19
19	19	0.0	11
29	19	9.6	11
4	19	31.2	11
34	19	33.0	11
20	20	0.0	26
26	20	5.4	26
37	20	41.5	26
10	20	59.7	26
21	21	0.0	9
18	21	12.6	9
7	21	14.1	9
33	21	14.7	9
22	22	0.0	17
32	22	11.4	17
35	22	12.3	17
17	22	18.5	17
23	23	0.0	35
16	23	17.7	35
12	23	42.8	35
4	23	55.3	35
24	24	0.0	12
33	24	6.1	12
1	24	10.2	12
8	24	12.8	12
25	25	0.0	5
9	25	3.8	5
40	25	5.2	5
15	25	7.7	5
26	26	0.0	23
20	26	4.8	23
37	26	41.5	23
10	26	57.3	23
27	27	0.0	14
18	27	5.5	14
5	27	14.1	14
2	27	14.7	14
28	28	0.0	31
30	28	15.4	31
4	28	23.1	31
16	28	47.7	31
29	29	0.0	24
19	29	21.0	24
30	29	72.0	24
4	29	73.1	24
30	30	0.0	24
28	30	11.9	24
4	30	24.8	24
16	30	48.5	24
31	31	0.0	30
14	31	40.0	30
6	31	48.3	30
3	31	65.8	30
32	32	0.0	20
22	32	13.4	20
35	32	16.1	20
12	32	22.9	20
33	33	0.0	35
24	33	17.9	35
7	33	46.3	35
1	33	46.7	35
34	34	0.0	28
11	34	27.5	28
36	34	41.5	28
17	34	49.6	28
35	35	0.0	29
22	35	20.9	29
32	35	23.4	29
17	35	42.2	29
36	36	0.0	20
17	36	16.0	20
11	36	22.2	20
22	36	24.1	20
37	37	0.0	5
10	37	5.4	5
20	37	8.0	5
2	37	8.2	5
38	38	0.0	33
13	38	31.8	33
1	38	89.7	33
8	38	102.4	33
39	39	0.0	22
6	39	27.5	22
34	39	46.8	22
11	39	58.4	22
40	40	0.0	18
9	40	6.1	18
25	40	18.6	18
16	40	38.1	18
