
Code
Dimension   Fixed Cost    Capacity
40	1226	126
Facility	Client	Transportation Cost	Demand
1	1	0.0	33
11	1	59.0	33
35	1	73.4	33
8	1	76.3	33
2	2	0.0	35
4	2	20.8	35
5	2	84.5	35
23	2	86.5	35
3	3	0.0	22
31	3	20.5	22
25	3	28.0	22
13	3	28.8	22
4	4	0.0	20
2	4	11.9	20
5	4	37.1	20
23	4	37.6	20
5	5	0.0	31
23	5	28.2	31
17	5	45.4	31
4	5	57.6	31
6	6	0.0	27
27	6	16.5	27
33	6	17.0	27
38	6	29.3	27
7	7	0.0	31
39	7	20.4	31
10	7	40.5	31
28	7	69.7	31
8	8	0.0	10
35	8	7.7	10
22	8	9.9	10
36	8	16.2	10
9	9	0.0	6
26	9	3.5	6
33	9	5.2	6
38	9	8.3	6
10	10	0.0	21
7	10	27.4	21
39	10	30.0	21
22	10	34.1	21
11	11	0.0	15
1	11	26.8	15
40	11	35.2	15
32	11	37.3	15
12	12	0.0	6
16	12	5.7	6
28	12	6.6	6
32	12	10.7	6
13	13	0.0	27
14	13	32.4	27
3	13	35.4	27
20	13	35.7	27
14	14	0.0	12
20	14	13.8	12
13	14	14.4	12
3	14	29.7	12
15	15	0.0	17
30	15	6.2	17
25	15	10.6	17
21	15	21.4	17
16	16	0.0	17
28	16	12.4	17
12	16	16.0	17
39	16	30.3	17
17	17	0.0	25
19	17	21.3	25
5	17	36.6	25
29	17	53.0	25
18	18	0.0	34
36	18	35.2	34
22	18	54.0	34
35	18	66.6	34
19	19	0.0	8
17	19	6.8	8
9	19	11.6	8
33	19	12.3	8
20	20	0.0	35
14	20	40.3	35
13	20	46.3	35
24	20	63.0	35
21	21	0.0	35
30	21	40.6	35
15	21	44.1	35
25	21	46.0	35
22	22	0.0	5
35	22	3.8	5
36	22	4.5	5
8	22	4.9	5
23	23	0.0	19
5	23	17.3	19
4	23	35.7	19
17	23	44.3	19
24	24	0.0	33
20	24	59.4	33
7	24	90.8	33
3	24	91.3	33
25	25	0.0	14
15	25	8.8	14
30	25	13.4	14
3	25	17.8	14
26	26	0.0	35
9	26	20.3	35
37	26	46.4	35
34	26	47.2	35
27	27	0.0	35
6	27	21.4	35
33	27	41.7	35
38	27	57.0	35
28	28	0.0	12
16	28	8.7	12
12	28	13.3	12
39	28	19.3	12
29	29	0.0	19
34	29	7.9	19
19	29	31.4	19
26	29	31.9	19
30	30	0.0	5
15	30	1.8	5
25	30	4.8	5
21	30	5.8	5
31	31	0.0	24
3	31	22.4	24
21	31	34.4	24
13	31	40.4	24
32	32	0.0	12
12	32	21.5	12
16	32	23.4	12
27	32	26.0	12
33	33	0.0	14
6	33	8.8	14
9	33	12.0	14
38	33	14.1	14
34	34	0.0	10
29	34	4.1	10
26	34	13.5	10
19	34	17.3	10
35	35	0.0	29
8	35	22.2	29
22	35	22.3	29
36	35	27.6	29
36	36	0.0	12
22	36	10.7	12
35	36	11.4	12
18	36	12.4	12
37	37	0.0	17
26	37	22.5	17
9	37	28.0	17
38	37	34.1	17
38	38	0.0	21
33	38	21.1	21
6	38	22.8	21
9	38	29.1	21
39	39	0.0	35
7	39	23.0	35
10	39	50.0	35
28	39	56.4	35
40	40	0.0	26
11	40	61.1	26
37	40	77.7	26
38	40	81.7	26
