
Code
Dimension   Fixed Cost    Capacity
40	1239	127
Facility	Client	Transportation Cost	Demand
1	1	0.0	30
38	1	28.1	30
24	1	40.3	30
12	1	44.4	30
2	2	0.0	30
8	2	23.1	30
24	2	32.9	30
5	2	33.9	30
3	3	0.0	27
40	3	26.4	27
33	3	48.3	27
29	3	54.7	27
4	4	0.0	29
21	4	34.1	29
2	4	48.6	29
35	4	51.8	29
5	5	0.0	25
8	5	9.7	25
24	5	21.0	25
11	5	25.6	25
6	6	0.0	18
35	6	5.0	18
9	6	16.9	18
26	6	18.4	18
7	7	0.0	24
17	7	11.3	24
36	7	24.6	24
25	7	24.6	24
8	8	0.0	24
5	8	9.3	24
2	8	18.5	24
24	8	21.2	24
9	9	0.0	16
26	9	13.9	16
20	9	14.6	16
6	9	15.1	16
10	10	0.0	18
34	10	26.7	18
16	10	28.1	18
37	10	32.9	18
11	11	0.0	28
5	11	28.7	28
8	11	39.1	28
24	11	43.9	28
12	12	0.0	24
36	12	22.5	24
38	12	26.8	24
25	12	32.1	24
13	13	0.0	26
31	13	6.7	26
19	13	21.5	26
14	13	22.1	26
14	14	0.0	6
31	14	4.0	6
13	14	5.1	6
20	14	8.8	6
15	15	0.0	24
38	15	15.2	24
24	15	16.6	24
5	15	31.0	24
16	16	0.0	26
37	16	30.0	26
34	16	35.2	26
10	16	40.6	26
17	17	0.0	22
7	17	10.3	22
25	17	30.6	22
36	17	32.6	22
18	18	0.0	34
39	18	29.9	34
28	18	44.8	34
10	18	84.1	34
19	19	0.0	21
13	19	17.4	21
31	19	21.5	21
14	19	35.1	21
20	20	0.0	32
9	20	29.1	32
26	20	41.0	32
14	20	46.9	32
21	21	0.0	32
32	21	33.7	32
4	21	37.6	32
37	21	75.5	32
22	22	0.0	25
21	22	76.7	25
32	22	77.2	25
4	22	92.7	25
23	23	0.0	7
30	23	13.8	7
27	23	19.4	7
14	23	24.7	7
24	24	0.0	31
15	24	21.5	31
5	24	26.1	31
38	24	27.3	31
25	25	0.0	30
36	25	16.8	30
7	25	30.8	30
12	25	40.1	30
26	26	0.0	9
33	26	7.8	9
9	26	7.8	9
6	26	9.2	9
27	27	0.0	34
29	27	68.9	34
30	27	75.4	34
14	27	79.9	34
28	28	0.0	28
39	28	20.0	28
18	28	36.9	28
3	28	68.5	28
29	29	0.0	19
27	29	38.5	19
3	29	38.5	19
33	29	39.0	19
30	30	0.0	11
13	30	18.1	11
14	30	18.1	11
31	30	19.3	11
31	31	0.0	8
13	31	2.1	8
14	31	5.3	8
19	31	8.2	8
32	32	0.0	17
21	32	17.9	17
37	32	33.5	17
4	32	37.6	17
33	33	0.0	16
26	33	13.9	16
40	33	17.3	16
9	33	26.6	16
34	34	0.0	10
37	34	5.3	10
16	34	13.5	10
10	34	14.8	10
35	35	0.0	6
6	35	1.7	6
9	35	6.8	6
26	35	7.8	6
36	36	0.0	18
25	36	10.1	18
12	36	16.9	18
7	36	18.4	18
37	37	0.0	17
34	37	9.1	17
16	37	19.6	17
10	37	31.1	17
38	38	0.0	20
15	38	12.7	20
24	38	17.6	20
1	38	18.7	20
39	39	0.0	15
28	39	10.7	15
18	39	13.2	15
3	39	43.9	15
40	40	0.0	15
3	40	14.7	15
33	40	16.2	15
26	40	27.6	15
