
Code
Dimension   Fixed Cost    Capacity
40	1208	123
Facility	Client	Transportation Cost	Demand
1	1	0.0	14
2	1	12.2	14
7	1	17.5	14
12	1	20.3	14
2	2	0.0	28
1	2	24.5	28
7	2	25.0	28
23	2	53.9	28
3	3	0.0	14
27	3	6.9	14
25	3	9.6	14
38	3	15.4	14
4	4	0.0	23
20	4	10.4	23
36	4	28.1	23
1	4	39.1	23
5	5	0.0	28
19	5	43.7	28
13	5	44.8	28
29	5	46.8	28
6	6	0.0	10
40	6	0.6	10
31	6	15.1	10
9	6	16.2	10
7	7	0.0	21
2	7	18.8	21
1	7	26.3	21
23	7	28.7	21
8	8	0.0	35
21	8	29.5	35
14	8	35.9	35
34	8	84.6	35
9	9	0.0	32
31	9	10.6	32
17	9	30.9	32
6	9	51.7	32
10	10	0.0	22
16	10	7.5	22
25	10	25.9	22
23	10	29.7	22
11	11	0.0	13
19	11	7.5	13
13	11	9.7	13
35	11	16.1	13
12	12	0.0	21
38	12	6.6	21
32	12	17.4	21
27	12	19.6	21
13	13	0.0	13
19	13	7.8	13
11	13	9.7	13
5	13	20.8	13
14	14	0.0	18
8	14	18.5	18
21	14	32.6	18
33	14	33.6	18
15	15	0.0	29
24	15	26.7	29
10	15	48.5	29
16	15	54.3	29
16	16	0.0	29
10	16	9.9	29
25	16	24.3	29
23	16	31.1	29
17	17	0.0	13
9	17	12.6	13
22	17	12.8	13
31	17	16.7	13
18	18	0.0	15
26	18	0.7	15
33	18	16.9	15
36	18	17.5	15
19	19	0.0	20
11	19	11.5	20
13	19	12.0	20
29	19	23.4	20
20	20	0.0	29
4	20	13.2	29
36	20	45.5	29
1	20	55.1	29
21	21	0.0	33
8	21	27.8	33
14	21	59.8	33
34	21	67.8	33
22	22	0.0	25
17	22	24.6	25
30	22	28.7	25
9	22	43.4	25
23	23	0.0	31
25	23	18.7	31
16	23	33.3	31
3	23	34.7	31
24	24	0.0	15
15	24	13.8	15
7	24	32.8	15
10	24	36.7	15
25	25	0.0	21
23	25	12.7	21
3	25	14.4	21
16	25	17.6	21
26	26	0.0	12
18	26	0.6	12
33	26	13.1	12
36	26	14.2	12
27	27	0.0	24
3	27	11.9	24
38	27	17.6	24
12	27	22.4	24
28	28	0.0	21
33	28	43.5	21
14	28	52.5	21
36	28	62.2	21
29	29	0.0	24
39	29	5.4	24
37	29	26.5	24
19	29	28.1	24
30	30	0.0	11
22	30	12.6	11
40	30	22.9	11
17	30	23.2	11
31	31	0.0	6
9	31	2.0	6
17	31	7.7	6
6	31	9.1	6
32	32	0.0	11
38	32	6.1	11
12	32	9.1	11
27	32	10.5	11
33	33	0.0	11
26	33	12.0	11
18	33	12.4	11
36	33	13.7	11
34	34	0.0	32
21	34	65.7	32
8	34	77.3	32
14	34	87.4	32
35	35	0.0	18
11	35	22.3	18
19	35	31.9	18
13	35	34.8	18
36	36	0.0	24
18	36	28.0	24
26	36	28.4	24
4	36	29.3	24
37	37	0.0	19
39	37	19.9	19
29	37	21.0	19
19	37	40.7	19
38	38	0.0	23
12	38	7.2	23
32	38	12.8	23
27	38	16.9	23
39	39	0.0	8
29	39	1.8	8
37	39	8.4	8
19	39	11.0	8
40	40	0.0	30
6	40	1.7	30
31	40	47.0	30
9	40	50.0	30
