
Code
Dimension   Fixed Cost    Capacity
40	1224	126
Facility	Client	Transportation Cost	Demand
1	1	0.0	11
29	1	6.8	11
34	1	17.6	11
26	1	18.4	11
2	2	0.0	28
28	2	32.7	28
32	2	34.2	28
21	2	35.6	28
3	3	0.0	20
37	3	8.2	20
6	3	24.9	20
30	3	57.9	20
4	4	0.0	15
16	4	37.0	15
25	4	40.8	15
19	4	46.4	15
5	5	0.0	18
30	5	11.3	18
39	5	15.0	18
24	5	25.7	18
6	6	0.0	13
3	6	16.2	13
37	6	17.5	13
30	6	53.8	13
7	7	0.0	35
31	7	45.8	35
27	7	65.6	35
20	7	90.6	35
8	8	0.0	17
32	8	29.1	17
27	8	29.3	17
31	8	38.9	17
9	9	0.0	26
38	9	35.9	26
28	9	39.1	26
13	9	43.0	26
10	10	0.0	19
13	10	16.1	19
35	10	21.5	19
15	10	29.5	19
11	11	0.0	27
33	11	43.2	27
24	11	65.6	27
37	11	85.2	27
12	12	0.0	11
36	12	7.8	11
15	12	16.7	11
22	12	25.4	11
13	13	0.0	11
10	13	9.3	11
35	13	13.1	11
9	13	18.2	11
14	14	0.0	34
40	14	23.0	34
20	14	35.4	34
2	14	63.0	34
15	15	0.0	30
22	15	30.3	30
36	15	42.6	30
12	15	45.6	30
16	16	0.0	16
19	16	12.9	16
25	16	15.0	16
23	16	22.4	16
17	17	0.0	23
23	17	34.2	23
5	17	48.5	23
19	17	50.2	23
18	18	0.0	20
34	18	27.9	20
35	18	34.4	20
10	18	34.8	20
19	19	0.0	16
25	19	9.7	16
23	19	11.3	16
16	19	12.9	16
20	20	0.0	31
40	20	11.5	31
14	20	32.2	31
32	20	46.4	31
21	21	0.0	13
28	21	3.9	13
2	21	16.5	13
35	21	18.2	13
22	22	0.0	20
15	22	20.2	20
26	22	41.4	20
18	22	41.6	20
23	23	0.0	35
19	23	24.7	35
25	23	43.6	35
16	23	49.0	35
24	24	0.0	13
33	24	14.2	13
5	24	18.5	13
16	24	21.0	13
25	25	0.0	13
19	25	7.9	13
16	25	12.2	13
23	25	16.2	13
26	26	0.0	11
29	26	11.9	11
1	26	18.4	11
34	26	20.5	11
27	27	0.0	21
31	27	18.2	21
20	27	35.9	21
8	27	36.2	21
28	28	0.0	8
21	28	2.4	8
2	28	9.4	8
38	28	11.4	8
29	29	0.0	34
1	29	20.9	34
26	29	36.7	34
34	29	46.3	34
30	30	0.0	5
39	30	1.2	5
5	30	3.1	5
24	30	10.2	5
31	31	0.0	33
27	31	28.6	33
7	31	43.2	33
8	31	75.5	33
32	32	0.0	9
2	32	11.0	9
20	32	13.5	9
40	32	14.2	9
33	33	0.0	33
24	33	36.0	33
11	33	52.8	33
16	33	62.6	33
34	34	0.0	28
29	34	38.1	28
18	34	39.1	28
1	34	44.8	28
35	35	0.0	11
10	35	12.4	11
13	35	13.1	11
21	35	15.4	11
36	36	0.0	34
12	36	24.0	34
15	36	48.3	34
10	36	61.9	34
37	37	0.0	28
3	37	11.5	28
6	37	37.6	28
30	37	80.3	28
38	38	0.0	24
2	38	32.5	24
9	38	33.1	24
28	38	34.3	24
39	39	0.0	14
30	39	3.2	14
5	39	11.7	14
24	39	31.6	14
40	40	0.0	35
20	40	12.9	35
14	40	23.7	35
32	40	55.1	35
