
Code
Dimension   Fixed Cost    Capacity
40	1142	112
Facility	Client	Transportation Cost	Demand
1	1	0.0	16
40	1	6.9	16
35	1	16.4	16
24	1	22.7	16
2	2	0.0	5
35	2	3.5	5
24	2	3.8	5
1	2	7.7	5
3	3	0.0	31
36	3	4.2	31
12	3	13.1	31
17	3	52.9	31
4	4	0.0	6
8	4	5.0	6
13	4	8.1	6
10	4	10.5	6
5	5	0.0	7
16	5	8.8	7
31	5	14.1	7
34	5	18.1	7
6	6	0.0	5
20	6	1.2	5
27	6	8.0	5
8	6	11.2	5
7	7	0.0	35
28	7	49.2	35
15	7	67.2	35
27	7	74.5	35
8	8	0.0	19
4	8	15.9	19
23	8	22.9	19
10	8	29.4	19
9	9	0.0	29
33	9	4.5	29
18	9	35.6	29
10	9	37.6	29
10	10	0.0	7
33	10	9.1	7
9	10	9.1	7
8	10	10.8	7
11	11	0.0	29
25	11	8.9	29
34	11	48.7	29
32	11	60.6	29
12	12	0.0	21
36	12	7.3	21
3	12	8.9	21
17	12	27.8	21
13	13	0.0	11
14	13	11.3	11
4	13	14.9	11
21	13	16.8	11
14	14	0.0	15
13	14	15.3	15
21	14	17.9	15
22	14	21.9	15
15	15	0.0	27
22	15	34.2	27
14	15	47.7	27
7	15	51.8	27
16	16	0.0	27
5	16	34.1	27
34	16	36.4	27
31	16	54.4	27
17	17	0.0	19
38	17	21.7	19
26	17	24.5	19
12	17	25.1	19
18	18	0.0	8
32	18	5.1	8
9	18	9.8	8
33	18	10.0	8
19	19	0.0	25
39	19	1.5	25
26	19	18.9	25
37	19	19.9	25
20	20	0.0	8
6	20	1.9	8
27	20	11.9	8
8	20	16.4	8
21	21	0.0	15
14	21	17.9	15
13	21	22.9	15
33	21	24.9	15
22	22	0.0	21
15	22	26.6	21
14	22	30.7	21
36	22	45.2	21
23	23	0.0	24
8	23	28.9	24
10	23	42.7	24
4	23	48.7	24
24	24	0.0	11
35	24	4.6	11
2	24	8.3	11
1	24	15.6	11
25	25	0.0	15
11	25	4.6	15
34	25	27.4	15
16	25	30.6	15
26	26	0.0	31
38	26	10.3	31
19	26	23.4	31
29	26	24.2	31
27	27	0.0	27
28	27	23.6	27
20	27	40.0	27
6	27	42.9	27
28	28	0.0	18
27	28	15.7	18
7	28	25.3	18
20	28	39.2	18
29	29	0.0	18
38	29	9.1	18
26	29	14.0	18
19	29	19.5	18
30	30	0.0	27
27	30	52.6	27
28	30	61.0	27
7	30	65.2	27
31	31	0.0	10
16	31	20.1	10
5	31	20.2	10
25	31	21.0	10
32	32	0.0	30
18	32	19.0	30
33	32	49.7	30
9	32	50.7	30
33	33	0.0	21
9	33	3.3	21
18	33	26.2	21
10	33	27.2	21
34	34	0.0	6
16	34	8.1	6
11	34	10.1	6
25	34	10.9	6
35	35	0.0	25
24	35	10.5	25
2	35	17.5	25
1	35	25.7	25
36	36	0.0	35
3	36	4.7	35
12	36	12.2	35
17	36	58.3	35
37	37	0.0	12
39	37	9.0	12
19	37	9.6	12
26	37	18.6	12
38	38	0.0	7
26	38	2.3	7
29	38	3.5	7
19	38	6.6	7
39	39	0.0	15
19	39	0.9	15
37	39	11.2	15
26	39	12.0	15
40	40	0.0	34
1	40	14.7	34
35	40	43.1	34
17	40	51.7	34
