
Code
Dimension   Fixed Cost    Capacity
40	1209	123
Facility	Client	Transportation Cost	Demand
1	1	0.0	33
33	1	39.0	33
9	1	40.0	33
17	1	46.9	33
2	2	0.0	27
7	2	9.4	27
3	2	19.8	27
27	2	22.5	27
3	3	0.0	23
27	3	6.6	23
2	3	16.9	23
30	3	21.7	23
4	4	0.0	18
22	4	15.4	18
38	4	20.2	18
17	4	42.8	18
5	5	0.0	7
24	5	5.6	7
23	5	8.6	7
9	5	10.4	7
6	6	0.0	22
18	6	11.8	22
32	6	20.1	22
13	6	27.9	22
7	7	0.0	18
2	7	6.3	18
15	7	15.3	18
30	7	17.1	18
8	8	0.0	25
14	8	28.5	25
10	8	28.6	25
13	8	35.8	25
9	9	0.0	20
1	9	24.2	20
5	9	29.6	20
17	9	32.0	20
10	10	0.0	26
8	10	29.7	26
14	10	35.4	26
19	10	39.8	26
11	11	0.0	15
16	11	13.0	15
19	11	18.9	15
35	11	19.3	15
12	12	0.0	11
20	12	6.6	11
29	12	14.4	11
39	12	21.8	11
13	13	0.0	24
14	13	10.0	24
6	13	30.5	24
18	13	32.5	24
14	14	0.0	31
13	14	13.0	31
8	14	35.4	31
10	14	42.2	31
15	15	0.0	9
31	15	6.9	9
7	15	7.6	9
2	15	9.0	9
16	16	0.0	21
11	16	18.2	21
28	16	30.9	21
34	16	31.8	21
17	17	0.0	23
38	17	30.8	23
1	17	32.7	23
9	17	36.8	23
18	18	0.0	26
32	18	11.0	26
6	18	14.0	26
13	18	35.2	26
19	19	0.0	17
35	19	18.7	17
11	19	21.4	17
14	19	24.9	17
20	20	0.0	16
12	20	9.6	16
29	20	18.6	16
39	20	35.8	16
21	21	0.0	27
11	21	41.2	27
13	21	47.7	27
19	21	48.3	27
22	22	0.0	9
4	22	7.7	9
38	22	16.6	9
33	22	21.2	9
23	23	0.0	35
26	23	12.4	35
24	23	42.9	35
5	23	43.2	35
24	24	0.0	33
5	24	26.5	33
23	24	40.5	33
39	24	45.2	33
25	25	0.0	10
34	25	12.6	10
40	25	16.8	10
16	25	26.4	10
26	26	0.0	14
23	26	5.0	14
24	26	20.5	14
39	26	20.8	14
27	27	0.0	16
3	27	4.6	16
2	27	13.3	16
36	27	15.4	16
28	28	0.0	18
16	28	26.5	18
11	28	31.8	18
21	28	34.7	18
29	29	0.0	17
20	29	19.7	17
12	29	22.2	17
39	29	24.0	17
30	30	0.0	30
3	30	28.3	30
7	30	28.4	30
2	30	29.0	30
31	31	0.0	8
15	31	6.1	8
2	31	8.6	8
7	31	9.4	8
32	32	0.0	26
18	32	11.0	26
6	32	23.7	26
13	32	44.9	26
33	33	0.0	24
1	33	28.3	24
35	33	41.7	24
10	33	42.5	24
34	34	0.0	35
25	34	44.0	35
40	34	47.2	35
16	34	53.0	35
35	35	0.0	15
19	35	16.5	15
11	35	19.3	15
16	35	25.4	15
36	36	0.0	33
27	36	31.7	33
3	36	38.4	33
6	36	58.7	33
37	37	0.0	5
32	37	9.8	5
36	37	10.3	5
31	37	10.8	5
38	38	0.0	34
4	38	38.2	34
17	38	45.5	34
22	38	62.7	34
39	39	0.0	9
24	39	12.3	9
29	39	12.7	9
26	39	13.4	9
40	40	0.0	15
34	40	20.2	15
16	40	23.0	15
25	40	25.1	15
