
Code
Dimension   Fixed Cost    Capacity
40	1202	122
Facility	Client	Transportation Cost	Demand
1	1	0.0	13
20	1	15.7	13
14	1	19.6	13
32	1	21.4	13
2	2	0.0	11
5	2	4.0	11
28	2	6.9	11
12	2	10.2	11
3	3	0.0	12
11	3	21.8	12
20	3	21.8	12
18	3	22.8	12
4	4	0.0	20
24	4	26.0	20
39	4	29.0	20
36	4	29.3	20
5	5	0.0	6
2	5	2.2	6
12	5	3.4	6
38	5	5.2	6
6	6	0.0	15
27	6	22.9	15
22	6	28.5	15
18	6	30.7	15
7	7	0.0	16
16	7	16.1	16
36	7	27.5	16
24	7	29.0	16
8	8	0.0	31
23	8	29.1	31
34	8	47.5	31
17	8	50.9	31
9	9	0.0	13
17	9	4.9	13
16	9	15.9	13
23	9	18.5	13
10	10	0.0	19
29	10	54.9	19
35	10	55.3	19
30	10	62.3	19
11	11	0.0	22
18	11	6.0	22
34	11	30.1	22
3	11	40.0	22
12	12	0.0	20
5	12	11.4	20
38	12	11.7	20
2	12	18.6	20
13	13	0.0	33
28	13	28.4	33
15	13	32.9	33
37	13	38.4	33
14	14	0.0	34
32	14	4.8	34
1	14	51.4	34
20	14	85.5	34
15	15	0.0	19
37	15	10.4	19
19	15	15.4	19
13	15	18.9	19
16	16	0.0	19
7	16	19.1	19
9	16	23.3	19
17	16	30.4	19
17	17	0.0	22
9	17	8.3	22
23	17	25.7	22
16	17	35.2	22
18	18	0.0	17
11	18	4.7	17
34	18	27.9	17
3	18	32.3	17
19	19	0.0	29
15	19	23.5	29
24	19	23.9	29
37	19	35.5	29
20	20	0.0	24
1	20	29.0	24
25	20	30.3	24
30	20	34.0	24
21	21	0.0	14
27	21	19.5	14
6	21	29.5	14
22	21	35.0	14
22	22	0.0	29
27	22	32.0	29
6	22	55.1	29
3	22	56.9	29
23	23	0.0	18
8	23	16.9	18
17	23	21.0	18
9	23	25.6	18
24	24	0.0	28
36	24	13.5	28
19	24	23.0	28
4	24	36.4	28
25	25	0.0	8
30	25	4.9	8
20	25	10.1	8
29	25	15.5	8
26	26	0.0	30
29	26	27.7	30
34	26	53.4	30
8	26	53.6	30
27	27	0.0	10
22	27	11.1	10
21	27	13.9	10
6	27	15.3	10
28	28	0.0	15
2	28	9.4	15
13	28	12.9	15
5	28	14.8	15
29	29	0.0	18
26	29	16.6	18
30	29	24.0	18
25	29	34.9	18
30	30	0.0	12
25	30	7.3	12
29	30	16.0	12
20	30	17.0	12
31	31	0.0	34
40	31	26.5	34
39	31	132.7	34
16	31	141.3	34
32	32	0.0	34
14	32	4.8	34
1	32	56.0	34
20	32	90.3	34
33	33	0.0	21
28	33	27.0	21
4	33	32.2	21
13	33	32.9	21
34	34	0.0	9
11	34	12.3	9
8	34	13.8	9
18	34	14.8	9
35	35	0.0	28
23	35	52.6	28
26	35	61.4	28
8	35	62.6	28
36	36	0.0	28
24	36	13.5	28
39	36	29.7	28
19	36	36.0	28
37	37	0.0	20
15	37	11.0	20
13	37	23.3	20
19	37	24.5	20
38	38	0.0	17
12	38	10.0	17
5	38	14.7	17
2	38	19.1	17
39	39	0.0	17
36	39	18.0	17
24	39	24.0	17
4	39	24.6	17
40	40	0.0	31
31	40	24.1	31
39	40	99.1	31
16	40	106.5	31
