
Code
Dimension   Fixed Cost    Capacity
40	1247	132
Facility	Client	Transportation Cost	Demand
1	1	0.0	16
24	1	17.2	16
4	1	17.7	16
13	1	18.7	16
2	2	0.0	25
34	2	12.1	25
29	2	33.2	25
19	2	35.1	25
3	3	0.0	13
12	3	17.5	13
16	3	22.4	13
18	3	23.7	13
4	4	0.0	16
1	4	17.7	16
13	4	25.7	16
21	4	27.1	16
5	5	0.0	13
9	5	12.9	13
8	5	13.8	13
20	5	15.1	13
6	6	0.0	34
11	6	35.0	34
10	6	41.0	34
24	6	42.5	34
7	7	0.0	17
8	7	4.1	17
20	7	4.1	17
36	7	5.4	17
8	8	0.0	30
20	8	3.6	30
9	8	5.5	30
7	8	7.2	30
9	9	0.0	31
8	9	5.7	31
20	9	6.5	31
7	9	12.9	31
10	10	0.0	25
30	10	27.8	25
6	10	30.1	25
11	10	47.0	25
11	11	0.0	14
6	11	14.4	14
24	11	17.3	14
14	11	19.2	14
12	12	0.0	32
18	12	37.2	32
3	12	43.1	32
16	12	56.4	32
13	13	0.0	10
1	13	11.7	10
37	13	13.3	10
24	13	15.4	10
14	14	0.0	29
33	14	24.9	29
11	14	39.7	29
35	14	47.5	29
15	15	0.0	20
36	15	9.3	20
7	15	15.4	20
40	15	18.2	20
16	16	0.0	27
18	16	24.2	27
25	16	44.2	27
3	16	46.6	27
17	17	0.0	22
19	17	25.1	22
29	17	36.5	22
23	17	48.9	22
18	18	0.0	23
16	18	20.6	23
12	18	26.7	23
3	18	41.9	23
19	19	0.0	33
17	19	37.6	33
29	19	39.2	33
2	19	46.4	33
20	20	0.0	24
8	20	2.9	24
9	20	5.0	24
7	20	5.8	24
21	21	0.0	18
39	21	9.1	18
27	21	14.6	18
4	21	30.5	18
22	22	0.0	8
25	22	2.8	8
35	22	9.1	8
33	22	15.2	8
23	23	0.0	25
19	23	40.9	25
34	23	51.1	25
17	23	55.6	25
24	24	0.0	10
1	24	10.7	10
11	24	12.3	10
6	24	12.5	10
25	25	0.0	26
22	25	9.0	26
35	25	30.5	26
16	25	42.6	26
26	26	0.0	25
33	26	35.0	25
14	26	44.7	25
30	26	47.2	25
27	27	0.0	32
21	27	25.9	32
39	27	27.1	32
5	27	47.6	32
28	28	0.0	28
31	28	5.3	28
38	28	11.8	28
3	28	68.6	28
29	29	0.0	25
19	29	29.7	25
2	29	33.2	25
17	29	41.4	25
30	30	0.0	35
10	30	38.9	35
11	30	51.2	35
6	30	52.7	35
31	31	0.0	12
28	31	2.3	12
38	31	5.2	12
3	31	29.6	12
32	32	0.0	26
26	32	55.8	26
30	32	60.6	26
10	32	70.7	26
33	33	0.0	10
14	33	8.6	10
26	33	14.0	10
35	33	15.8	10
34	34	0.0	9
2	34	4.3	9
19	34	12.8	9
29	34	15.3	9
35	35	0.0	13
22	35	14.8	13
25	35	15.3	13
33	35	20.6	13
36	36	0.0	14
7	36	4.5	14
15	36	6.5	14
8	36	7.4	14
37	37	0.0	21
13	37	27.9	21
24	37	31.6	21
11	37	37.3	21
38	38	0.0	29
28	38	12.2	29
31	38	12.5	29
3	38	59.1	29
39	39	0.0	32
21	39	16.2	32
27	39	27.1	32
1	39	65.8	32
40	40	0.0	31
36	40	26.6	31
15	40	28.2	31
7	40	32.7	31
