
Code
Dimension   Fixed Cost    Capacity
40	1183	118
Facility	Client	Transportation Cost	Demand
1	1	0.0	26
7	1	16.3	26
21	1	20.4	26
29	1	39.8	26
2	2	0.0	25
14	2	22.1	25
15	2	27.6	25
13	2	32.3	25
3	3	0.0	18
5	3	11.8	18
16	3	21.9	18
24	3	29.9	18
4	4	0.0	29
40	4	3.7	29
19	4	15.0	29
34	4	27.8	29
5	5	0.0	21
3	5	13.7	21
24	5	30.0	21
39	5	34.4	21
6	6	0.0	33
22	6	10.1	33
31	6	56.1	33
12	6	66.1	33
7	7	0.0	10
1	7	6.3	10
21	7	12.5	10
37	7	17.6	10
8	8	0.0	26
30	8	18.7	26
18	8	31.0	26
14	8	35.9	26
9	9	0.0	21
26	9	25.9	21
36	9	57.7	21
32	9	57.7	21
10	10	0.0	24
27	10	18.9	24
35	10	21.0	24
21	10	25.3	24
11	11	0.0	11
29	11	2.4	11
17	11	18.9	11
1	11	19.0	11
12	12	0.0	13
6	12	26.0	13
22	12	28.0	13
25	12	36.7	13
13	13	0.0	33
38	13	3.9	33
2	13	42.6	33
35	13	46.5	33
14	14	0.0	14
2	14	12.4	14
18	14	14.8	14
8	14	19.3	14
15	15	0.0	8
31	15	7.8	8
2	15	8.8	8
30	15	14.3	8
16	16	0.0	26
3	16	31.7	26
5	16	48.3	26
36	16	52.3	26
17	17	0.0	28
23	17	10.1	28
33	17	35.9	28
29	17	46.1	28
18	18	0.0	17
14	18	18.0	17
8	18	20.3	17
20	18	27.9	17
19	19	0.0	8
40	19	3.9	8
4	19	4.1	8
35	19	7.8	8
20	20	0.0	27
18	20	44.3	27
4	20	70.0	27
14	20	70.5	27
21	21	0.0	5
1	21	3.9	5
10	21	5.3	5
7	21	6.3	5
22	22	0.0	29
6	22	8.9	29
31	22	40.8	29
12	22	62.5	29
23	23	0.0	14
17	23	5.0	14
33	23	17.2	14
10	23	20.0	14
24	24	0.0	29
39	24	10.3	29
5	24	41.4	29
37	24	47.0	29
25	25	0.0	15
28	25	6.0	15
26	25	29.4	15
31	25	34.2	15
26	26	0.0	13
9	26	16.0	13
28	26	23.8	13
25	26	25.5	13
27	27	0.0	21
35	27	5.3	21
10	27	16.6	21
19	27	21.1	21
28	28	0.0	12
25	28	4.8	12
26	28	22.0	12
31	28	26.6	12
29	29	0.0	7
11	29	1.5	7
1	29	10.7	7
17	29	11.5	7
30	30	0.0	31
8	30	22.3	31
14	30	53.3	31
15	30	55.5	31
31	31	0.0	31
15	31	30.2	31
22	31	43.6	31
6	31	52.7	31
32	32	0.0	23
9	32	63.2	23
36	32	64.6	23
26	32	86.4	23
33	33	0.0	29
23	33	35.5	29
17	33	37.2	29
13	33	43.8	29
34	34	0.0	24
4	34	23.0	24
19	34	24.0	24
40	34	25.7	24
35	35	0.0	10
27	35	2.5	10
10	35	8.8	10
19	35	9.7	10
36	36	0.0	22
16	36	44.3	22
9	36	60.4	22
32	36	61.8	22
37	37	0.0	5
39	37	6.5	5
24	37	8.1	5
7	37	8.8	5
38	38	0.0	11
13	38	1.3	11
35	38	14.3	11
2	38	15.5	11
39	39	0.0	28
24	39	10.0	28
37	39	36.3	28
5	39	45.9	28
40	40	0.0	14
4	40	1.8	14
19	40	6.8	14
34	40	15.0	14
