
Code
Dimension   Fixed Cost    Capacity
40	1224	125
Facility	Client	Transportation Cost	Demand
1	1	0.0	29
35	1	14.5	29
18	1	27.6	29
5	1	34.1	29
2	2	0.0	17
11	2	6.3	17
26	2	17.7	17
29	2	25.0	17
3	3	0.0	19
8	3	13.0	19
23	3	16.3	19
19	3	40.7	19
4	4	0.0	5
16	4	0.1	5
37	4	2.8	5
22	4	5.6	5
5	5	0.0	18
18	5	8.0	18
33	5	9.1	18
17	5	15.8	18
6	6	0.0	20
24	6	7.6	20
40	6	56.8	20
21	6	68.7	20
7	7	0.0	15
19	7	10.7	15
12	7	14.8	15
14	7	16.3	15
8	8	0.0	30
3	8	20.5	30
23	8	43.4	30
32	8	55.4	30
9	9	0.0	5
11	9	6.8	5
10	9	7.6	5
2	9	7.8	5
10	10	0.0	8
9	10	12.1	8
11	10	22.0	8
2	10	24.1	8
11	11	0.0	30
2	11	11.1	30
29	11	36.4	30
26	11	37.8	30
12	12	0.0	18
14	12	7.7	18
7	12	17.8	18
32	12	23.8	18
13	13	0.0	21
20	13	20.9	21
34	13	24.6	21
35	13	34.3	21
14	14	0.0	21
12	14	9.0	21
32	14	22.9	21
7	14	22.9	21
15	15	0.0	29
30	15	53.2	29
39	15	55.2	29
20	15	56.7	29
16	16	0.0	17
4	16	0.2	17
37	16	9.5	17
22	16	18.8	17
17	17	0.0	5
18	17	2.5	5
35	17	4.1	5
5	17	4.4	5
18	18	0.0	28
5	18	12.4	28
17	18	14.0	28
35	18	19.7	28
19	19	0.0	8
7	19	5.7	8
14	19	11.2	8
23	19	11.3	8
20	20	0.0	33
17	20	29.4	33
13	20	32.8	33
35	20	36.2	33
21	21	0.0	29
27	21	22.0	29
39	21	73.2	29
15	21	84.3	29
22	22	0.0	33
16	22	36.4	33
4	22	36.8	33
38	22	50.3	33
23	23	0.0	25
3	23	21.4	25
19	23	35.4	25
8	23	36.1	25
24	24	0.0	19
6	24	7.3	19
40	24	48.4	19
21	24	59.0	19
25	25	0.0	29
26	25	56.4	29
37	25	71.5	29
7	25	72.2	29
26	26	0.0	19
2	26	19.8	19
11	26	23.9	19
29	26	30.5	19
27	27	0.0	32
21	27	24.2	32
39	27	63.2	32
15	27	68.8	32
28	28	0.0	28
32	28	53.9	28
8	28	65.4	28
40	28	71.5	28
29	29	0.0	7
11	29	8.5	7
2	29	10.3	7
26	29	11.3	7
30	30	0.0	17
31	30	9.8	17
36	30	29.9	17
38	30	30.0	17
31	31	0.0	29
30	31	16.6	29
36	31	47.5	29
38	31	47.6	29
32	32	0.0	11
14	32	12.0	11
12	32	14.6	11
8	32	20.3	11
33	33	0.0	31
5	33	15.7	31
18	33	27.1	31
17	33	35.9	31
34	34	0.0	34
13	34	39.9	34
20	34	72.9	34
30	34	73.9	34
35	35	0.0	18
1	35	9.0	18
18	35	12.7	18
17	35	14.7	18
36	36	0.0	18
38	36	0.1	18
22	36	27.5	18
31	36	29.5	18
37	37	0.0	24
4	37	13.4	24
16	37	13.4	24
22	37	37.4	24
38	38	0.0	12
36	38	0.0	12
22	38	18.3	12
31	38	19.7	12
39	39	0.0	19
15	39	36.2	19
40	39	37.4	19
27	39	37.5	19
40	40	0.0	26
39	40	51.2	26
24	40	66.3	26
28	40	66.4	26
