
Code
Dimension   Fixed Cost    Capacity
40	1245	131
Facility	Client	Transportation Cost	Demand
1	1	0.0	34
14	1	26.0	34
18	1	39.5	34
28	1	48.7	34
2	2	0.0	32
25	2	17.3	32
23	2	28.0	32
9	2	35.8	32
3	3	0.0	33
20	3	85.7	33
32	3	93.7	33
19	3	139.8	33
4	4	0.0	17
33	4	31.8	17
37	4	36.4	17
13	4	43.5	17
5	5	0.0	20
31	5	23.6	20
24	5	31.3	20
25	5	64.7	20
6	6	0.0	14
10	6	8.6	14
30	6	13.9	14
26	6	19.0	14
7	7	0.0	22
29	7	13.9	22
9	7	26.6	22
8	7	41.9	22
8	8	0.0	9
33	8	9.3	9
13	8	11.3	9
37	8	13.5	9
9	9	0.0	30
29	9	19.2	30
2	9	33.6	30
7	9	36.2	30
10	10	0.0	18
6	10	11.1	18
30	10	17.4	18
26	10	33.0	18
11	11	0.0	22
15	11	7.0	22
23	11	18.6	22
14	11	27.3	22
12	12	0.0	11
16	12	7.4	11
34	12	10.3	11
39	12	18.4	11
13	13	0.0	23
37	13	10.7	23
8	13	28.8	23
36	13	33.9	23
14	14	0.0	10
1	14	7.7	10
11	14	12.4	10
15	14	13.4	10
15	15	0.0	35
11	15	11.1	35
23	15	19.0	35
25	15	43.2	35
16	16	0.0	22
12	16	14.9	22
40	16	25.0	22
39	16	28.3	22
17	17	0.0	24
22	17	43.0	24
20	17	50.0	24
38	17	53.1	24
18	18	0.0	33
28	18	18.1	33
19	18	36.6	33
1	18	38.4	33
19	19	0.0	17
35	19	6.8	17
18	19	18.8	17
32	19	23.8	17
20	20	0.0	32
32	20	49.0	32
17	20	66.7	32
19	20	77.1	32
21	21	0.0	13
40	21	7.3	13
39	21	11.9	13
16	21	20.7	13
22	22	0.0	25
34	22	24.7	25
38	22	42.4	25
12	22	44.2	25
23	23	0.0	5
15	23	2.7	5
25	23	3.5	5
11	23	4.2	5
24	24	0.0	30
31	24	23.9	30
5	24	47.0	30
25	24	61.5	30
25	25	0.0	6
2	25	3.3	6
23	25	4.2	6
15	25	7.4	6
26	26	0.0	17
6	26	23.0	17
16	26	27.3	17
10	26	31.1	17
27	27	0.0	28
28	27	18.5	28
18	27	33.2	28
19	27	53.6	28
28	28	0.0	10
18	28	5.5	10
27	28	6.6	10
1	28	14.3	10
29	29	0.0	21
7	29	13.2	21
9	29	13.4	21
2	29	34.2	21
30	30	0.0	23
10	30	22.3	23
6	30	22.9	23
26	30	53.0	23
31	31	0.0	34
24	31	27.1	34
5	31	40.2	34
25	31	96.7	34
32	32	0.0	28
19	32	39.3	28
35	32	40.5	28
20	32	42.9	28
33	33	0.0	25
8	33	25.8	25
37	33	34.9	25
13	33	37.1	25
34	34	0.0	25
12	34	23.3	25
22	34	24.7	25
16	34	40.1	25
35	35	0.0	28
19	35	11.2	28
18	35	33.7	28
32	35	40.5	28
36	36	0.0	6
37	36	8.0	6
13	36	8.9	6
33	36	16.3	6
37	37	0.0	24
13	37	11.2	24
36	37	32.0	24
33	37	33.5	24
38	38	0.0	16
39	38	26.6	16
22	38	27.1	16
34	38	32.8	16
39	39	0.0	29
21	39	26.5	29
40	39	29.5	29
16	39	37.3	29
40	40	0.0	28
21	40	15.7	28
39	40	28.5	28
16	40	31.8	28
