
Code
Dimension   Fixed Cost    Capacity
40	1163	115
Facility	Client	Transportation Cost	Demand
1	1	0.0	5
19	1	7.6	5
17	1	7.8	5
32	1	10.0	5
2	2	0.0	13
34	2	7.5	13
28	2	9.4	13
5	2	13.1	13
3	3	0.0	14
9	3	17.4	14
4	3	21.5	14
29	3	27.9	14
4	4	0.0	11
29	4	6.7	11
9	4	11.7	11
3	4	16.9	11
5	5	0.0	9
30	5	7.2	9
28	5	7.6	9
2	5	9.1	9
6	6	0.0	30
7	6	15.9	30
14	6	17.6	30
13	6	37.4	30
7	7	0.0	16
14	7	8.3	16
6	7	8.5	16
13	7	27.1	16
8	8	0.0	20
29	8	28.9	20
37	8	31.2	20
4	8	40.8	20
9	9	0.0	28
4	9	29.7	28
3	9	34.8	28
29	9	46.7	28
10	10	0.0	29
40	10	18.4	29
24	10	19.0	29
11	10	19.4	29
11	11	0.0	10
40	11	6.2	10
10	11	6.7	10
24	11	13.0	10
12	12	0.0	33
26	12	18.0	33
21	12	50.5	33
35	12	102.9	33
13	13	0.0	16
6	13	20.0	16
7	13	27.1	16
15	13	28.5	16
14	14	0.0	24
7	14	12.4	24
6	14	14.1	24
35	14	36.8	24
15	15	0.0	21
40	15	20.4	21
10	15	24.0	21
24	15	27.1	21
16	16	0.0	28
35	16	48.0	28
11	16	59.4	28
39	16	70.3	28
17	17	0.0	28
25	17	31.0	28
1	17	43.8	28
19	17	64.0	28
18	18	0.0	16
36	18	2.8	16
27	18	5.4	16
23	18	39.5	16
19	19	0.0	16
22	19	8.4	16
31	19	13.7	16
32	19	18.0	16
20	20	0.0	17
28	20	18.3	17
2	20	22.4	17
31	20	23.4	17
21	21	0.0	31
26	21	36.2	31
12	21	47.4	31
25	21	73.8	31
22	22	0.0	5
31	22	1.7	5
19	22	2.6	5
32	22	4.7	5
23	23	0.0	30
33	23	56.1	30
36	23	69.7	30
38	23	71.2	30
24	24	0.0	21
10	24	13.8	21
40	24	25.9	21
15	24	27.1	21
25	25	0.0	24
17	25	26.6	24
21	25	57.1	24
1	25	57.7	24
26	26	0.0	11
12	26	6.0	11
21	26	12.9	11
35	26	35.6	11
27	27	0.0	24
36	27	8.0	24
18	27	8.1	24
23	27	62.1	24
28	28	0.0	30
2	28	21.7	30
5	28	25.2	30
20	28	32.3	30
29	29	0.0	13
4	29	7.9	13
8	29	18.8	13
9	29	21.7	13
30	30	0.0	15
5	30	12.0	15
34	30	16.5	15
2	30	18.7	15
31	31	0.0	31
22	31	10.3	31
19	31	26.5	31
32	31	27.8	31
32	32	0.0	25
31	32	22.4	25
22	32	23.6	25
19	32	28.2	25
33	33	0.0	16
23	33	29.9	16
30	33	31.1	16
5	33	40.3	16
34	34	0.0	24
2	34	13.8	24
30	34	26.5	24
5	34	30.2	24
35	35	0.0	13
14	35	19.9	13
16	35	22.3	13
11	35	23.4	13
36	36	0.0	11
18	36	2.0	11
27	36	3.7	11
23	36	25.6	11
37	37	0.0	21
39	37	25.1	21
8	37	32.8	21
34	37	36.7	21
38	38	0.0	18
9	38	33.3	18
4	38	35.2	18
29	38	39.6	18
39	39	0.0	12
37	39	14.3	12
34	39	25.3	12
2	39	29.5	12
40	40	0.0	11
11	40	6.8	11
10	40	7.0	11
15	40	10.7	11
