
Code
Dimension   Fixed Cost    Capacity
40	1156	111
Facility	Client	Transportation Cost	Demand
1	1	0.0	22
11	1	21.2	22
6	1	22.5	22
15	1	23.8	22
2	2	0.0	24
32	2	28.3	24
4	2	45.2	24
18	2	57.1	24
3	3	0.0	21
28	3	8.1	21
12	3	13.7	21
18	3	20.2	21
4	4	0.0	16
32	4	11.4	16
12	4	21.2	16
3	4	23.2	16
5	5	0.0	14
20	5	12.2	14
6	5	27.4	14
15	5	27.6	14
6	6	0.0	17
15	6	1.4	17
11	6	5.5	17
1	6	17.4	17
7	7	0.0	26
19	7	41.0	26
20	7	57.7	26
21	7	62.5	26
8	8	0.0	30
31	8	42.4	30
34	8	51.4	30
23	8	56.1	30
9	9	0.0	17
30	9	18.3	17
39	9	53.4	17
26	9	56.0	17
10	10	0.0	18
33	10	6.0	18
22	10	19.9	18
23	10	41.7	18
11	11	0.0	5
15	11	1.5	5
6	11	1.6	5
35	11	4.6	5
12	12	0.0	14
18	12	4.8	14
28	12	7.3	14
3	12	9.1	14
13	13	0.0	14
16	13	8.7	14
25	13	13.0	14
40	13	13.1	14
14	14	0.0	27
26	14	18.0	27
39	14	27.9	27
37	14	31.0	27
15	15	0.0	17
6	15	1.4	17
11	15	5.0	17
1	15	18.4	17
16	16	0.0	27
13	16	16.8	27
25	16	19.0	27
29	16	26.1	27
17	17	0.0	12
4	17	21.3	12
3	17	23.6	12
33	17	27.3	12
18	18	0.0	35
12	18	12.0	35
28	18	25.6	35
3	18	33.7	35
19	19	0.0	23
7	19	36.2	23
21	19	40.4	23
24	19	49.5	23
20	20	0.0	26
5	20	22.7	26
15	20	31.0	26
6	20	31.1	26
21	21	0.0	17
24	21	8.8	17
19	21	29.8	17
7	21	40.9	17
22	22	0.0	21
10	22	23.2	21
33	22	29.4	21
23	22	43.4	21
23	23	0.0	16
31	23	8.7	16
16	23	27.6	16
8	23	29.9	16
24	24	0.0	25
21	24	12.9	25
19	24	53.8	25
7	24	62.4	25
25	25	0.0	16
29	25	6.8	16
16	25	11.2	16
13	25	14.9	16
26	26	0.0	25
39	26	12.6	25
14	26	16.7	25
37	26	27.9	25
27	27	0.0	24
38	27	29.8	24
36	27	31.3	24
25	27	41.1	24
28	28	0.0	8
3	28	3.1	8
12	28	4.2	8
18	28	5.9	8
29	29	0.0	16
25	29	6.8	16
16	29	15.5	16
34	29	18.4	16
30	30	0.0	14
9	30	15.0	14
39	30	38.6	14
26	30	42.9	14
31	31	0.0	18
23	31	9.8	18
8	31	25.4	18
34	31	29.5	18
32	32	0.0	9
4	32	6.4	9
2	32	10.6	9
12	32	13.7	9
33	33	0.0	17
10	33	5.7	17
22	33	23.8	17
3	33	36.2	17
34	34	0.0	18
29	34	20.7	18
25	34	28.3	18
31	34	29.5	18
35	35	0.0	7
11	35	6.5	7
15	35	8.5	7
6	35	8.7	7
36	36	0.0	23
40	36	24.6	23
13	36	27.0	23
27	36	30.0	23
37	37	0.0	8
26	37	8.9	8
14	37	9.2	8
39	37	12.8	8
38	38	0.0	11
27	38	13.7	11
36	38	24.9	11
14	38	29.9	11
39	39	0.0	27
26	39	13.6	27
14	39	27.9	27
37	39	43.3	27
40	40	0.0	21
13	40	19.6	21
36	40	22.5	21
16	40	32.6	21
