
Code
Dimension   Fixed Cost    Capacity
40	1136	109
Facility	Client	Transportation Cost	Demand
1	1	0.0	32
37	1	20.6	32
39	1	41.9	32
6	1	45.1	32
2	2	0.0	17
5	2	8.6	17
11	2	17.5	17
6	2	25.9	17
3	3	0.0	25
28	3	7.6	25
32	3	43.5	25
21	3	52.7	25
4	4	0.0	5
10	4	2.9	5
17	4	5.1	5
40	4	6.3	5
5	5	0.0	23
2	5	11.6	23
11	5	28.8	23
1	5	36.4	23
6	6	0.0	33
1	6	46.5	33
37	6	48.4	33
2	6	50.2	33
7	7	0.0	34
29	7	44.0	34
38	7	49.1	34
35	7	59.3	34
8	8	0.0	31
24	8	7.5	31
18	8	13.7	31
14	8	31.1	31
9	9	0.0	27
22	9	37.7	27
35	9	44.4	27
20	9	45.7	27
10	10	0.0	8
4	10	4.6	8
15	10	10.2	8
16	10	10.7	8
11	11	0.0	30
2	11	31.0	30
14	11	34.0	30
5	11	37.6	30
12	12	0.0	14
18	12	20.2	14
24	12	22.0	14
8	12	25.0	14
13	13	0.0	15
30	13	25.8	15
5	13	50.3	15
11	13	51.1	15
14	14	0.0	34
18	14	25.9	34
8	14	34.1	34
24	14	36.8	34
15	15	0.0	22
26	15	6.7	22
16	15	17.0	22
27	15	24.6	22
16	16	0.0	20
15	16	15.4	20
26	16	18.1	20
27	16	26.6	20
17	17	0.0	10
40	17	8.5	10
4	17	10.3	10
10	17	14.6	10
18	18	0.0	26
24	18	9.6	26
8	18	11.5	26
14	18	19.8	26
19	19	0.0	17
21	19	13.6	17
24	19	32.5	17
8	19	34.5	17
20	20	0.0	17
36	20	3.5	17
22	20	7.4	17
25	20	23.6	17
21	21	0.0	16
19	21	12.8	16
24	21	20.4	16
8	21	21.3	16
22	22	0.0	5
20	22	2.2	5
36	22	3.2	5
38	22	6.3	5
23	23	0.0	19
33	23	6.8	19
34	23	26.8	19
7	23	36.1	19
24	24	0.0	12
8	24	2.9	12
18	24	4.4	12
14	24	13.0	12
25	25	0.0	6
31	25	3.9	6
36	25	7.9	6
20	25	8.3	6
26	26	0.0	6
15	26	1.8	6
27	26	5.0	6
16	26	5.4	6
27	27	0.0	32
26	27	26.7	32
15	27	35.8	32
16	27	42.6	32
28	28	0.0	17
3	28	5.1	17
32	28	32.8	17
21	28	38.4	17
29	29	0.0	30
35	29	27.0	30
7	29	38.8	30
23	29	62.8	30
30	30	0.0	13
13	30	22.4	13
31	30	23.8	13
25	30	24.5	13
31	31	0.0	18
25	31	11.8	18
5	31	29.2	18
1	31	30.1	18
32	32	0.0	12
3	32	20.9	12
28	32	23.1	12
17	32	32.4	12
33	33	0.0	10
23	33	3.6	10
34	33	14.4	10
29	33	21.4	10
34	34	0.0	10
23	34	14.1	10
33	34	14.4	10
27	34	22.1	10
35	35	0.0	6
29	35	5.4	6
9	35	9.9	6
7	35	10.5	6
36	36	0.0	19
20	36	3.9	19
22	36	12.0	19
25	36	25.1	19
37	37	0.0	9
1	37	5.8	9
39	37	6.0	9
6	37	13.2	9
38	38	0.0	10
22	38	12.5	10
25	38	14.1	10
7	38	14.4	10
39	39	0.0	24
37	39	16.1	24
1	39	31.4	24
6	39	44.9	24
40	40	0.0	18
17	40	15.4	18
4	40	22.6	18
10	40	24.2	18
