
Code
Dimension   Fixed Cost    Capacity
40	1149	111
Facility	Client	Transportation Cost	Demand
1	1	0.0	25
39	1	25.2	25
11	1	33.4	25
20	1	45.2	25
2	2	0.0	9
23	2	4.7	9
29	2	10.7	9
6	2	13.1	9
3	3	0.0	18
13	3	14.6	18
21	3	24.3	18
20	3	31.4	18
4	4	0.0	21
30	4	17.0	21
37	4	31.5	21
17	4	33.6	21
5	5	0.0	22
20	5	10.6	22
21	5	29.4	22
39	5	35.0	22
6	6	0.0	14
29	6	7.9	14
14	6	11.2	14
22	6	19.6	14
7	7	0.0	14
11	7	11.3	14
1	7	27.8	14
30	7	28.7	14
8	8	0.0	27
40	8	5.7	27
12	8	23.4	27
31	8	26.4	27
9	9	0.0	13
38	9	6.3	13
28	9	15.7	13
25	9	16.9	13
10	10	0.0	32
26	10	44.4	32
27	10	58.5	32
36	10	73.2	32
11	11	0.0	34
7	11	27.4	34
1	11	45.5	34
30	11	46.9	34
12	12	0.0	27
40	12	19.7	27
37	12	23.0	27
8	12	23.4	27
13	13	0.0	14
21	13	9.8	14
3	13	11.4	14
5	13	24.2	14
14	14	0.0	31
6	14	24.9	31
29	14	37.1	31
22	14	42.9	31
15	15	0.0	21
35	15	13.3	21
34	15	30.2	21
28	15	34.0	21
16	16	0.0	29
19	16	30.5	29
35	16	102.7	29
17	16	108.1	29
17	17	0.0	16
34	17	8.5	16
4	17	25.6	16
15	17	27.6	16
18	18	0.0	6
32	18	8.0	6
33	18	10.8	6
22	18	11.0	6
19	19	0.0	13
16	19	13.7	13
35	19	34.6	13
25	19	36.3	13
20	20	0.0	25
5	20	12.0	25
39	20	38.0	25
21	20	41.6	25
21	21	0.0	7
13	21	4.9	7
5	21	9.4	7
3	21	9.5	7
22	22	0.0	31
32	22	15.4	31
29	22	34.5	31
14	22	42.9	31
23	23	0.0	8
2	23	4.2	8
26	23	8.9	8
36	23	11.7	8
24	24	0.0	12
33	24	4.9	12
40	24	12.7	12
8	24	14.5	12
25	25	0.0	12
28	25	10.3	12
9	25	15.6	12
38	25	20.3	12
26	26	0.0	15
36	26	15.8	15
23	26	16.7	15
27	26	16.8	15
27	27	0.0	20
36	27	17.0	20
26	27	22.4	20
10	27	36.5	20
28	28	0.0	12
25	28	10.3	12
9	28	14.5	12
35	28	16.3	12
29	29	0.0	14
6	29	7.9	14
22	29	15.6	14
2	29	16.6	14
30	30	0.0	18
4	30	14.6	18
11	30	24.8	18
39	30	29.2	18
31	31	0.0	28
8	31	27.4	28
40	31	31.7	28
12	31	36.6	28
32	32	0.0	7
22	32	3.5	7
18	32	9.4	7
29	32	9.5	7
33	33	0.0	22
24	33	9.0	22
40	33	27.2	22
12	33	30.0	22
34	34	0.0	17
17	34	9.0	17
37	34	22.7	17
15	34	24.5	17
35	35	0.0	21
15	35	13.3	21
28	35	28.5	21
34	35	35.2	21
36	36	0.0	30
27	36	25.6	30
26	36	31.6	30
23	36	44.0	30
37	37	0.0	21
12	37	17.9	21
34	37	28.0	21
4	37	31.5	21
38	38	0.0	5
9	38	2.4	5
28	38	8.5	5
25	38	8.5	5
39	39	0.0	11
1	39	11.1	11
20	39	16.7	11
5	39	17.5	11
40	40	0.0	19
8	40	4.0	19
12	40	13.9	19
24	40	20.1	19
